cod_dpto,nom_dpto,cod_mpio,nom_mpio,a_o,tipoatencion,atenciones
41,Huila,41668,San AgustÃ­n,2021,PROCEDIMIENTOS DE SALUD,228279
41,Huila,41668,San AgustÃ­n,2021,URGENCIAS,3699
41,Huila,41676,Santa MarÃ­a,2017,CONSULTAS,24823
41,Huila,41676,Santa MarÃ­a,2017,HOSPITALIZACIONES,249
41,Huila,41676,Santa MarÃ­a,2017,PROCEDIMIENTOS DE SALUD,90116
41,Huila,41676,Santa MarÃ­a,2017,URGENCIAS,218
41,Huila,41676,Santa MarÃ­a,2018,CONSULTAS,12972
41,Huila,41676,Santa MarÃ­a,2018,HOSPITALIZACIONES,369
41,Huila,41676,Santa MarÃ­a,2018,PROCEDIMIENTOS DE SALUD,67657
41,Huila,41676,Santa MarÃ­a,2018,URGENCIAS,138
41,Huila,41676,Santa MarÃ­a,2019,CONSULTAS,29785
41,Huila,41676,Santa MarÃ­a,2019,HOSPITALIZACIONES,979
41,Huila,41676,Santa MarÃ­a,2019,PROCEDIMIENTOS DE SALUD,66523
41,Huila,41676,Santa MarÃ­a,2019,URGENCIAS,310
41,Huila,41676,Santa MarÃ­a,2020,CONSULTAS,23780
41,Huila,41676,Santa MarÃ­a,2020,HOSPITALIZACIONES,922
41,Huila,41676,Santa MarÃ­a,2020,PROCEDIMIENTOS DE SALUD,54794
41,Huila,41676,Santa MarÃ­a,2020,URGENCIAS,437
41,Huila,41676,Santa MarÃ­a,2021,CONSULTAS,31765
41,Huila,41676,Santa MarÃ­a,2021,HOSPITALIZACIONES,1026
41,Huila,41676,Santa MarÃ­a,2021,PROCEDIMIENTOS DE SALUD,86353
41,Huila,41676,Santa MarÃ­a,2021,URGENCIAS,588
41,Huila,41770,Suaza,2017,CONSULTAS,56245
41,Huila,41770,Suaza,2017,HOSPITALIZACIONES,923
41,Huila,41770,Suaza,2017,PROCEDIMIENTOS DE SALUD,139835
41,Huila,41770,Suaza,2017,URGENCIAS,1866
41,Huila,41770,Suaza,2018,CONSULTAS,32887
41,Huila,41770,Suaza,2018,HOSPITALIZACIONES,924
41,Huila,41770,Suaza,2018,PROCEDIMIENTOS DE SALUD,130996
41,Huila,41770,Suaza,2018,URGENCIAS,1249
41,Huila,41770,Suaza,2019,CONSULTAS,73390
41,Huila,41770,Suaza,2019,HOSPITALIZACIONES,2537
41,Huila,41770,Suaza,2019,PROCEDIMIENTOS DE SALUD,201255
41,Huila,41770,Suaza,2019,URGENCIAS,3498
41,Huila,41770,Suaza,2020,CONSULTAS,95016
41,Huila,41770,Suaza,2020,HOSPITALIZACIONES,5210
41,Huila,41770,Suaza,2020,PROCEDIMIENTOS DE SALUD,210974
41,Huila,41770,Suaza,2020,URGENCIAS,1809
41,Huila,41770,Suaza,2021,CONSULTAS,62254
41,Huila,41770,Suaza,2021,HOSPITALIZACIONES,2579
41,Huila,41770,Suaza,2021,PROCEDIMIENTOS DE SALUD,168661
41,Huila,41770,Suaza,2021,URGENCIAS,1680
41,Huila,41791,Tarqui,2017,CONSULTAS,45205
41,Huila,41791,Tarqui,2017,HOSPITALIZACIONES,1219
41,Huila,41791,Tarqui,2017,PROCEDIMIENTOS DE SALUD,169157
41,Huila,41791,Tarqui,2017,URGENCIAS,4313
41,Huila,41791,Tarqui,2018,CONSULTAS,50240
41,Huila,41791,Tarqui,2018,HOSPITALIZACIONES,1361
41,Huila,41791,Tarqui,2018,PROCEDIMIENTOS DE SALUD,169175
41,Huila,41791,Tarqui,2018,URGENCIAS,1902
41,Huila,41791,Tarqui,2019,CONSULTAS,42955
41,Huila,41791,Tarqui,2019,HOSPITALIZACIONES,1877
41,Huila,41791,Tarqui,2019,PROCEDIMIENTOS DE SALUD,163194
41,Huila,41791,Tarqui,2019,URGENCIAS,2035
41,Huila,41791,Tarqui,2020,CONSULTAS,39548
41,Huila,41791,Tarqui,2020,HOSPITALIZACIONES,1527
41,Huila,41791,Tarqui,2020,PROCEDIMIENTOS DE SALUD,87223
41,Huila,41791,Tarqui,2020,URGENCIAS,2117
41,Huila,41791,Tarqui,2021,CONSULTAS,36762
41,Huila,41791,Tarqui,2021,HOSPITALIZACIONES,1473
41,Huila,41791,Tarqui,2021,PROCEDIMIENTOS DE SALUD,71612
41,Huila,41791,Tarqui,2021,URGENCIAS,2765
41,Huila,41797,Tesalia,2017,CONSULTAS,10010
41,Huila,41797,Tesalia,2017,HOSPITALIZACIONES,162
41,Huila,41797,Tesalia,2017,PROCEDIMIENTOS DE SALUD,40463
41,Huila,41797,Tesalia,2017,URGENCIAS,206
41,Huila,41797,Tesalia,2018,CONSULTAS,10999
41,Huila,41797,Tesalia,2018,HOSPITALIZACIONES,298
41,Huila,41797,Tesalia,2018,PROCEDIMIENTOS DE SALUD,35947
41,Huila,41797,Tesalia,2018,URGENCIAS,208
41,Huila,41797,Tesalia,2019,CONSULTAS,20753
41,Huila,41797,Tesalia,2019,HOSPITALIZACIONES,474
41,Huila,41797,Tesalia,2019,PROCEDIMIENTOS DE SALUD,53977
41,Huila,41797,Tesalia,2019,URGENCIAS,306
41,Huila,41797,Tesalia,2020,CONSULTAS,12426
41,Huila,41797,Tesalia,2020,HOSPITALIZACIONES,811
41,Huila,41797,Tesalia,2020,PROCEDIMIENTOS DE SALUD,40091
41,Huila,41797,Tesalia,2020,URGENCIAS,762
41,Huila,41797,Tesalia,2021,CONSULTAS,22645
41,Huila,41797,Tesalia,2021,HOSPITALIZACIONES,677
41,Huila,41797,Tesalia,2021,PROCEDIMIENTOS DE SALUD,45303
41,Huila,41797,Tesalia,2021,URGENCIAS,764
41,Huila,41799,Tello,2017,CONSULTAS,25883
41,Huila,41799,Tello,2017,HOSPITALIZACIONES,193
41,Huila,41799,Tello,2017,PROCEDIMIENTOS DE SALUD,66787
41,Huila,41799,Tello,2017,URGENCIAS,212
41,Huila,41799,Tello,2018,CONSULTAS,22435
41,Huila,41799,Tello,2018,HOSPITALIZACIONES,423
41,Huila,41799,Tello,2018,PROCEDIMIENTOS DE SALUD,102923
41,Huila,41799,Tello,2018,URGENCIAS,240
41,Huila,41799,Tello,2019,CONSULTAS,33810
41,Huila,41799,Tello,2019,HOSPITALIZACIONES,942
41,Huila,41799,Tello,2019,PROCEDIMIENTOS DE SALUD,85863
41,Huila,41799,Tello,2019,URGENCIAS,1120
41,Huila,41799,Tello,2020,CONSULTAS,33922
41,Huila,41799,Tello,2020,HOSPITALIZACIONES,1089
41,Huila,41799,Tello,2020,PROCEDIMIENTOS DE SALUD,80317
41,Huila,41799,Tello,2020,URGENCIAS,1703
41,Huila,41799,Tello,2021,CONSULTAS,39292
41,Huila,41799,Tello,2021,HOSPITALIZACIONES,952
41,Huila,41799,Tello,2021,PROCEDIMIENTOS DE SALUD,45743
41,Huila,41799,Tello,2021,URGENCIAS,1587
41,Huila,41801,Teruel,2017,CONSULTAS,16360
41,Huila,41801,Teruel,2017,HOSPITALIZACIONES,188
41,Huila,41801,Teruel,2017,PROCEDIMIENTOS DE SALUD,89300
41,Huila,41801,Teruel,2017,URGENCIAS,310
41,Huila,41801,Teruel,2018,CONSULTAS,17528
41,Huila,41801,Teruel,2018,HOSPITALIZACIONES,316
41,Huila,41801,Teruel,2018,PROCEDIMIENTOS DE SALUD,8638
41,Huila,41801,Teruel,2018,URGENCIAS,273
41,Huila,41801,Teruel,2019,CONSULTAS,20475
41,Huila,41801,Teruel,2019,HOSPITALIZACIONES,496
41,Huila,41801,Teruel,2019,PROCEDIMIENTOS DE SALUD,11357
41,Huila,41801,Teruel,2019,URGENCIAS,741
41,Huila,41801,Teruel,2020,CONSULTAS,12637
41,Huila,41801,Teruel,2020,HOSPITALIZACIONES,6049
41,Huila,41801,Teruel,2020,PROCEDIMIENTOS DE SALUD,63093
41,Huila,41801,Teruel,2020,URGENCIAS,1168
41,Huila,41801,Teruel,2021,CONSULTAS,23377
41,Huila,41801,Teruel,2021,HOSPITALIZACIONES,721
41,Huila,41801,Teruel,2021,PROCEDIMIENTOS DE SALUD,54436
41,Huila,41801,Teruel,2021,URGENCIAS,1457
41,Huila,41807,TimanÃ¡,2017,CONSULTAS,17657
41,Huila,41807,TimanÃ¡,2017,HOSPITALIZACIONES,1442
41,Huila,41807,TimanÃ¡,2017,PROCEDIMIENTOS DE SALUD,20057
41,Huila,41807,TimanÃ¡,2017,URGENCIAS,4019
41,Huila,41807,TimanÃ¡,2018,CONSULTAS,20600
41,Huila,41807,TimanÃ¡,2018,HOSPITALIZACIONES,1596
41,Huila,41807,TimanÃ¡,2018,PROCEDIMIENTOS DE SALUD,176679
41,Huila,41807,TimanÃ¡,2018,URGENCIAS,2612
41,Huila,41807,TimanÃ¡,2019,CONSULTAS,74507
41,Huila,41807,TimanÃ¡,2019,HOSPITALIZACIONES,2687
41,Huila,41807,TimanÃ¡,2019,PROCEDIMIENTOS DE SALUD,45169
41,Huila,41807,TimanÃ¡,2019,URGENCIAS,3647
41,Huila,41807,TimanÃ¡,2020,CONSULTAS,16848
41,Huila,41807,TimanÃ¡,2020,HOSPITALIZACIONES,4831
41,Huila,41807,TimanÃ¡,2020,PROCEDIMIENTOS DE SALUD,45008
41,Huila,41807,TimanÃ¡,2020,URGENCIAS,5455
41,Huila,41807,TimanÃ¡,2021,CONSULTAS,41123
41,Huila,41807,TimanÃ¡,2021,HOSPITALIZACIONES,1458
41,Huila,41807,TimanÃ¡,2021,PROCEDIMIENTOS DE SALUD,53181
41,Huila,41807,TimanÃ¡,2021,URGENCIAS,3195
41,Huila,41872,Villavieja,2017,CONSULTAS,8900
41,Huila,41872,Villavieja,2017,HOSPITALIZACIONES,128
41,Huila,41872,Villavieja,2017,PROCEDIMIENTOS DE SALUD,62216
41,Huila,41872,Villavieja,2017,URGENCIAS,377
41,Huila,41872,Villavieja,2018,CONSULTAS,12805
41,Huila,41872,Villavieja,2018,HOSPITALIZACIONES,139
41,Huila,41872,Villavieja,2018,PROCEDIMIENTOS DE SALUD,24320
41,Huila,41872,Villavieja,2018,URGENCIAS,379
41,Huila,41872,Villavieja,2019,CONSULTAS,21565
41,Huila,41872,Villavieja,2019,HOSPITALIZACIONES,930
41,Huila,41872,Villavieja,2019,PROCEDIMIENTOS DE SALUD,29313
41,Huila,41872,Villavieja,2019,URGENCIAS,384
41,Huila,41872,Villavieja,2020,CONSULTAS,19803
41,Huila,41872,Villavieja,2020,HOSPITALIZACIONES,980
41,Huila,41872,Villavieja,2020,PROCEDIMIENTOS DE SALUD,20327
41,Huila,41872,Villavieja,2020,URGENCIAS,335
41,Huila,41872,Villavieja,2021,CONSULTAS,27143
41,Huila,41872,Villavieja,2021,HOSPITALIZACIONES,720
41,Huila,41872,Villavieja,2021,PROCEDIMIENTOS DE SALUD,42720
41,Huila,41872,Villavieja,2021,URGENCIAS,469
41,Huila,41885,YaguarÃ¡,2017,CONSULTAS,19586
41,Huila,41885,YaguarÃ¡,2017,HOSPITALIZACIONES,169
41,Huila,41885,YaguarÃ¡,2017,PROCEDIMIENTOS DE SALUD,72465
41,Huila,41885,YaguarÃ¡,2017,URGENCIAS,516
41,Huila,41885,YaguarÃ¡,2018,CONSULTAS,22099
41,Huila,41885,YaguarÃ¡,2018,HOSPITALIZACIONES,290
41,Huila,41885,YaguarÃ¡,2018,PROCEDIMIENTOS DE SALUD,83209
41,Huila,41885,YaguarÃ¡,2018,URGENCIAS,410
41,Huila,41885,YaguarÃ¡,2019,CONSULTAS,29022
41,Huila,41885,YaguarÃ¡,2019,HOSPITALIZACIONES,943
41,Huila,41885,YaguarÃ¡,2019,PROCEDIMIENTOS DE SALUD,108960
41,Huila,41885,YaguarÃ¡,2019,URGENCIAS,681
41,Huila,41885,YaguarÃ¡,2020,CONSULTAS,16358
41,Huila,41885,YaguarÃ¡,2020,HOSPITALIZACIONES,518
41,Huila,41885,YaguarÃ¡,2020,PROCEDIMIENTOS DE SALUD,34878
41,Huila,41885,YaguarÃ¡,2020,URGENCIAS,834
41,Huila,41885,YaguarÃ¡,2021,CONSULTAS,15823
41,Huila,41885,YaguarÃ¡,2021,HOSPITALIZACIONES,508
41,Huila,41885,YaguarÃ¡,2021,PROCEDIMIENTOS DE SALUD,23026
41,Huila,41885,YaguarÃ¡,2021,URGENCIAS,806
44,La Guajira,44001,Riohacha,2017,CONSULTAS,344405
44,La Guajira,44001,Riohacha,2017,HOSPITALIZACIONES,4848
44,La Guajira,44001,Riohacha,2017,PROCEDIMIENTOS DE SALUD,726143
44,La Guajira,44001,Riohacha,2017,URGENCIAS,19750
44,La Guajira,44001,Riohacha,2018,CONSULTAS,307994
44,La Guajira,44001,Riohacha,2018,HOSPITALIZACIONES,7851
44,La Guajira,44001,Riohacha,2018,PROCEDIMIENTOS DE SALUD,400502
44,La Guajira,44001,Riohacha,2018,URGENCIAS,17280
44,La Guajira,44001,Riohacha,2019,CONSULTAS,639526
44,La Guajira,44001,Riohacha,2019,HOSPITALIZACIONES,10448
44,La Guajira,44001,Riohacha,2019,PROCEDIMIENTOS DE SALUD,675526
44,La Guajira,44001,Riohacha,2019,URGENCIAS,58450
44,La Guajira,44001,Riohacha,2020,CONSULTAS,402865
44,La Guajira,44001,Riohacha,2020,HOSPITALIZACIONES,7327
44,La Guajira,44001,Riohacha,2020,PROCEDIMIENTOS DE SALUD,413062
44,La Guajira,44001,Riohacha,2020,URGENCIAS,27120
44,La Guajira,44001,Riohacha,2021,CONSULTAS,385555
44,La Guajira,44001,Riohacha,2021,HOSPITALIZACIONES,7476
44,La Guajira,44001,Riohacha,2021,PROCEDIMIENTOS DE SALUD,1566143
44,La Guajira,44001,Riohacha,2021,URGENCIAS,30860
44,La Guajira,44035,Albania,2017,CONSULTAS,15081
44,La Guajira,44035,Albania,2017,HOSPITALIZACIONES,2351
44,La Guajira,44035,Albania,2017,PROCEDIMIENTOS DE SALUD,28158
44,La Guajira,44035,Albania,2017,URGENCIAS,1617
44,La Guajira,44035,Albania,2018,CONSULTAS,41734
44,La Guajira,44035,Albania,2018,HOSPITALIZACIONES,3246
44,La Guajira,44035,Albania,2018,PROCEDIMIENTOS DE SALUD,81585
44,La Guajira,44035,Albania,2018,URGENCIAS,4015
44,La Guajira,44035,Albania,2019,CONSULTAS,39260
44,La Guajira,44035,Albania,2019,HOSPITALIZACIONES,5675
44,La Guajira,44035,Albania,2019,PROCEDIMIENTOS DE SALUD,113780
44,La Guajira,44035,Albania,2019,URGENCIAS,7473
44,La Guajira,44035,Albania,2020,CONSULTAS,34816
44,La Guajira,44035,Albania,2020,HOSPITALIZACIONES,1920
44,La Guajira,44035,Albania,2020,PROCEDIMIENTOS DE SALUD,75393
44,La Guajira,44035,Albania,2020,URGENCIAS,2403
44,La Guajira,44035,Albania,2021,CONSULTAS,50411
44,La Guajira,44035,Albania,2021,HOSPITALIZACIONES,3164
44,La Guajira,44035,Albania,2021,PROCEDIMIENTOS DE SALUD,107243
44,La Guajira,44035,Albania,2021,URGENCIAS,3564
44,La Guajira,44078,Barrancas,2017,CONSULTAS,28980
44,La Guajira,44078,Barrancas,2017,HOSPITALIZACIONES,1584
44,La Guajira,44078,Barrancas,2017,PROCEDIMIENTOS DE SALUD,12259
44,La Guajira,44078,Barrancas,2017,URGENCIAS,4960
44,La Guajira,44078,Barrancas,2018,CONSULTAS,42050
44,La Guajira,44078,Barrancas,2018,HOSPITALIZACIONES,979
44,La Guajira,44078,Barrancas,2018,PROCEDIMIENTOS DE SALUD,30606
44,La Guajira,44078,Barrancas,2018,URGENCIAS,2209
44,La Guajira,44078,Barrancas,2019,CONSULTAS,31014
44,La Guajira,44078,Barrancas,2019,HOSPITALIZACIONES,2119
44,La Guajira,44078,Barrancas,2019,PROCEDIMIENTOS DE SALUD,107369
44,La Guajira,44078,Barrancas,2019,URGENCIAS,11324
44,La Guajira,44078,Barrancas,2020,CONSULTAS,38459
44,La Guajira,44078,Barrancas,2020,HOSPITALIZACIONES,1851
44,La Guajira,44078,Barrancas,2020,PROCEDIMIENTOS DE SALUD,53357
44,La Guajira,44078,Barrancas,2020,URGENCIAS,4773
44,La Guajira,44078,Barrancas,2021,CONSULTAS,54614
44,La Guajira,44078,Barrancas,2021,HOSPITALIZACIONES,1197
44,La Guajira,44078,Barrancas,2021,PROCEDIMIENTOS DE SALUD,146968
44,La Guajira,44078,Barrancas,2021,URGENCIAS,6979
44,La Guajira,44090,Dibulla,2017,CONSULTAS,12389
44,La Guajira,44090,Dibulla,2017,HOSPITALIZACIONES,136
44,La Guajira,44090,Dibulla,2017,PROCEDIMIENTOS DE SALUD,8238
44,La Guajira,44090,Dibulla,2017,URGENCIAS,1400
44,La Guajira,44090,Dibulla,2018,CONSULTAS,22501
44,La Guajira,44090,Dibulla,2018,HOSPITALIZACIONES,277
44,La Guajira,44090,Dibulla,2018,PROCEDIMIENTOS DE SALUD,14056
44,La Guajira,44090,Dibulla,2018,URGENCIAS,881
44,La Guajira,44090,Dibulla,2019,CONSULTAS,98300
44,La Guajira,44090,Dibulla,2019,HOSPITALIZACIONES,1509
44,La Guajira,44090,Dibulla,2019,PROCEDIMIENTOS DE SALUD,233750
44,La Guajira,44090,Dibulla,2019,URGENCIAS,6605
44,La Guajira,44090,Dibulla,2020,CONSULTAS,44525
44,La Guajira,44090,Dibulla,2020,HOSPITALIZACIONES,477
44,La Guajira,44090,Dibulla,2020,PROCEDIMIENTOS DE SALUD,44633
44,La Guajira,44090,Dibulla,2020,URGENCIAS,3281
44,La Guajira,44090,Dibulla,2021,CONSULTAS,35329
44,La Guajira,44090,Dibulla,2021,HOSPITALIZACIONES,500
44,La Guajira,44090,Dibulla,2021,PROCEDIMIENTOS DE SALUD,40745
44,La Guajira,44090,Dibulla,2021,URGENCIAS,1033
44,La Guajira,44098,DistracciÃ³n,2017,CONSULTAS,5470
44,La Guajira,44098,DistracciÃ³n,2017,HOSPITALIZACIONES,133
44,La Guajira,44098,DistracciÃ³n,2017,PROCEDIMIENTOS DE SALUD,2012
44,La Guajira,44098,DistracciÃ³n,2017,URGENCIAS,947
44,La Guajira,44098,DistracciÃ³n,2018,CONSULTAS,9842
44,La Guajira,44098,DistracciÃ³n,2018,HOSPITALIZACIONES,137
44,La Guajira,44098,DistracciÃ³n,2018,PROCEDIMIENTOS DE SALUD,9030
44,La Guajira,44098,DistracciÃ³n,2018,URGENCIAS,162
44,La Guajira,44098,DistracciÃ³n,2019,CONSULTAS,30763
44,La Guajira,44098,DistracciÃ³n,2019,HOSPITALIZACIONES,871
44,La Guajira,44098,DistracciÃ³n,2019,PROCEDIMIENTOS DE SALUD,28522
44,La Guajira,44098,DistracciÃ³n,2019,URGENCIAS,1610
44,La Guajira,44098,DistracciÃ³n,2020,CONSULTAS,6333
44,La Guajira,44098,DistracciÃ³n,2020,HOSPITALIZACIONES,291
44,La Guajira,44098,DistracciÃ³n,2020,PROCEDIMIENTOS DE SALUD,15970
44,La Guajira,44098,DistracciÃ³n,2020,URGENCIAS,481
44,La Guajira,44098,DistracciÃ³n,2021,CONSULTAS,18638
44,La Guajira,44098,DistracciÃ³n,2021,HOSPITALIZACIONES,351
44,La Guajira,44098,DistracciÃ³n,2021,PROCEDIMIENTOS DE SALUD,62531
44,La Guajira,44098,DistracciÃ³n,2021,URGENCIAS,501
44,La Guajira,44110,El Molino,2017,CONSULTAS,3298
44,La Guajira,44110,El Molino,2017,HOSPITALIZACIONES,116
44,La Guajira,44110,El Molino,2017,PROCEDIMIENTOS DE SALUD,3937
44,La Guajira,44110,El Molino,2017,URGENCIAS,131
44,La Guajira,44110,El Molino,2018,CONSULTAS,6480
44,La Guajira,44110,El Molino,2018,HOSPITALIZACIONES,71
44,La Guajira,44110,El Molino,2018,PROCEDIMIENTOS DE SALUD,25892
44,La Guajira,44110,El Molino,2018,URGENCIAS,226
44,La Guajira,44110,El Molino,2019,CONSULTAS,26168
44,La Guajira,44110,El Molino,2019,HOSPITALIZACIONES,809
44,La Guajira,44110,El Molino,2019,PROCEDIMIENTOS DE SALUD,47578
44,La Guajira,44110,El Molino,2019,URGENCIAS,2125
44,La Guajira,44110,El Molino,2020,CONSULTAS,9575
44,La Guajira,44110,El Molino,2020,HOSPITALIZACIONES,382
44,La Guajira,44110,El Molino,2020,PROCEDIMIENTOS DE SALUD,39589
44,La Guajira,44110,El Molino,2020,URGENCIAS,898
44,La Guajira,44110,El Molino,2021,CONSULTAS,31379
44,La Guajira,44110,El Molino,2021,HOSPITALIZACIONES,431
44,La Guajira,44110,El Molino,2021,PROCEDIMIENTOS DE SALUD,69179
44,La Guajira,44110,El Molino,2021,URGENCIAS,791
44,La Guajira,44279,Fonseca,2017,CONSULTAS,51594
44,La Guajira,44279,Fonseca,2017,HOSPITALIZACIONES,1733
44,La Guajira,44279,Fonseca,2017,PROCEDIMIENTOS DE SALUD,179598
44,La Guajira,44279,Fonseca,2017,URGENCIAS,2968
44,La Guajira,44279,Fonseca,2018,CONSULTAS,115006
44,La Guajira,44279,Fonseca,2018,HOSPITALIZACIONES,1377
44,La Guajira,44279,Fonseca,2018,PROCEDIMIENTOS DE SALUD,159337
44,La Guajira,44279,Fonseca,2018,URGENCIAS,1882
44,La Guajira,44279,Fonseca,2019,CONSULTAS,248910
44,La Guajira,44279,Fonseca,2019,HOSPITALIZACIONES,9298
44,La Guajira,44279,Fonseca,2019,PROCEDIMIENTOS DE SALUD,701642
44,La Guajira,44279,Fonseca,2019,URGENCIAS,30891
44,La Guajira,44279,Fonseca,2020,CONSULTAS,223975
44,La Guajira,44279,Fonseca,2020,HOSPITALIZACIONES,6251
44,La Guajira,44279,Fonseca,2020,PROCEDIMIENTOS DE SALUD,295343
44,La Guajira,44279,Fonseca,2020,URGENCIAS,17325
44,La Guajira,44279,Fonseca,2021,CONSULTAS,293010
44,La Guajira,44279,Fonseca,2021,HOSPITALIZACIONES,3958
44,La Guajira,44279,Fonseca,2021,PROCEDIMIENTOS DE SALUD,442588
44,La Guajira,44279,Fonseca,2021,URGENCIAS,8681
44,La Guajira,44378,Hatonuevo,2017,CONSULTAS,21205
44,La Guajira,44378,Hatonuevo,2017,HOSPITALIZACIONES,743
44,La Guajira,44378,Hatonuevo,2017,PROCEDIMIENTOS DE SALUD,45701
44,La Guajira,44378,Hatonuevo,2017,URGENCIAS,4536
44,La Guajira,44378,Hatonuevo,2018,CONSULTAS,18853
44,La Guajira,44378,Hatonuevo,2018,HOSPITALIZACIONES,567
44,La Guajira,44378,Hatonuevo,2018,PROCEDIMIENTOS DE SALUD,112659
44,La Guajira,44378,Hatonuevo,2018,URGENCIAS,2852
44,La Guajira,44378,Hatonuevo,2019,CONSULTAS,74778
44,La Guajira,44378,Hatonuevo,2019,HOSPITALIZACIONES,1310
44,La Guajira,44378,Hatonuevo,2019,PROCEDIMIENTOS DE SALUD,108951
44,La Guajira,44378,Hatonuevo,2019,URGENCIAS,7007
44,La Guajira,44378,Hatonuevo,2020,CONSULTAS,36972
44,La Guajira,44378,Hatonuevo,2020,HOSPITALIZACIONES,2154
44,La Guajira,44378,Hatonuevo,2020,PROCEDIMIENTOS DE SALUD,90103
44,La Guajira,44378,Hatonuevo,2020,URGENCIAS,8342
44,La Guajira,44378,Hatonuevo,2021,CONSULTAS,82563
44,La Guajira,44378,Hatonuevo,2021,HOSPITALIZACIONES,1143
44,La Guajira,44378,Hatonuevo,2021,PROCEDIMIENTOS DE SALUD,252828
44,La Guajira,44378,Hatonuevo,2021,URGENCIAS,6716
44,La Guajira,44420,La Jagua Del Pilar,2017,CONSULTAS,2961
44,La Guajira,44420,La Jagua Del Pilar,2017,HOSPITALIZACIONES,69
44,La Guajira,44420,La Jagua Del Pilar,2017,PROCEDIMIENTOS DE SALUD,2775
44,La Guajira,44420,La Jagua Del Pilar,2017,URGENCIAS,136
44,La Guajira,44420,La Jagua Del Pilar,2018,CONSULTAS,12081
44,La Guajira,44420,La Jagua Del Pilar,2018,HOSPITALIZACIONES,155
44,La Guajira,44420,La Jagua Del Pilar,2018,PROCEDIMIENTOS DE SALUD,21043
44,La Guajira,44420,La Jagua Del Pilar,2018,URGENCIAS,146
44,La Guajira,44420,La Jagua Del Pilar,2019,CONSULTAS,18077
44,La Guajira,44420,La Jagua Del Pilar,2019,HOSPITALIZACIONES,531
44,La Guajira,44420,La Jagua Del Pilar,2019,PROCEDIMIENTOS DE SALUD,26171
44,La Guajira,44420,La Jagua Del Pilar,2019,URGENCIAS,1901
44,La Guajira,44420,La Jagua Del Pilar,2020,CONSULTAS,8776
44,La Guajira,44420,La Jagua Del Pilar,2020,HOSPITALIZACIONES,163
44,La Guajira,44420,La Jagua Del Pilar,2020,PROCEDIMIENTOS DE SALUD,11201
44,La Guajira,44420,La Jagua Del Pilar,2020,URGENCIAS,441
44,La Guajira,44420,La Jagua Del Pilar,2021,CONSULTAS,2327
44,La Guajira,44420,La Jagua Del Pilar,2021,HOSPITALIZACIONES,86
44,La Guajira,44420,La Jagua Del Pilar,2021,PROCEDIMIENTOS DE SALUD,19866
44,La Guajira,44420,La Jagua Del Pilar,2021,URGENCIAS,161
44,La Guajira,44430,Maicao,2017,CONSULTAS,590865
44,La Guajira,44430,Maicao,2017,HOSPITALIZACIONES,20747
44,La Guajira,44430,Maicao,2017,PROCEDIMIENTOS DE SALUD,1577011
44,La Guajira,44430,Maicao,2017,URGENCIAS,82364
44,La Guajira,44430,Maicao,2018,CONSULTAS,1142127
44,La Guajira,44430,Maicao,2018,HOSPITALIZACIONES,16487
44,La Guajira,44430,Maicao,2018,PROCEDIMIENTOS DE SALUD,2663399
44,La Guajira,44430,Maicao,2018,URGENCIAS,84544
44,La Guajira,44430,Maicao,2019,CONSULTAS,1488126
44,La Guajira,44430,Maicao,2019,HOSPITALIZACIONES,42291
44,La Guajira,44430,Maicao,2019,PROCEDIMIENTOS DE SALUD,2794713
44,La Guajira,44430,Maicao,2019,URGENCIAS,117560
44,La Guajira,44430,Maicao,2020,CONSULTAS,783157
44,La Guajira,44430,Maicao,2020,HOSPITALIZACIONES,24357
44,La Guajira,44430,Maicao,2020,PROCEDIMIENTOS DE SALUD,700527
44,La Guajira,44430,Maicao,2020,URGENCIAS,42554
44,La Guajira,44430,Maicao,2021,CONSULTAS,700306
44,La Guajira,44430,Maicao,2021,HOSPITALIZACIONES,15232
44,La Guajira,44430,Maicao,2021,PROCEDIMIENTOS DE SALUD,2286849
44,La Guajira,44430,Maicao,2021,URGENCIAS,51410
44,La Guajira,44560,Manaure,2017,CONSULTAS,107062
44,La Guajira,44560,Manaure,2017,HOSPITALIZACIONES,3217
44,La Guajira,44560,Manaure,2017,PROCEDIMIENTOS DE SALUD,120319
44,La Guajira,44560,Manaure,2017,URGENCIAS,9463
44,La Guajira,44560,Manaure,2018,CONSULTAS,192251
44,La Guajira,44560,Manaure,2018,HOSPITALIZACIONES,3046
44,La Guajira,44560,Manaure,2018,PROCEDIMIENTOS DE SALUD,381406
44,La Guajira,44560,Manaure,2018,URGENCIAS,6696
44,La Guajira,44560,Manaure,2019,CONSULTAS,187030
44,La Guajira,44560,Manaure,2019,HOSPITALIZACIONES,3881
44,La Guajira,44560,Manaure,2019,PROCEDIMIENTOS DE SALUD,23082
44,La Guajira,44560,Manaure,2019,URGENCIAS,6202
44,La Guajira,44560,Manaure,2020,CONSULTAS,45361
44,La Guajira,44560,Manaure,2020,HOSPITALIZACIONES,1927
44,La Guajira,44560,Manaure,2020,PROCEDIMIENTOS DE SALUD,175768
44,La Guajira,44560,Manaure,2020,URGENCIAS,4411
44,La Guajira,44560,Manaure,2021,CONSULTAS,114044
44,La Guajira,44560,Manaure,2021,HOSPITALIZACIONES,1624
44,La Guajira,44560,Manaure,2021,PROCEDIMIENTOS DE SALUD,405953
44,La Guajira,44560,Manaure,2021,URGENCIAS,2057
