cod_mpio,cod_dpto,nom_mpio,n_resguardos,pob_resguardos,n_comunidades
50110,50,BARRANCA DE UPÍA,0,0,0
50124,50,CABUYARO,0,0,0
50150,50,CASTILLA LA NUEVA,0,0,0
50223,50,CUBARRAL,0,0,0
50226,50,CUMARAL,0,0,0
50245,50,EL CALVARIO,0,0,0
50251,50,EL CASTILLO,0,0,0
50270,50,EL DORADO,0,0,0
50287,50,FUENTE DE ORO,0,0,0
50313,50,GRANADA,0,0,1
50318,50,GUAMAL,0,0,0
50325,50,MAPIRIPÁN,5,1470,0
50330,50,MESETAS,2,290,0
50350,50,LA MACARENA,1,484,0
50370,50,URIBE,2,213,2
50400,50,LEJANÍAS,0,0,0
50450,50,PUERTO CONCORDIA,2,471,0
50568,50,PUERTO GAITÁN,9,11603,1
50573,50,PUERTO LÓPEZ,2,2392,0
50577,50,PUERTO LLERAS,0,0,0
50590,50,PUERTO RICO,0,0,0
50606,50,RESTREPO,0,0,0
50680,50,SAN CARLOS DE GUAROA,0,0,0
50683,50,SAN JUAN DE ARAMA,0,0,0
50686,50,SAN JUANITO,0,0,0
50689,50,SAN MARTÍN,0,0,0
50711,50,VISTAHERMOSA,0,0,0
52001,52,PASTO,2,1534,4
52019,52,ALBÁN,0,0,0
52022,52,ALDANA,1,3926,0
52036,52,ANCUYA,0,0,0
52051,52,ARBOLEDA,0,0,0
52079,52,BARBACOAS,16,17980,1
52083,52,BELÉN,0,0,0
52110,52,BUESACO,0,0,0
52203,52,COLÓN,0,0,0
52207,52,CONSACÁ,0,0,0
52210,52,CONTADERO,0,0,1
52215,52,CÓRDOBA,1,11817,0
52224,52,CUASPUD CARLOSAMA,0,0,0
52227,52,CUMBAL,5,26340,0
52233,52,CUMBITARA,0,0,0
52240,52,CHACHAGÜÍ,0,0,0
52250,52,EL CHARCO,3,218,0
52254,52,EL PEÑOL,0,0,0
52256,52,EL ROSARIO,0,0,0
52258,52,EL TABLÓN DE GÓMEZ,1,1813,0
52260,52,EL TAMBO,0,0,0
52287,52,FUNES,1,26,1
52317,52,GUACHUCAL,3,13547,0
52320,52,GUAITARILLA,0,0,0
52323,52,GUALMATÁN,0,0,0
52352,52,ILES,1,120,1
52354,52,IMUÉS,0,0,0
52356,52,IPIALES,8,26998,1
52378,52,LA CRUZ,0,0,0
52381,52,LA FLORIDA,0,0,0
52385,52,LA LLANADA,0,0,0
52390,52,LA TOLA,1,126,0
52399,52,LA UNIÓN,0,0,0
52405,52,LEIVA,0,0,0
52411,52,LINARES,0,0,0
52418,52,LOS ANDES,0,0,0
52427,52,MAGÜÍ,0,0,0
52435,52,MALLAMA,2,6607,0
52473,52,MOSQUERA,0,0,0
52480,52,NARIÑO,0,0,0
52490,52,OLAYA HERRERA,3,416,0
52506,52,OSPINA,0,0,0
52520,52,FRANCISCO PIZARRO,0,0,0
52540,52,POLICARPA,0,0,0
52560,52,POTOSÍ,1,1251,0
52565,52,PROVIDENCIA,0,0,0
52573,52,PUERRES,0,0,1
52585,52,PUPIALES,0,0,1
52612,52,RICAURTE,13,10956,0
52621,52,ROBERTO PAYÁN,0,0,0
52678,52,SAMANIEGO,1,378,0
52683,52,SANDONÁ,0,0,0
52685,52,SAN BERNARDO,0,0,0
52687,52,SAN LORENZO,0,0,0
52693,52,SAN PABLO,0,0,0
52694,52,SAN PEDRO DE CARTAGO,0,0,0
52696,52,SANTA BÁRBARA,1,173,0
52699,52,SANTACRUZ,2,7098,0
52720,52,SAPUYES,0,0,0
52786,52,TAMINANGO,0,0,0
52788,52,TANGUA,0,0,0
52835,52,SAN ANDRÉS DE TUMACO,13,15686,0
52838,52,TÚQUERRES,2,7792,0
52885,52,YACUANQUER,0,0,0
54001,54,SAN JOSÉ DE CÚCUTA,0,0,0
54003,54,ÁBREGO,0,0,0
54051,54,ARBOLEDAS,0,0,0
54099,54,BOCHALEMA,0,0,0
54109,54,BUCARASICA,0,0,0
54125,54,CÁCOTA,0,0,0
54128,54,CÁCHIRA,0,0,0
54172,54,CHINÁCOTA,0,0,0
54174,54,CHITAGÁ,1,502,0
54206,54,CONVENCIÓN,1,609,0
54223,54,CUCUTILLA,0,0,0
54239,54,DURANIA,0,0,0
54245,54,EL CARMEN,1,714,0
54250,54,EL TARRA,1,175,1
54261,54,EL ZULIA,0,0,0
54313,54,GRAMALOTE,0,0,0
54344,54,HACARÍ,0,0,0
54347,54,HERRÁN,0,0,0
54377,54,LABATECA,0,0,0
54385,54,LA ESPERANZA,0,0,0
54398,54,LA PLAYA,0,0,0
54405,54,LOS PATIOS,0,0,0
54418,54,LOURDES,0,0,0
54480,54,MUTISCUA,0,0,0
54498,54,OCAÑA,0,0,0
54518,54,PAMPLONA,0,0,0
54520,54,PAMPLONITA,0,0,0
54553,54,PUERTO SANTANDER,0,0,0
54599,54,RAGONVALIA,0,0,0
54660,54,SALAZAR,0,0,0
54670,54,SAN CALIXTO,0,0,0
54673,54,SAN CAYETANO,0,0,0
54680,54,SANTIAGO,0,0,0
54720,54,SARDINATA,0,0,0
54743,54,SILOS,0,0,0
54800,54,TEORAMA,2,517,0
54810,54,TIBÚ,0,0,3
54820,54,TOLEDO,2,779,0
54871,54,VILLA CARO,0,0,0
54874,54,VILLA DEL ROSARIO,0,0,0
63001,63,ARMENIA,0,0,0
63111,63,BUENAVISTA,0,0,1
63130,63,CALARCÁ,2,150,0
63190,63,CIRCASIA,0,0,1
63212,63,CÓRDOBA,0,0,1
63272,63,FILANDIA,0,0,0
63302,63,GÉNOVA,0,0,0
63401,63,LA TEBAIDA,0,0,1
63470,63,MONTENEGRO,0,0,1
63548,63,PIJAO,0,0,0
63594,63,QUIMBAYA,0,0,1
63690,63,SALENTO,0,0,0
66001,66,PEREIRA,0,0,0
66045,66,APÍA,0,0,0
66075,66,BALBOA,0,0,0
66088,66,BELÉN DE UMBRÍA,1,197,1
66170,66,DOSQUEBRADAS,0,0,0
66318,66,GUÁTICA,0,0,1
66383,66,LA CELIA,0,0,0
66400,66,LA VIRGINIA,0,0,0
66440,66,MARSELLA,2,1088,0
66456,66,MISTRATÓ,2,7425,0
66572,66,PUEBLO RICO,2,7218,0
66594,66,QUINCHÍA,1,178,2
66682,66,SANTA ROSA DE CABAL,0,0,0
66687,66,SANTUARIO,0,0,0
68001,68,BUCARAMANGA,0,0,0
68013,68,AGUADA,0,0,0
68020,68,ALBANIA,0,0,0
68051,68,ARATOCA,0,0,0
68077,68,BARBOSA,0,0,0
68079,68,BARICHARA,0,0,0
68081,68,BARRANCABERMEJA,0,0,0
68092,68,BETULIA,0,0,0
68101,68,BOLÍVAR,0,0,0
68121,68,CABRERA,0,0,0
68132,68,CALIFORNIA,0,0,0
68147,68,CAPITANEJO,0,0,0
68152,68,CARCASÍ,0,0,0
68160,68,CEPITÁ,0,0,0
68162,68,CERRITO,0,0,0
68167,68,CHARALÁ,0,0,0
68169,68,CHARTA,0,0,0
68176,68,CHIMA,0,0,0
68179,68,CHIPATÁ,0,0,0
68190,68,CIMITARRA,0,0,1
68207,68,CONCEPCIÓN,0,0,0
68209,68,CONFINES,0,0,0
68211,68,CONTRATACIÓN,0,0,0
68217,68,COROMORO,0,0,0
68229,68,CURITÍ,0,0,0
68235,68,EL CARMEN DE CHUCURÍ,0,0,0
68245,68,EL GUACAMAYO,0,0,0
68250,68,EL PEÑÓN,0,0,0
68255,68,EL PLAYÓN,0,0,0
68264,68,ENCINO,0,0,0
68266,68,ENCISO,0,0,0
68271,68,FLORIÁN,0,0,0
68276,68,FLORIDABLANCA,0,0,0
68296,68,GALÁN,0,0,0
68298,68,GÁMBITA,0,0,0
68307,68,GIRÓN,0,0,0
68318,68,GUACA,0,0,0
68320,68,GUADALUPE,0,0,0
68322,68,GUAPOTÁ,0,0,0
68324,68,GUAVATÁ,0,0,0
68327,68,GÜEPSA,0,0,0
68344,68,HATO,0,0,0
68368,68,JESÚS MARÍA,0,0,0
68370,68,JORDÁN,0,0,0
68377,68,LA BELLEZA,0,0,0
68385,68,LANDÁZURI,0,0,0
68397,68,LA PAZ,0,0,0
68406,68,LEBRIJA,0,0,0
68418,68,LOS SANTOS,0,0,0
68425,68,MACARAVITA,0,0,0
68432,68,MÁLAGA,0,0,0
68444,68,MATANZA,0,0,0
68464,68,MOGOTES,0,0,0
68468,68,MOLAGAVITA,0,0,0
68498,68,OCAMONTE,0,0,0
68500,68,OIBA,0,0,0
68502,68,ONZAGA,0,0,0
68522,68,PALMAR,0,0,0
68524,68,PALMAS DEL SOCORRO,0,0,0
68533,68,PÁRAMO,0,0,0
68547,68,PIEDECUESTA,0,0,0
68549,68,PINCHOTE,0,0,0
68572,68,PUENTE NACIONAL,0,0,0
68573,68,PUERTO PARRA,0,0,1
68575,68,PUERTO WILCHES,0,0,0
68615,68,RIONEGRO,0,0,0
68655,68,SABANA DE TORRES,0,0,0
68669,68,SAN ANDRÉS,0,0,0
68673,68,SAN BENITO,0,0,0
68679,68,SAN GIL,0,0,0
68682,68,SAN JOAQUÍN,0,0,0
68684,68,SAN JOSÉ DE MIRANDA,0,0,0
68686,68,SAN MIGUEL,0,0,0
68689,68,SAN VICENTE DE CHUCURÍ,0,0,0
68705,68,SANTA BÁRBARA,0,0,0
68720,68,SANTA HELENA DEL OPÓN,0,0,0
68745,68,SIMACOTA,0,0,0
68755,68,SOCORRO,0,0,0
68770,68,SUAITA,0,0,0
68773,68,SUCRE,0,0,0
68780,68,SURATÁ,0,0,0
68820,68,TONA,0,0,0
68855,68,VALLE DE SAN JOSÉ,0,0,0
68861,68,VÉLEZ,0,0,0
68867,68,VETAS,0,0,0
68872,68,VILLANUEVA,0,0,0
68895,68,ZAPATOCA,0,0,0
70001,70,SINCELEJO,1,2843,20
70110,70,BUENAVISTA,0,0,0
70124,70,CAIMITO,0,0,0
70204,70,COLOSÓ,0,0,1
70215,70,COROZAL,0,0,1
70221,70,COVEÑAS,0,0,5
70230,70,CHALÁN,0,0,0
70233,70,EL ROBLE,0,0,0
70235,70,GALERAS,0,0,0
70265,70,GUARANDA,0,0,0
70400,70,LA UNIÓN,0,0,2
70418,70,LOS PALMITOS,0,0,0
70429,70,MAJAGUAL,0,0,0
70473,70,MORROA,0,0,1
70508,70,OVEJAS,0,0,3
70523,70,PALMITO,1,7061,10
70670,70,SAMPUÉS,1,9411,17
70678,70,SAN BENITO ABAD,0,0,4
70702,70,SAN JUAN DE BETULIA,0,0,0
70708,70,SAN MARCOS,0,0,8
70713,70,SAN ONOFRE,0,0,5
70717,70,SAN PEDRO,0,0,0
70742,70,SAN LUIS DE SINCÉ,0,0,0
70771,70,SUCRE,0,0,0
70820,70,SANTIAGO DE TOLÚ,0,0,2
70823,70,SAN JOSÉ DE TOLUVIEJO,0,0,0
73001,73,IBAGUÉ,0,0,1
73024,73,ALPUJARRA,0,0,0
73026,73,ALVARADO,0,0,0
73030,73,AMBALEMA,0,0,0
73043,73,ANZOÁTEGUI,0,0,0
73055,73,ARMERO,0,0,0
73067,73,ATACO,3,424,4
73124,73,CAJAMARCA,0,0,0
73148,73,CARMEN DE APICALÁ,0,0,0
73152,73,CASABIANCA,0,0,0
73168,73,CHAPARRAL,0,0,6
73200,73,COELLO,0,0,1
73217,73,COYAIMA,35,6905,32
73226,73,CUNDAY,0,0,0
73236,73,DOLORES,0,0,0
73268,73,ESPINAL,0,0,4
73270,73,FALAN,0,0,0
73275,73,FLANDES,0,0,1
73283,73,FRESNO,0,0,0
73319,73,GUAMO,0,0,2
73347,73,HERVEO,0,0,0
73349,73,HONDA,0,0,0
73352,73,ICONONZO,0,0,0
73408,73,LÉRIDA,0,0,0
73411,73,LÍBANO,0,0,0
73443,73,SAN SEBASTIÁN DE MARIQUITA,0,0,0
73449,73,MELGAR,0,0,0
73461,73,MURILLO,0,0,0
73483,73,NATAGAIMA,29,1794,22
73504,73,ORTEGA,21,8422,35
73520,73,PALOCABILDO,0,0,0
73547,73,PIEDRAS,0,0,0
73555,73,PLANADAS,1,1361,0
73563,73,PRADO,2,114,2
73585,73,PURIFICACIÓN,0,0,4
73616,73,RIOBLANCO,1,213,1
73622,73,RONCESVALLES,0,0,0
73624,73,ROVIRA,0,0,0
73671,73,SALDAÑA,0,0,3
73675,73,SAN ANTONIO,1,153,6
73678,73,SAN LUIS,0,0,0
73686,73,SANTA ISABEL,0,0,0
73770,73,SUÁREZ,0,0,2
73854,73,VALLE DE SAN JUAN,0,0,0
73861,73,VENADILLO,0,0,0
73870,73,VILLAHERMOSA,0,0,0
73873,73,VILLARRICA,0,0,0
76001,76,SANTIAGO DE CALI,0,0,0
76020,76,ALCALÁ,0,0,0
76036,76,ANDALUCÍA,0,0,0
76041,76,ANSERMANUEVO,1,157,0
76054,76,ARGELIA,1,284,0
76100,76,BOLÍVAR,2,1384,3
76109,76,BUENAVENTURA,10,4511,6
76111,76,GUADALAJARA DE BUGA,0,0,0
76113,76,BUGALAGRANDE,2,257,2
76122,76,CAICEDONIA,1,67,0
76126,76,CALIMA,1,90,0
76130,76,CANDELARIA,0,0,0
76147,76,CARTAGO,0,0,0
76233,76,DAGUA,1,286,0
76243,76,EL ÁGUILA,0,0,0
76246,76,EL CAIRO,1,144,0
76248,76,EL CERRITO,0,0,0
76250,76,EL DOVIO,1,453,1
76275,76,FLORIDA,4,3931,10
76306,76,GINEBRA,0,0,1
76318,76,GUACARÍ,0,0,0
76364,76,JAMUNDÍ,1,875,1
76377,76,LA CUMBRE,0,0,0
76400,76,LA UNIÓN,0,0,0
76403,76,LA VICTORIA,0,0,1
76497,76,OBANDO,0,0,1
76520,76,PALMIRA,0,0,0
76563,76,PRADERA,1,135,0
76606,76,RESTREPO,1,117,0
76616,76,RIOFRÍO,0,0,0
76622,76,ROLDANILLO,0,0,0
76670,76,SAN PEDRO,0,0,0
76736,76,SEVILLA,1,145,1
76823,76,TORO,0,0,0
76828,76,TRUJILLO,2,510,0
76834,76,TULUÁ,1,100,0
76845,76,ULLOA,0,0,0
76863,76,VERSALLES,0,0,0
76869,76,VIJES,1,272,0
76890,76,YOTOCO,0,0,0
76892,76,YUMBO,0,0,1
76895,76,ZARZAL,0,0,0
81001,81,ARAUCA,3,637,0
81065,81,ARAUQUITA,6,1349,0
81220,81,CRAVO NORTE,1,49,0
81300,81,FORTUL,3,715,0
81591,81,PUERTO RONDÓN,0,0,0
81736,81,SARAVENA,2,541,3
81794,81,TAME,12,2533,0
85001,85,YOPAL,0,0,0
85010,85,AGUAZUL,0,0,0
85015,85,CHÁMEZA,0,0,0
85125,85,HATO COROZAL,2,1720,0
85136,85,LA SALINA,0,0,0
85139,85,MANÍ,0,0,0
85162,85,MONTERREY,0,0,0
85225,85,NUNCHÍA,0,0,0
85230,85,OROCUÉ,8,2801,0
85250,85,PAZ DE ARIPORO,1,1989,0
85263,85,PORE,0,0,0
85279,85,RECETOR,0,0,0
85300,85,SABANALARGA,0,0,0
85315,85,SÁCAMA,1,273,0
85325,85,SAN LUIS DE PALENQUE,0,0,0
85400,85,TÁMARA,1,165,0
85410,85,TAURAMENA,0,0,0
85430,85,TRINIDAD,0,0,0
85440,85,VILLANUEVA,0,0,0
86001,86,MOCOA,10,1923,5
86219,86,COLÓN,3,919,1
86320,86,ORITO,11,2141,24
86568,86,PUERTO ASÍS,6,1173,13
86569,86,PUERTO CAICEDO,4,467,11
86571,86,PUERTO GUZMÁN,7,3880,3
86573,86,PUERTO LEGUÍZAMO,15,6970,7
86749,86,SIBUNDOY,2,1481,0
86755,86,SAN FRANCISCO,2,1181,0
86757,86,SAN MIGUEL,2,1549,3
86760,86,SANTIAGO,2,366,0
86865,86,VALLE DEL GUAMUEZ,4,725,7
86885,86,VILLAGARZÓN,10,1215,8
88001,88,SAN ANDRÉS,0,0,0
88564,88,PROVIDENCIA,0,0,0
91001,91,LETICIA,16,6354,2
91263,91,EL ENCANTO,1,1315,0
91405,91,LA CHORRERA,1,1834,0
91407,91,LA PEDRERA,6,2729,0
91430,91,LA VICTORIA,0,0,0
91460,91,MIRITÍ - PARANÁ,3,1349,0
91530,91,PUERTO ALEGRÍA,1,623,0
91536,91,PUERTO ARICA,1,503,0
91540,91,PUERTO NARIÑO,1,3093,15
91669,91,PUERTO SANTANDER,2,1212,2
91798,91,TARAPACÁ,2,2332,0
94001,94,INÍRIDA,14,8490,0
94343,94,BARRANCOMINAS,0,0,0
94883,94,SAN FELIPE,1,1086,1
94884,94,PUERTO COLOMBIA,3,1693,1
94885,94,LA GUADALUPE,1,213,0
94886,94,CACAHUAL,1,860,0
94887,94,PANA PANA,3,1055,0
94888,94,MORICHAL,2,757,0
95001,95,SAN JOSÉ DEL GUAVIARE,11,2364,0
95015,95,CALAMAR,2,104,0
95025,95,EL RETORNO,3,1260,0
95200,95,MIRAFLORES,11,2102,0
97001,97,MITÚ,1,19125,5
97161,97,CARURÚ,2,1318,0
97511,97,PACOA,1,3200,0
97666,97,TARAIRA,1,790,2
97777,97,PAPUNAHUA,1,532,0
97889,97,YAVARATÉ,1,756,0
99001,99,PUERTO CARREÑO,6,1997,1
99524,99,LA PRIMAVERA,3,1376,0
99624,99,SANTA ROSALÍA,2,488,0
99773,99,CUMARIBO,28,49844,4
