cod_mpio,cod_dpto,nom_mpio,poblacion,afiliados_total,af_subsidiado,af_contributivo,pct_rural_afiliados,fuente
19212,19,CORINTO,26595,26595,22640.0,3955.0,54.804,bdua
19256,19,EL TAMBO,42694,42694,40546.0,2148.0,88.326,bdua
19290,19,FLORENCIA,5722,5722,5446.0,276.0,75.096,bdua
19300,19,GUACHENÉ,11202,11202,7586.0,3616.0,37.181,bdua
19318,19,GUAPI,22834,22834,20360.0,2474.0,30.512,bdua
19355,19,INZÁ,25821,25821,24170.0,1651.0,91.77,bdua
19364,19,JAMBALÓ,16462,16462,15562.0,900.0,95.444,bdua
19392,19,LA SIERRA,9645,9645,9046.0,599.0,79.554,bdua
19397,19,LA VEGA,16991,16991,16019.0,972.0,90.825,bdua
19418,19,LÓPEZ DE MICAY,11995,11995,11576.0,419.0,64.602,bdua
19450,19,MERCADERES,14407,14407,13620.0,787.0,58.465,bdua
19455,19,MIRANDA,25258,25258,17195.0,8063.0,32.291,bdua
19473,19,MORALES,31641,31641,30002.0,1639.0,90.525,bdua
19513,19,PADILLA,6853,6853,5198.0,1655.0,35.663,bdua
19517,19,PÁEZ,35280,35280,33087.0,2193.0,87.857,bdua
19532,19,PATÍA,0,0,,,,bdua
19533,19,PIAMONTE,8371,8371,7896.0,475.0,62.597,bdua
19548,19,PIENDAMÓ - TUNÍA,0,0,,,,bdua
19573,19,PUERTO TEJADA,53722,53722,26861.0,26861.0,9.988,bdua
19585,19,PURACÉ,14969,14969,13886.0,1083.0,88.65,bdua
19622,19,ROSAS,8888,8888,8220.0,668.0,82.64,bdua
19693,19,SAN SEBASTIÁN,8067,8067,7626.0,441.0,91.509,bdua
19698,19,SANTANDER DE QUILICHAO,117377,117377,79920.0,37457.0,39.103,bdua
19701,19,SANTA ROSA,3452,3452,3141.0,311.0,79.664,bdua
19743,19,SILVIA,34468,34468,31549.0,2919.0,91.56,bdua
19760,19,SOTARÁ - PAISPAMBA,0,0,,,,bdua
19780,19,SUÁREZ,20787,20787,19765.0,1022.0,68.192,bdua
19785,19,SUCRE,6433,6433,6145.0,288.0,79.092,bdua
19807,19,TIMBÍO,29299,29299,25498.0,3801.0,60.091,bdua
19809,19,TIMBIQUÍ,19232,19232,18197.0,1035.0,44.504,bdua
19821,19,TORIBÍO,33766,33766,32136.0,1630.0,92.155,bdua
19824,19,TOTORÓ,20413,20413,19051.0,1362.0,95.567,bdua
19845,19,VILLA RICA,13824,13824,9055.0,4769.0,18.157,bdua
20001,20,VALLEDUPAR,548040,548040,353289.0,194751.0,12.87,bdua
20011,20,AGUACHICA,115798,115798,85246.0,30552.0,18.012,bdua
20013,20,AGUSTÍN CODAZZI,0,0,,,,bdua
20032,20,ASTREA,20119,20119,18674.0,1445.0,38.799,bdua
20045,20,BECERRIL,21426,21426,19500.0,1926.0,28.932,bdua
20060,20,BOSCONIA,48207,48207,37477.0,10730.0,8.115,bdua
20175,20,CHIMICHAGUA,29576,29576,27370.0,2206.0,35.299,bdua
20178,20,CHIRIGUANÁ,29243,29243,24317.0,4926.0,21.492,bdua
20228,20,CURUMANÍ,41654,41654,36547.0,5107.0,27.395,bdua
20238,20,EL COPEY,31471,31471,24996.0,6475.0,23.619,bdua
20250,20,EL PASO,41075,41075,28984.0,12091.0,26.705,bdua
20295,20,GAMARRA,11011,11011,9894.0,1117.0,18.699,bdua
20310,20,GONZÁLEZ,3805,3805,3624.0,181.0,64.888,bdua
20383,20,LA GLORIA,11720,11720,9975.0,1745.0,26.527,bdua
20400,20,LA JAGUA DE IBIRICO,45366,45366,31824.0,13542.0,20.132,bdua
20443,20,MANAURE BALCÓN DEL CESAR,10224,10224,9480.0,744.0,20.227,bdua
20517,20,PAILITAS,21604,21604,19616.0,1988.0,22.153,bdua
20550,20,PELAYA,22118,22118,19000.0,3118.0,19.929,bdua
20570,20,PUEBLO BELLO,38469,38469,37448.0,1021.0,73.522,bdua
20614,20,RÍO DE ORO,9033,9033,8395.0,638.0,56.083,bdua
20621,20,LA PAZ,0,0,,,,bdua
20710,20,SAN ALBERTO,29928,29928,17133.0,12795.0,28.595,bdua
20750,20,SAN DIEGO,18611,18611,17390.0,1221.0,30.439,bdua
20770,20,SAN MARTÍN,24547,24547,17853.0,6694.0,32.077,bdua
20787,20,TAMALAMEQUE,11750,11750,10771.0,979.0,24.715,bdua
23001,23,MONTERÍA,518648,518648,328026.0,190622.0,15.983,bdua
23068,23,AYAPEL,41658,41658,37845.0,3813.0,29.478,bdua
23079,23,BUENAVISTA,18135,18135,15840.0,2295.0,41.599,bdua
23090,23,CANALETE,17239,17239,15773.0,1466.0,50.403,bdua
23162,23,CERETÉ,95201,95201,69571.0,25630.0,33.293,bdua
23168,23,CHIMÁ,12110,12110,11170.0,940.0,46.813,bdua
23182,23,CHINÚ,42249,42249,37063.0,5186.0,44.569,bdua
23189,23,CIÉNAGA DE ORO,55160,55160,47580.0,7580.0,55.899,bdua
23300,23,COTORRA,16260,16260,14388.0,1872.0,58.887,bdua
23350,23,LA APARTADA,11113,11113,10135.0,978.0,18.429,bdua
23417,23,LORICA,109588,109588,91742.0,17846.0,42.837,bdua
23419,23,LOS CÓRDOBAS,14512,14512,13808.0,704.0,56.271,bdua
23464,23,MOMIL,15018,15018,13495.0,1523.0,31.342,bdua
23466,23,MONTELÍBANO,82146,82146,59630.0,22516.0,19.054,bdua
23500,23,MOÑITOS,25014,25014,23233.0,1781.0,61.737,bdua
23555,23,PLANETA RICA,66650,66650,53653.0,12997.0,33.796,bdua
23570,23,PUEBLO NUEVO,30553,30553,25758.0,4795.0,54.944,bdua
23574,23,PUERTO ESCONDIDO,20004,20004,18750.0,1254.0,63.627,bdua
23580,23,PUERTO LIBERTADOR,41087,41087,36951.0,4136.0,51.053,bdua
23586,23,PURÍSIMA DE LA CONCEPCIÓN,0,0,,,,bdua
23660,23,SAHAGÚN,90742,90742,76747.0,13995.0,40.164,bdua
23670,23,SAN ANDRÉS DE SOTAVENTO,39693,39693,36610.0,3083.0,80.138,bdua
23672,23,SAN ANTERO,29484,29484,25805.0,3679.0,37.38,bdua
23675,23,SAN BERNARDO DEL VIENTO,31988,31988,28999.0,2989.0,58.05,bdua
23678,23,SAN CARLOS,17515,17515,16411.0,1104.0,62.975,bdua
23682,23,SAN JOSÉ DE URÉ,8753,8753,8111.0,642.0,48.84,bdua
23686,23,SAN PELAYO,36065,36065,32633.0,3432.0,60.397,bdua
23807,23,TIERRALTA,94486,94486,85905.0,8581.0,50.006,bdua
23815,23,TUCHÍN,39154,39154,37058.0,2096.0,88.698,bdua
23855,23,VALENCIA,31665,31665,28964.0,2701.0,48.451,bdua
25001,25,AGUA DE DIOS,8063,8063,4663.0,3400.0,14.337,bdua
25019,25,ALBÁN,2901,2901,2225.0,676.0,54.119,bdua
25035,25,ANAPOIMA,10051,10051,5875.0,4176.0,35.867,bdua
25040,25,ANOLAIMA,10107,10107,7382.0,2725.0,40.061,bdua
25053,25,ARBELÁEZ,7723,7723,5478.0,2245.0,46.497,bdua
25086,25,BELTRÁN,1074,1074,939.0,135.0,43.296,bdua
25095,25,BITUIMA,1264,1264,1094.0,170.0,67.405,bdua
25099,25,BOJACÁ,5399,5399,2215.0,3184.0,13.799,bdua
25120,25,CABRERA,3149,3149,2905.0,244.0,54.97,bdua
25123,25,CACHIPAY,7418,7418,5618.0,1800.0,48.086,bdua
25126,25,CAJICÁ,77865,77865,16811.0,61054.0,14.895,bdua
25148,25,CAPARRAPÍ,8245,8245,7546.0,699.0,66.877,bdua
25151,25,CÁQUEZA,17525,17525,12038.0,5487.0,49.272,bdua
25154,25,CARMEN DE CARUPA,5928,5928,4771.0,1157.0,55.634,bdua
25168,25,CHAGUANÍ,2123,2123,1866.0,257.0,66.133,bdua
25175,25,CHÍA,191561,191561,31635.0,159926.0,10.42,bdua
25178,25,CHIPAQUE,7325,7325,5547.0,1778.0,56.423,bdua
25181,25,CHOACHÍ,6945,6945,5147.0,1798.0,52.714,bdua
25183,25,CHOCONTÁ,20430,20430,11666.0,8764.0,36.701,bdua
25200,25,COGUA,10705,10705,4782.0,5923.0,38.571,bdua
25214,25,COTA,24439,24439,7435.0,17004.0,16.891,bdua
25224,25,CUCUNUBÁ,5161,5161,2319.0,2842.0,61.151,bdua
25245,25,EL COLEGIO,19694,19694,13389.0,6305.0,35.361,bdua
25258,25,EL PEÑÓN,0,0,,,,bdua
25260,25,EL ROSAL,24531,24531,8592.0,15939.0,15.491,bdua
25269,25,FACATATIVÁ,166670,166670,45637.0,121033.0,7.647,bdua
25279,25,FÓMEQUE,10148,10148,7279.0,2869.0,52.296,bdua
25281,25,FOSCA,5003,5003,4356.0,647.0,57.366,bdua
25286,25,FUNZA,105906,105906,22942.0,82964.0,3.979,bdua
25288,25,FÚQUENE,3222,3222,2237.0,985.0,71.012,bdua
25290,25,FUSAGASUGÁ,153711,153711,64835.0,88876.0,11.572,bdua
25293,25,GACHALÁ,3112,3112,2435.0,677.0,51.799,bdua
25295,25,GACHANCIPÁ,11816,11816,3595.0,8221.0,28.766,bdua
25297,25,GACHETÁ,7828,7828,5222.0,2606.0,43.153,bdua
25299,25,GAMA,2227,2227,1904.0,323.0,74.046,bdua
25307,25,GIRARDOT,143683,143683,56720.0,86963.0,5.623,bdua
25312,25,GRANADA,4106,4106,3413.0,693.0,55.017,bdua
25317,25,GUACHETÁ,12291,12291,5346.0,6945.0,43.959,bdua
25320,25,GUADUAS,19804,19804,13421.0,6383.0,31.453,bdua
25322,25,GUASCA,11663,11663,3877.0,7786.0,39.047,bdua
25324,25,GUATAQUÍ,1334,1334,1021.0,313.0,23.013,bdua
25326,25,GUATAVITA,5457,5457,2874.0,2583.0,48.25,bdua
25328,25,GUAYABAL DE SÍQUIMA,2266,2266,1860.0,406.0,57.282,bdua
25335,25,GUAYABETAL,3918,3918,3285.0,633.0,49.796,bdua
25339,25,GUTIÉRREZ,2746,2746,2472.0,274.0,66.46,bdua
25368,25,JERUSALÉN,1655,1655,1417.0,238.0,61.692,bdua
25372,25,JUNÍN,3843,3843,3376.0,467.0,75.8,bdua
25377,25,LA CALERA,19653,19653,6114.0,13539.0,24.475,bdua
25386,25,LA MESA,39267,39267,20422.0,18845.0,29.951,bdua
25394,25,LA PALMA,6686,6686,5689.0,997.0,43.718,bdua
25398,25,LA PEÑA,3572,3572,3268.0,304.0,82.447,bdua
25402,25,LA VEGA,15287,15287,9156.0,6131.0,37.398,bdua
25407,25,LENGUAZAQUE,7575,7575,4364.0,3211.0,54.878,bdua
25426,25,MACHETÁ,4761,4761,4024.0,737.0,74.228,bdua
25430,25,MADRID,120195,120195,29497.0,90698.0,7.404,bdua
25436,25,MANTA,2400,2400,2046.0,354.0,75.458,bdua
25438,25,MEDINA,7414,7414,5828.0,1586.0,33.477,bdua
25473,25,MOSQUERA,104419,104419,27825.0,76594.0,5.332,bdua
25483,25,NARIÑO,1289,1289,1043.0,246.0,29.015,bdua
25486,25,NEMOCÓN,11675,11675,4389.0,7286.0,33.97,bdua
25488,25,NILO,2457,2457,1791.0,666.0,47.578,bdua
25489,25,NIMAIMA,1830,1830,1563.0,267.0,57.978,bdua
25491,25,NOCAIMA,3512,3512,2771.0,741.0,52.136,bdua
25506,25,VENECIA,3548,3548,3174.0,374.0,55.186,bdua
25513,25,PACHO,24557,24557,16368.0,8189.0,36.902,bdua
25518,25,PAIME,3177,3177,2866.0,311.0,58.798,bdua
25524,25,PANDI,3123,3123,2753.0,370.0,63.401,bdua
25530,25,PARATEBUENO,6133,6133,3608.0,2525.0,34.143,bdua
25535,25,PASCA,7469,7469,6708.0,761.0,56.165,bdua
25572,25,PUERTO SALGAR,8415,8415,6228.0,2187.0,25.395,bdua
25580,25,PULÍ,1326,1326,1200.0,126.0,61.463,bdua
25592,25,QUEBRADANEGRA,2681,2681,2232.0,449.0,62.253,bdua
25594,25,QUETAME,4480,4480,3705.0,775.0,52.723,bdua
25596,25,QUIPILE,4020,4020,3775.0,245.0,61.965,bdua
25599,25,APULO,5924,5924,3921.0,2003.0,40.496,bdua
25612,25,RICAURTE,5393,5393,3595.0,1798.0,30.076,bdua
25645,25,SAN ANTONIO DEL TEQUENDAMA,0,0,,,,bdua
25649,25,SAN BERNARDO,5978,5978,5301.0,677.0,55.554,bdua
25653,25,SAN CAYETANO,2481,2481,2201.0,280.0,68.601,bdua
25658,25,SAN FRANCISCO,6313,6313,4330.0,1983.0,38.001,bdua
25662,25,SAN JUAN DE RIOSECO,0,0,,,,bdua
25718,25,SASAIMA,7677,7677,4766.0,2911.0,52.403,bdua
25736,25,SESQUILÉ,9718,9718,3631.0,6087.0,46.213,bdua
25740,25,SIBATÉ,19024,19024,10750.0,8274.0,21.851,bdua
25743,25,SILVANIA,16862,16862,13534.0,3328.0,50.854,bdua
25745,25,SIMIJACA,7633,7633,5779.0,1854.0,35.202,bdua
25754,25,SOACHA,594799,594799,196118.0,398681.0,3.962,bdua
25758,25,SOPÓ,22461,22461,4139.0,18322.0,23.392,bdua
25769,25,SUBACHOQUE,10517,10517,4475.0,6042.0,28.078,bdua
25772,25,SUESCA,15145,15145,4950.0,10195.0,35.107,bdua
25777,25,SUPATÁ,2930,2930,2411.0,519.0,56.314,bdua
25779,25,SUSA,4821,4821,3869.0,952.0,58.224,bdua
25781,25,SUTATAUSA,3323,3323,1523.0,1800.0,50.105,bdua
25785,25,TABIO,14905,14905,5057.0,9848.0,32.908,bdua
25793,25,TAUSA,5749,5749,3071.0,2678.0,59.541,bdua
25797,25,TENA,4333,4333,3402.0,931.0,63.489,bdua
25799,25,TENJO,17948,17948,5173.0,12775.0,29.992,bdua
25805,25,TIBACUY,2679,2679,2310.0,369.0,71.295,bdua
25807,25,TIBIRITA,1508,1508,1436.0,72.0,79.377,bdua
25815,25,TOCAIMA,10543,10543,7666.0,2877.0,27.819,bdua
25817,25,TOCANCIPÁ,54284,54284,12206.0,42078.0,24.353,bdua
25823,25,TOPAIPÍ,2481,2481,2224.0,257.0,61.991,bdua
25839,25,UBALÁ,5219,5219,4337.0,882.0,64.495,bdua
25841,25,UBAQUE,4313,4313,3620.0,693.0,65.732,bdua
25843,25,VILLA DE SAN DIEGO DE UBATÉ,0,0,,,,bdua
25845,25,UNE,5584,5584,4929.0,655.0,40.204,bdua
25851,25,ÚTICA,3154,3154,2598.0,556.0,39.886,bdua
25862,25,VERGARA,4704,4704,4151.0,553.0,70.429,bdua
25867,25,VIANÍ,2858,2858,2372.0,486.0,56.928,bdua
25871,25,VILLAGÓMEZ,1441,1441,1222.0,219.0,55.586,bdua
25873,25,VILLAPINZÓN,13979,13979,10243.0,3736.0,56.17,bdua
25875,25,VILLETA,31963,31963,14858.0,17105.0,19.698,bdua
25878,25,VIOTÁ,9473,9473,7849.0,1624.0,59.39,bdua
25885,25,YACOPÍ,8087,8087,7280.0,807.0,56.696,bdua
25898,25,ZIPACÓN,2421,2421,1654.0,767.0,39.57,bdua
25899,25,ZIPAQUIRÁ,176253,176253,42463.0,133790.0,8.753,bdua
27001,27,QUIBDÓ,139811,139811,105914.0,33897.0,15.868,bdua
27006,27,ACANDÍ,12966,12966,11960.0,1006.0,30.449,bdua
27025,27,ALTO BAUDÓ,19725,19725,18661.0,1064.0,55.569,bdua
27050,27,ATRATO,4696,4696,4384.0,312.0,43.356,bdua
27073,27,BAGADÓ,10260,10260,9708.0,552.0,73.129,bdua
27075,27,BAHÍA SOLANO,10254,10254,9820.0,434.0,41.32,bdua
27077,27,BAJO BAUDÓ,16113,16113,15492.0,621.0,68.286,bdua
27099,27,BOJAYÁ,12702,12702,11850.0,852.0,58.747,bdua
27135,27,EL CANTÓN DEL SAN PABLO,0,0,,,,bdua
27150,27,CARMEN DEL DARIÉN,10614,10614,10146.0,468.0,62.917,bdua
27160,27,CÉRTEGUI,3776,3776,3608.0,168.0,22.378,bdua
27205,27,CONDOTO,10368,10368,9685.0,683.0,19.377,bdua
27245,27,EL CARMEN DE ATRATO,0,0,,,,bdua
27250,27,EL LITORAL DEL SAN JUAN,9625,9625,8972.0,653.0,55.958,bdua
27361,27,ISTMINA,0,0,,,,bdua
27372,27,JURADÓ,4733,4733,4547.0,186.0,44.961,bdua
27413,27,LLORÓ,10841,10841,10394.0,447.0,53.039,bdua
27425,27,MEDIO ATRATO,6178,6178,5963.0,215.0,64.94,bdua
27430,27,MEDIO BAUDÓ,10979,10979,10469.0,510.0,65.197,bdua
27450,27,MEDIO SAN JUAN,7877,7877,7516.0,361.0,62.105,bdua
27491,27,NÓVITA,5423,5423,5203.0,220.0,40.679,bdua
27493,27,NUEVO BELÉN DE BAJIRÁ,3621,3621,3611.0,10.0,70.119,bdua
27495,27,NUQUÍ,7444,7444,7131.0,313.0,49.772,bdua
27580,27,RÍO IRÓ,4154,4154,3939.0,215.0,46.509,bdua
27600,27,RÍO QUITO,7550,7550,7237.0,313.0,28.212,bdua
27615,27,RIOSUCIO,25641,25641,23915.0,1726.0,48.539,bdua
27660,27,SAN JOSÉ DEL PALMAR,3853,3853,3751.0,102.0,59.46,bdua
27745,27,SIPÍ,3352,3352,3251.0,101.0,36.008,bdua
27787,27,TADÓ,17264,17264,16187.0,1077.0,29.703,bdua
27800,27,UNGUÍA,9748,9748,9432.0,316.0,57.263,bdua
27810,27,UNIÓN PANAMERICANA,5413,5413,5071.0,342.0,34.565,bdua
41001,41,NEIVA,407968,407968,203020.0,204948.0,9.305,bdua
41006,41,ACEVEDO,33676,33676,32109.0,1567.0,73.257,bdua
41013,41,AGRADO,8498,8498,7653.0,845.0,27.324,bdua
41016,41,AIPE,14904,14904,11761.0,3143.0,28.482,bdua
41020,41,ALGECIRAS,24384,24384,22496.0,1888.0,44.808,bdua
41026,41,ALTAMIRA,2504,2504,2109.0,395.0,27.316,bdua
41078,41,BARAYA,5573,5573,5027.0,546.0,42.921,bdua
41132,41,CAMPOALEGRE,30330,30330,23017.0,7313.0,23.821,bdua
41206,41,COLOMBIA,6281,6281,5810.0,471.0,64.751,bdua
41244,41,ELÍAS,3823,3823,3441.0,382.0,55.742,bdua
41298,41,GARZÓN,81560,81560,62913.0,18647.0,37.974,bdua
41306,41,GIGANTE,22818,22818,19207.0,3611.0,48.988,bdua
41319,41,GUADALUPE,18507,18507,17114.0,1393.0,60.242,bdua
41349,41,HOBO,7028,7028,5376.0,1652.0,18.654,bdua
41357,41,ÍQUIRA,9768,9768,8883.0,885.0,54.73,bdua
41359,41,ISNOS,28755,28755,26931.0,1824.0,66.917,bdua
41378,41,LA ARGENTINA,14850,14850,13981.0,869.0,59.286,bdua
41396,41,LA PLATA,68308,68308,57804.0,10504.0,52.437,bdua
41483,41,NÁTAGA,5670,5670,5125.0,545.0,54.056,bdua
41503,41,OPORAPA,11830,11830,11112.0,718.0,39.163,bdua
41518,41,PAICOL,4791,4791,4042.0,749.0,53.767,bdua
41524,41,PALERMO,18696,18696,15113.0,3583.0,36.473,bdua
41530,41,PALESTINA,11730,11730,11009.0,721.0,45.541,bdua
41548,41,PITAL,11958,11958,10848.0,1110.0,45.342,bdua
41551,41,PITALITO,158404,158404,119616.0,38788.0,37.923,bdua
41615,41,RIVERA,18816,18816,14840.0,3976.0,29.486,bdua
41660,41,SALADOBLANCO,13158,13158,12424.0,734.0,45.714,bdua
41668,41,SAN AGUSTÍN,34406,34406,31443.0,2963.0,50.93,bdua
41676,41,SANTA MARÍA,10227,10227,9491.0,736.0,67.41,bdua
41770,41,SUAZA,23746,23746,22404.0,1342.0,69.805,bdua
41791,41,TARQUI,15654,15654,14351.0,1303.0,56.056,bdua
41797,41,TESALIA,9247,9247,7426.0,1821.0,35.428,bdua
41799,41,TELLO,9566,9566,8409.0,1157.0,47.512,bdua
41801,41,TERUEL,6619,6619,5916.0,703.0,43.3,bdua
41807,41,TIMANÁ,19575,19575,17570.0,2005.0,52.301,bdua
41872,41,VILLAVIEJA,5677,5677,4903.0,774.0,50.326,bdua
41885,41,YAGUARÁ,6437,6437,4501.0,1936.0,22.277,bdua
44001,44,RIOHACHA,311728,311728,247286.0,64442.0,26.523,bdua
44035,44,ALBANIA,28148,28148,20418.0,7730.0,45.311,bdua
44078,44,BARRANCAS,31558,31558,23981.0,7577.0,33.665,bdua
44090,44,DIBULLA,33859,33859,31423.0,2436.0,53.038,bdua
44098,44,DISTRACCIÓN,9642,9642,8734.0,908.0,33.499,bdua
44110,44,EL MOLINO,6851,6851,6404.0,447.0,6.525,bdua
44279,44,FONSECA,45972,45972,34636.0,11336.0,16.499,bdua
44378,44,HATONUEVO,19163,19163,14282.0,4881.0,28.602,bdua
44420,44,LA JAGUA DEL PILAR,2017,2017,1907.0,110.0,14.923,bdua
44430,44,MAICAO,307239,307239,280053.0,27186.0,32.648,bdua
44560,44,MANAURE,81919,81919,78232.0,3687.0,73.636,bdua
44650,44,SAN JUAN DEL CESAR,50437,50437,38098.0,12339.0,27.301,bdua
44847,44,URIBIA,194590,194590,183402.0,11188.0,82.062,bdua
44855,44,URUMITA,8122,8122,6796.0,1326.0,7.757,bdua
44874,44,VILLANUEVA,24375,24375,20001.0,4374.0,6.88,bdua
47001,47,SANTA MARTA,588984,588984,343678.0,245306.0,8.674,bdua
47030,47,ALGARROBO,14929,14929,9883.0,5046.0,14.1,bdua
47053,47,ARACATACA,26619,26619,23914.0,2705.0,28.431,bdua
47058,47,ARIGUANÍ,28249,28249,26683.0,1566.0,17.983,bdua
47161,47,CERRO DE SAN ANTONIO,0,0,,,,bdua
47170,47,CHIVOLO,19356,19356,18474.0,882.0,39.957,bdua
47189,47,CIÉNAGA,135808,135808,90731.0,45077.0,15.742,bdua
47205,47,CONCORDIA,9140,9140,8816.0,324.0,55.656,bdua
47245,47,EL BANCO,64693,64693,56717.0,7976.0,33.427,bdua
47258,47,EL PIÑÓN,14078,14078,13450.0,628.0,39.381,bdua
47268,47,EL RETÉN,15865,15865,14393.0,1472.0,25.339,bdua
47288,47,FUNDACIÓN,90174,90174,65253.0,24921.0,12.824,bdua
47318,47,GUAMAL,25643,25643,23858.0,1785.0,53.566,bdua
47460,47,NUEVA GRANADA,22008,22008,20521.0,1487.0,34.328,bdua
47541,47,PEDRAZA,7748,7748,7503.0,245.0,49.316,bdua
47545,47,PIJIÑO DEL CARMEN,0,0,,,,bdua
47551,47,PIVIJAY,37399,37399,34090.0,3309.0,30.177,bdua
47555,47,PLATO,59973,59973,51893.0,8080.0,17.313,bdua
47570,47,PUEBLOVIEJO,24012,24012,22846.0,1166.0,24.084,bdua
47605,47,REMOLINO,6799,6799,6475.0,324.0,27.092,bdua
47660,47,SABANAS DE SAN ÁNGEL,0,0,,,,bdua
47675,47,SALAMINA,8625,8625,7788.0,837.0,37.31,bdua
47692,47,SAN SEBASTIÁN DE BUENAVISTA,0,0,,,,bdua
47703,47,SAN ZENÓN,9334,9334,8714.0,620.0,40.444,bdua
47707,47,SANTA ANA,21888,21888,19569.0,2319.0,32.269,bdua
47720,47,SANTA BÁRBARA DE PINTO,9946,9946,9242.0,704.0,43.073,bdua
47745,47,SITIONUEVO,18323,18323,17287.0,1036.0,30.23,bdua
47798,47,TENERIFE,11647,11647,10966.0,681.0,34.867,bdua
47960,47,ZAPAYÁN,8555,8555,8203.0,352.0,54.483,bdua
47980,47,ZONA BANANERA,64011,64011,39428.0,24583.0,30.537,bdua
50001,50,VILLAVICENCIO,553332,553332,264571.0,288761.0,4.993,bdua
50006,50,ACACÍAS,93796,93796,47744.0,46052.0,14.285,bdua
50110,50,BARRANCA DE UPÍA,6269,6269,3905.0,2364.0,30.515,bdua
50124,50,CABUYARO,6661,6661,3859.0,2802.0,34.95,bdua
50150,50,CASTILLA LA NUEVA,13736,13736,7976.0,5760.0,29.994,bdua
50223,50,CUBARRAL,5243,5243,4318.0,925.0,32.825,bdua
50226,50,CUMARAL,23984,23984,13545.0,10439.0,24.095,bdua
50245,50,EL CALVARIO,1195,1195,1047.0,148.0,45.941,bdua
50251,50,EL CASTILLO,6938,6938,6373.0,565.0,50.072,bdua
50270,50,EL DORADO,4103,4103,3587.0,516.0,44.943,bdua
50287,50,FUENTE DE ORO,10251,10251,9203.0,1048.0,31.636,bdua
50313,50,GRANADA,85884,85884,64004.0,21880.0,16.437,bdua
50318,50,GUAMAL,13268,13268,8311.0,4957.0,33.464,bdua
50325,50,MAPIRIPÁN,7149,7149,5749.0,1400.0,54.217,bdua
50330,50,MESETAS,10694,10694,9817.0,877.0,45.521,bdua
50350,50,LA MACARENA,11423,11423,10435.0,988.0,48.332,bdua
50370,50,URIBE,0,0,,,,bdua
50400,50,LEJANÍAS,10446,10446,9721.0,725.0,50.019,bdua
50450,50,PUERTO CONCORDIA,8881,8881,7954.0,927.0,56.086,bdua
50568,50,PUERTO GAITÁN,70898,70898,44198.0,26700.0,44.671,bdua
50573,50,PUERTO LÓPEZ,33495,33495,21849.0,11646.0,27.607,bdua
50577,50,PUERTO LLERAS,7762,7762,6755.0,1007.0,45.207,bdua
50590,50,PUERTO RICO,11735,11735,10029.0,1706.0,45.761,bdua
50606,50,RESTREPO,14057,14057,9003.0,5054.0,25.475,bdua
50680,50,SAN CARLOS DE GUAROA,0,0,,,,bdua
50683,50,SAN JUAN DE ARAMA,6262,6262,5639.0,623.0,40.482,bdua
50686,50,SAN JUANITO,1458,1458,1260.0,198.0,54.801,bdua
50689,50,SAN MARTÍN,22192,22192,14309.0,7883.0,18.344,bdua
50711,50,VISTAHERMOSA,0,0,,,,bdua
52001,52,PASTO,413595,413595,238979.0,174616.0,18.555,bdua
52019,52,ALBÁN,7256,7256,6815.0,441.0,70.659,bdua
52022,52,ALDANA,7463,7463,6602.0,861.0,88.075,bdua
52036,52,ANCUYA,6111,6111,5681.0,430.0,73.098,bdua
52051,52,ARBOLEDA,6034,6034,5734.0,300.0,72.937,bdua
52079,52,BARBACOAS,35667,35667,34195.0,1472.0,57.557,bdua
52083,52,BELÉN,4672,4672,4331.0,341.0,40.432,bdua
52110,52,BUESACO,18927,18927,17609.0,1318.0,66.429,bdua
52203,52,COLÓN,7468,7468,7118.0,350.0,67.167,bdua
52207,52,CONSACÁ,8463,8463,7711.0,752.0,72.799,bdua
52210,52,CONTADERO,6387,6387,5772.0,615.0,78.08,bdua
52215,52,CÓRDOBA,13894,13894,13150.0,744.0,80.661,bdua
52224,52,CUASPUD CARLOSAMA,0,0,,,,bdua
52227,52,CUMBAL,33844,33844,31392.0,2452.0,84.952,bdua
52233,52,CUMBITARA,7459,7459,7227.0,232.0,74.729,bdua
52240,52,CHACHAGÜÍ,10309,10309,9001.0,1308.0,51.722,bdua
52250,52,EL CHARCO,20800,20800,20133.0,667.0,64.26,bdua
52254,52,EL PEÑOL,5610,5610,5286.0,324.0,69.875,bdua
52256,52,EL ROSARIO,7152,7152,6852.0,300.0,78.034,bdua
52258,52,EL TABLÓN DE GÓMEZ,0,0,,,,bdua
52260,52,EL TAMBO,11943,11943,11043.0,900.0,62.237,bdua
52287,52,FUNES,5761,5761,5204.0,557.0,62.784,bdua
52317,52,GUACHUCAL,17357,17357,15422.0,1935.0,82.301,bdua
52320,52,GUAITARILLA,10058,10058,9497.0,561.0,65.609,bdua
52323,52,GUALMATÁN,5508,5508,5049.0,459.0,56.609,bdua
52352,52,ILES,6846,6846,6369.0,477.0,75.592,bdua
52354,52,IMUÉS,5265,5265,4812.0,453.0,71.624,bdua
52356,52,IPIALES,130700,130700,103276.0,27424.0,32.21,bdua
52378,52,LA CRUZ,14619,14619,13426.0,1193.0,52.582,bdua
52381,52,LA FLORIDA,7802,7802,7260.0,542.0,67.777,bdua
52385,52,LA LLANADA,4520,4520,4216.0,304.0,34.602,bdua
52390,52,LA TOLA,5604,5604,5336.0,268.0,39.989,bdua
52399,52,LA UNIÓN,31462,31462,26964.0,4498.0,57.266,bdua
