cod_mpio,cod_dpto,nom_mpio,poblacion,afiliados_total,af_subsidiado,af_contributivo,pct_rural_afiliados,fuente
52405,52,LEIVA,0,0,,,,bdua
52411,52,LINARES,8340,8340,7838.0,502.0,70.0,bdua
52418,52,LOS ANDES,8967,8967,8510.0,457.0,57.455,bdua
52427,52,MAGÜÍ,7761,7761,7534.0,227.0,44.84,bdua
52435,52,MALLAMA,7020,7020,6470.0,550.0,71.895,bdua
52473,52,MOSQUERA,6692,6692,6354.0,338.0,56.455,bdua
52480,52,NARIÑO,0,0,,,,bdua
52490,52,OLAYA HERRERA,20181,20181,19474.0,707.0,50.82,bdua
52506,52,OSPINA,5629,5629,5248.0,381.0,68.609,bdua
52520,52,FRANCISCO PIZARRO,0,0,,,,bdua
52540,52,POLICARPA,13290,13290,12872.0,418.0,69.375,bdua
52560,52,POTOSÍ,11603,11603,10891.0,712.0,78.712,bdua
52565,52,PROVIDENCIA,4897,4897,4633.0,264.0,79.559,bdua
52573,52,PUERRES,7362,7362,6715.0,647.0,56.547,bdua
52585,52,PUPIALES,16995,16995,15539.0,1456.0,62.33,bdua
52612,52,RICAURTE,19813,19813,18525.0,1288.0,82.486,bdua
52621,52,ROBERTO PAYÁN,9833,9833,9420.0,413.0,53.676,bdua
52678,52,SAMANIEGO,26821,26821,24965.0,1856.0,64.729,bdua
52683,52,SANDONÁ,18003,18003,16145.0,1858.0,47.592,bdua
52685,52,SAN BERNARDO,6875,6875,6423.0,452.0,66.473,bdua
52687,52,SAN LORENZO,14726,14726,14013.0,713.0,78.107,bdua
52693,52,SAN PABLO,12443,12443,11376.0,1067.0,66.881,bdua
52694,52,SAN PEDRO DE CARTAGO,6153,6153,5859.0,294.0,76.434,bdua
52696,52,SANTA BÁRBARA,9555,9555,9313.0,242.0,52.423,bdua
52699,52,SANTACRUZ,9893,9893,9430.0,463.0,80.633,bdua
52720,52,SAPUYES,5699,5699,5159.0,540.0,67.679,bdua
52786,52,TAMINANGO,14610,14610,13779.0,831.0,64.545,bdua
52788,52,TANGUA,8331,8331,7392.0,939.0,66.427,bdua
52835,52,SAN ANDRÉS DE TUMACO,0,0,,,,bdua
52838,52,TÚQUERRES,43106,43106,37820.0,5286.0,56.528,bdua
52885,52,YACUANQUER,9146,9146,8236.0,910.0,68.904,bdua
54001,54,SAN JOSÉ DE CÚCUTA,0,0,,,,bdua
54003,54,ÁBREGO,31534,31534,29573.0,1961.0,56.092,bdua
54051,54,ARBOLEDAS,8442,8442,7793.0,649.0,63.871,bdua
54099,54,BOCHALEMA,6576,6576,5448.0,1128.0,34.884,bdua
54109,54,BUCARASICA,4142,4142,3866.0,276.0,65.765,bdua
54125,54,CÁCOTA,2918,2918,2678.0,240.0,62.474,bdua
54128,54,CÁCHIRA,6888,6888,6494.0,394.0,72.793,bdua
54172,54,CHINÁCOTA,15411,15411,12721.0,2690.0,33.178,bdua
54174,54,CHITAGÁ,11039,11039,10305.0,734.0,50.802,bdua
54206,54,CONVENCIÓN,18251,18251,17155.0,1096.0,53.34,bdua
54223,54,CUCUTILLA,7292,7292,6608.0,684.0,72.422,bdua
54239,54,DURANIA,4606,4606,4000.0,606.0,43.226,bdua
54245,54,EL CARMEN,12805,12805,11978.0,827.0,61.601,bdua
54250,54,EL TARRA,24678,24678,23995.0,683.0,50.584,bdua
54261,54,EL ZULIA,32738,32738,28327.0,4411.0,41.615,bdua
54313,54,GRAMALOTE,5341,5341,4726.0,615.0,54.821,bdua
54344,54,HACARÍ,10708,10708,10348.0,360.0,83.059,bdua
54347,54,HERRÁN,4198,4198,3947.0,251.0,70.915,bdua
54377,54,LABATECA,4732,4732,4141.0,591.0,61.898,bdua
54385,54,LA ESPERANZA,9044,9044,8256.0,788.0,69.737,bdua
54398,54,LA PLAYA,7718,7718,7325.0,393.0,85.061,bdua
54405,54,LOS PATIOS,76437,76437,57517.0,18920.0,11.739,bdua
54418,54,LOURDES,3586,3586,3254.0,332.0,52.844,bdua
54480,54,MUTISCUA,3386,3386,3106.0,280.0,69.403,bdua
54498,54,OCAÑA,132225,132225,96922.0,35303.0,16.765,bdua
54518,54,PAMPLONA,46046,46046,30831.0,15215.0,18.004,bdua
54520,54,PAMPLONITA,4566,4566,3859.0,707.0,63.951,bdua
54553,54,PUERTO SANTANDER,16295,16295,15631.0,664.0,13.526,bdua
54599,54,RAGONVALIA,7234,7234,6885.0,349.0,46.821,bdua
54660,54,SALAZAR,9222,9222,8364.0,858.0,51.822,bdua
54670,54,SAN CALIXTO,10274,10274,9787.0,487.0,80.319,bdua
54673,54,SAN CAYETANO,5168,5168,4270.0,898.0,36.416,bdua
54680,54,SANTIAGO,2694,2694,2388.0,306.0,45.434,bdua
54720,54,SARDINATA,26124,26124,23372.0,2752.0,50.299,bdua
54743,54,SILOS,4592,4592,4342.0,250.0,67.792,bdua
54800,54,TEORAMA,17243,17243,16641.0,602.0,66.734,bdua
54810,54,TIBÚ,72816,72816,64864.0,7952.0,51.165,bdua
54820,54,TOLEDO,14526,14526,12739.0,1787.0,58.612,bdua
54871,54,VILLA CARO,4503,4503,4151.0,352.0,55.341,bdua
54874,54,VILLA DEL ROSARIO,146080,146080,131998.0,14082.0,10.822,bdua
63001,63,ARMENIA,365255,365255,135780.0,229475.0,4.417,bdua
63111,63,BUENAVISTA,2068,2068,1589.0,479.0,35.155,bdua
63130,63,CALARCÁ,54318,54318,34733.0,19585.0,13.064,bdua
63190,63,CIRCASIA,20445,20445,14062.0,6383.0,15.515,bdua
63212,63,CÓRDOBA,4717,4717,3842.0,875.0,30.952,bdua
63272,63,FILANDIA,10451,10451,7502.0,2949.0,28.725,bdua
63302,63,GÉNOVA,6658,6658,5615.0,1043.0,29.949,bdua
63401,63,LA TEBAIDA,30326,30326,20855.0,9471.0,12.336,bdua
63470,63,MONTENEGRO,36888,36888,26921.0,9967.0,11.267,bdua
63548,63,PIJAO,4457,4457,3676.0,781.0,26.565,bdua
63594,63,QUIMBAYA,27894,27894,20866.0,7028.0,14.275,bdua
63690,63,SALENTO,4750,4750,3395.0,1355.0,21.074,bdua
66001,66,PEREIRA,597401,597401,216947.0,380454.0,6.431,bdua
66045,66,APÍA,11099,11099,9115.0,1984.0,48.239,bdua
66075,66,BALBOA,5540,5540,4582.0,958.0,57.473,bdua
66088,66,BELÉN DE UMBRÍA,24650,24650,20461.0,4189.0,46.58,bdua
66170,66,DOSQUEBRADAS,0,0,,,,bdua
66318,66,GUÁTICA,10975,10975,9445.0,1530.0,64.182,bdua
66383,66,LA CELIA,6912,6912,6013.0,899.0,50.637,bdua
66400,66,LA VIRGINIA,39097,39097,22712.0,16385.0,10.891,bdua
66440,66,MARSELLA,13764,13764,10558.0,3206.0,39.669,bdua
66456,66,MISTRATÓ,17336,17336,15907.0,1429.0,72.479,bdua
66572,66,PUEBLO RICO,19417,19417,17850.0,1567.0,79.343,bdua
66594,66,QUINCHÍA,23739,23739,20806.0,2933.0,69.738,bdua
66682,66,SANTA ROSA DE CABAL,73012,73012,40433.0,32579.0,12.197,bdua
66687,66,SANTUARIO,10260,10260,8275.0,1985.0,37.778,bdua
68001,68,BUCARAMANGA,761706,761706,293497.0,468209.0,6.29,bdua
68013,68,AGUADA,1284,1284,1130.0,154.0,76.168,bdua
68020,68,ALBANIA,2483,2483,2288.0,195.0,87.273,bdua
68051,68,ARATOCA,6897,6897,5680.0,1217.0,75.468,bdua
68077,68,BARBOSA,25637,25637,17970.0,7667.0,27.8,bdua
68079,68,BARICHARA,6822,6822,5025.0,1797.0,61.126,bdua
68081,68,BARRANCABERMEJA,237321,237321,120102.0,117219.0,14.077,bdua
68092,68,BETULIA,3551,3551,2792.0,759.0,44.072,bdua
68101,68,BOLÍVAR,6346,6346,5703.0,643.0,82.367,bdua
68121,68,CABRERA,1496,1496,1268.0,228.0,75.468,bdua
68132,68,CALIFORNIA,1280,1280,992.0,288.0,47.031,bdua
68147,68,CAPITANEJO,4490,4490,3880.0,610.0,36.214,bdua
68152,68,CARCASÍ,3447,3447,3165.0,282.0,69.191,bdua
68160,68,CEPITÁ,1486,1486,1321.0,165.0,80.215,bdua
68162,68,CERRITO,6275,6275,5745.0,530.0,45.673,bdua
68167,68,CHARALÁ,9764,9764,7882.0,1882.0,48.167,bdua
68169,68,CHARTA,2012,2012,1807.0,205.0,76.988,bdua
68176,68,CHIMA,2260,2260,1929.0,331.0,57.611,bdua
68179,68,CHIPATÁ,3240,3240,2891.0,349.0,76.296,bdua
68190,68,CIMITARRA,29473,29473,23434.0,6039.0,49.727,bdua
68207,68,CONCEPCIÓN,5358,5358,4897.0,461.0,43.729,bdua
68209,68,CONFINES,2658,2658,2354.0,304.0,74.342,bdua
68211,68,CONTRATACIÓN,3116,3116,2377.0,739.0,40.18,bdua
68217,68,COROMORO,4692,4692,4341.0,351.0,81.245,bdua
68229,68,CURITÍ,9674,9674,7964.0,1710.0,65.237,bdua
68235,68,EL CARMEN DE CHUCURÍ,0,0,,,,bdua
68245,68,EL GUACAMAYO,1450,1450,1339.0,111.0,80.345,bdua
68250,68,EL PEÑÓN,3815,3815,3492.0,323.0,80.105,bdua
68255,68,EL PLAYÓN,13775,13775,10879.0,2896.0,40.668,bdua
68264,68,ENCINO,1957,1957,1770.0,187.0,87.021,bdua
68266,68,ENCISO,2871,2871,2436.0,435.0,55.625,bdua
68271,68,FLORIÁN,4429,4429,3982.0,447.0,80.086,bdua
68276,68,FLORIDABLANCA,294632,294632,117063.0,177569.0,7.497,bdua
68296,68,GALÁN,2936,2936,2603.0,333.0,79.7,bdua
68298,68,GÁMBITA,2971,2971,2695.0,276.0,79.064,bdua
68307,68,GIRÓN,149215,149215,80698.0,68517.0,12.692,bdua
68318,68,GUACA,4818,4818,4358.0,460.0,62.951,bdua
68320,68,GUADALUPE,3820,3820,3287.0,533.0,75.236,bdua
68322,68,GUAPOTÁ,1653,1653,1247.0,406.0,68.24,bdua
68324,68,GUAVATÁ,2918,2918,2633.0,285.0,82.282,bdua
68327,68,GÜEPSA,3973,3973,3513.0,460.0,40.272,bdua
68344,68,HATO,2048,2048,1834.0,214.0,72.314,bdua
68368,68,JESÚS MARÍA,2593,2593,2321.0,272.0,82.221,bdua
68370,68,JORDÁN,1101,1101,1006.0,95.0,91.099,bdua
68377,68,LA BELLEZA,6044,6044,5547.0,497.0,79.004,bdua
68385,68,LANDÁZURI,10716,10716,9639.0,1077.0,59.92,bdua
68397,68,LA PAZ,3221,3221,2937.0,284.0,84.601,bdua
68406,68,LEBRIJA,41124,41124,26279.0,14845.0,47.323,bdua
68418,68,LOS SANTOS,9298,9298,7327.0,1971.0,68.585,bdua
68425,68,MACARAVITA,1705,1705,1503.0,202.0,70.674,bdua
68432,68,MÁLAGA,21189,21189,14638.0,6551.0,19.954,bdua
68444,68,MATANZA,3865,3865,3464.0,401.0,49.858,bdua
68464,68,MOGOTES,9277,9277,8236.0,1041.0,63.167,bdua
68468,68,MOLAGAVITA,3116,3116,2890.0,226.0,71.277,bdua
68498,68,OCAMONTE,3750,3750,3461.0,289.0,81.84,bdua
68500,68,OIBA,9970,9970,7761.0,2209.0,56.66,bdua
68502,68,ONZAGA,3115,3115,2777.0,338.0,73.708,bdua
68522,68,PALMAR,1190,1190,988.0,202.0,62.941,bdua
68524,68,PALMAS DEL SOCORRO,1878,1878,1552.0,326.0,55.911,bdua
68533,68,PÁRAMO,4175,4175,3541.0,634.0,64.455,bdua
68547,68,PIEDECUESTA,161263,161263,74935.0,86328.0,14.604,bdua
68549,68,PINCHOTE,2865,2865,2232.0,633.0,58.569,bdua
68572,68,PUENTE NACIONAL,9071,9071,7325.0,1746.0,66.31,bdua
68573,68,PUERTO PARRA,5864,5864,4099.0,1765.0,34.123,bdua
68575,68,PUERTO WILCHES,30722,30722,18391.0,12331.0,25.708,bdua
68615,68,RIONEGRO,20352,20352,16981.0,3371.0,58.918,bdua
68655,68,SABANA DE TORRES,35654,35654,22079.0,13575.0,27.949,bdua
68669,68,SAN ANDRÉS,6037,6037,5386.0,651.0,62.084,bdua
68673,68,SAN BENITO,2138,2138,2010.0,128.0,85.734,bdua
68679,68,SAN GIL,71905,71905,34029.0,37876.0,15.928,bdua
68682,68,SAN JOAQUÍN,1815,1815,1457.0,358.0,59.559,bdua
68684,68,SAN JOSÉ DE MIRANDA,3138,3138,2677.0,461.0,64.372,bdua
68686,68,SAN MIGUEL,1977,1977,1673.0,304.0,56.146,bdua
68689,68,SAN VICENTE DE CHUCURÍ,23935,23935,19324.0,4611.0,58.483,bdua
68705,68,SANTA BÁRBARA,1596,1596,1440.0,156.0,86.717,bdua
68720,68,SANTA HELENA DEL OPÓN,3465,3465,3236.0,229.0,72.035,bdua
68745,68,SIMACOTA,6603,6603,5499.0,1104.0,67.939,bdua
68755,68,SOCORRO,32833,32833,19380.0,13453.0,27.792,bdua
68770,68,SUAITA,7600,7600,6400.0,1200.0,57.461,bdua
68773,68,SUCRE,4934,4934,4604.0,330.0,85.225,bdua
68780,68,SURATÁ,3149,3149,2767.0,382.0,76.469,bdua
68820,68,TONA,5215,5215,4903.0,312.0,61.937,bdua
68855,68,VALLE DE SAN JOSÉ,5245,5245,4558.0,687.0,70.067,bdua
68861,68,VÉLEZ,16781,16781,11520.0,5261.0,40.635,bdua
68867,68,VETAS,1061,1061,618.0,443.0,51.084,bdua
68872,68,VILLANUEVA,7338,7338,6066.0,1272.0,45.326,bdua
68895,68,ZAPATOCA,7803,7803,5358.0,2445.0,38.255,bdua
70001,70,SINCELEJO,336161,336161,232752.0,103409.0,12.407,bdua
70110,70,BUENAVISTA,10180,10180,9288.0,892.0,19.843,bdua
70124,70,CAIMITO,11635,11635,10900.0,735.0,40.576,bdua
70204,70,COLOSÓ,8121,8121,7210.0,911.0,51.201,bdua
70215,70,COROZAL,62001,62001,47965.0,14036.0,16.192,bdua
70221,70,COVEÑAS,12772,12772,11489.0,1283.0,37.739,bdua
70230,70,CHALÁN,4933,4933,4504.0,429.0,36.327,bdua
70233,70,EL ROBLE,8740,8740,8426.0,314.0,38.936,bdua
70235,70,GALERAS,21242,21242,19876.0,1366.0,34.394,bdua
70265,70,GUARANDA,18421,18421,17557.0,864.0,48.456,bdua
70400,70,LA UNIÓN,11600,11600,10461.0,1139.0,52.716,bdua
70418,70,LOS PALMITOS,21381,21381,19765.0,1616.0,44.156,bdua
70429,70,MAJAGUAL,40271,40271,38219.0,2052.0,60.907,bdua
70473,70,MORROA,15884,15884,14322.0,1562.0,41.287,bdua
70508,70,OVEJAS,24322,24322,22132.0,2190.0,43.08,bdua
70523,70,PALMITO,13030,13030,12353.0,677.0,47.276,bdua
70670,70,SAMPUÉS,43112,43112,40165.0,2947.0,45.475,bdua
70678,70,SAN BENITO ABAD,20312,20312,19303.0,1009.0,35.545,bdua
70702,70,SAN JUAN DE BETULIA,12694,12694,11597.0,1097.0,43.068,bdua
70708,70,SAN MARCOS,65109,65109,58818.0,6291.0,42.237,bdua
70713,70,SAN ONOFRE,55349,55349,50715.0,4634.0,49.188,bdua
70717,70,SAN PEDRO,18564,18564,16974.0,1590.0,30.828,bdua
70742,70,SAN LUIS DE SINCÉ,0,0,,,,bdua
70771,70,SUCRE,21124,21124,20100.0,1024.0,61.011,bdua
70820,70,SANTIAGO DE TOLÚ,0,0,,,,bdua
70823,70,SAN JOSÉ DE TOLUVIEJO,0,0,,,,bdua
73001,73,IBAGUÉ,600578,600578,257055.0,343523.0,6.925,bdua
73024,73,ALPUJARRA,3176,3176,2805.0,371.0,48.52,bdua
73026,73,ALVARADO,6559,6559,5229.0,1330.0,48.712,bdua
73030,73,AMBALEMA,4463,4463,3335.0,1128.0,13.758,bdua
73043,73,ANZOÁTEGUI,8737,8737,8246.0,491.0,75.175,bdua
73055,73,ARMERO,0,0,,,,bdua
73067,73,ATACO,17892,17892,16860.0,1032.0,61.927,bdua
73124,73,CAJAMARCA,15218,15218,13250.0,1968.0,48.988,bdua
73148,73,CARMEN DE APICALÁ,6679,6679,5301.0,1378.0,24.345,bdua
73152,73,CASABIANCA,5703,5703,5337.0,366.0,68.297,bdua
73168,73,CHAPARRAL,48416,48416,40171.0,8245.0,41.046,bdua
73200,73,COELLO,4091,4091,3516.0,575.0,61.99,bdua
73217,73,COYAIMA,20190,20190,18826.0,1364.0,75.988,bdua
73226,73,CUNDAY,5826,5826,5259.0,567.0,59.612,bdua
73236,73,DOLORES,6973,6973,6360.0,613.0,57.178,bdua
73268,73,ESPINAL,78297,78297,48961.0,29336.0,19.375,bdua
73270,73,FALAN,5644,5644,4799.0,845.0,61.995,bdua
73275,73,FLANDES,8804,8804,6683.0,2121.0,13.505,bdua
73283,73,FRESNO,29384,29384,24415.0,4969.0,43.316,bdua
73319,73,GUAMO,24836,24836,19768.0,5068.0,39.427,bdua
73347,73,HERVEO,3524,3524,3277.0,247.0,61.322,bdua
73349,73,HONDA,24776,24776,12308.0,12468.0,7.063,bdua
73352,73,ICONONZO,7133,7133,6188.0,945.0,59.484,bdua
73408,73,LÉRIDA,16220,16220,11407.0,4813.0,14.334,bdua
73411,73,LÍBANO,38756,38756,30095.0,8661.0,30.099,bdua
73443,73,SAN SEBASTIÁN DE MARIQUITA,0,0,,,,bdua
73449,73,MELGAR,37481,37481,20653.0,16828.0,12.326,bdua
73461,73,MURILLO,2688,2688,2407.0,281.0,45.908,bdua
73483,73,NATAGAIMA,12177,12177,10839.0,1338.0,47.36,bdua
73504,73,ORTEGA,23427,23427,21523.0,1904.0,72.22,bdua
73520,73,PALOCABILDO,9029,9029,8194.0,835.0,62.565,bdua
73547,73,PIEDRAS,2884,2884,2028.0,856.0,36.096,bdua
73555,73,PLANADAS,31758,31758,29634.0,2124.0,59.509,bdua
73563,73,PRADO,7356,7356,6235.0,1121.0,54.608,bdua
73585,73,PURIFICACIÓN,21466,21466,16326.0,5140.0,39.723,bdua
73616,73,RIOBLANCO,23017,23017,21751.0,1266.0,71.23,bdua
73622,73,RONCESVALLES,4148,4148,3635.0,513.0,52.7,bdua
73624,73,ROVIRA,23845,23845,22305.0,1540.0,53.118,bdua
73671,73,SALDAÑA,11158,11158,8966.0,2192.0,39.263,bdua
73675,73,SAN ANTONIO,11739,11739,11060.0,679.0,65.551,bdua
73678,73,SAN LUIS,8452,8452,7424.0,1028.0,57.856,bdua
73686,73,SANTA ISABEL,4394,4394,3971.0,423.0,52.777,bdua
73770,73,SUÁREZ,2502,2502,2109.0,393.0,40.408,bdua
73854,73,VALLE DE SAN JUAN,3525,3525,3085.0,440.0,47.716,bdua
73861,73,VENADILLO,10309,10309,7659.0,2650.0,27.782,bdua
73870,73,VILLAHERMOSA,0,0,,,,bdua
73873,73,VILLARRICA,4254,4254,3799.0,455.0,57.099,bdua
76001,76,SANTIAGO DE CALI,2468479,2468479,975853.0,1492626.0,3.863,bdua
76020,76,ALCALÁ,12347,12347,9734.0,2613.0,17.227,bdua
76036,76,ANDALUCÍA,16136,16136,8990.0,7146.0,17.036,bdua
76041,76,ANSERMANUEVO,16020,16020,12408.0,3612.0,25.406,bdua
76054,76,ARGELIA,5023,5023,4387.0,636.0,53.972,bdua
76100,76,BOLÍVAR,11335,11335,9191.0,2144.0,36.921,bdua
76109,76,BUENAVENTURA,279032,279032,207245.0,71787.0,13.366,bdua
76111,76,GUADALAJARA DE BUGA,0,0,,,,bdua
76113,76,BUGALAGRANDE,20585,20585,11670.0,8915.0,25.82,bdua
76122,76,CAICEDONIA,23641,23641,18413.0,5228.0,17.859,bdua
76126,76,CALIMA,16955,16955,12468.0,4487.0,24.836,bdua
76130,76,CANDELARIA,76693,76693,37533.0,39160.0,28.01,bdua
76147,76,CARTAGO,140993,140993,70183.0,70810.0,10.918,bdua
76233,76,DAGUA,37251,37251,28415.0,8836.0,50.705,bdua
76243,76,EL ÁGUILA,6844,6844,6169.0,675.0,65.839,bdua
76246,76,EL CAIRO,5739,5739,5119.0,620.0,53.058,bdua
76248,76,EL CERRITO,48427,48427,25613.0,22814.0,18.256,bdua
76250,76,EL DOVIO,11757,11757,9719.0,2038.0,46.092,bdua
76275,76,FLORIDA,60144,60144,32589.0,27555.0,16.687,bdua
76306,76,GINEBRA,20824,20824,13285.0,7539.0,34.667,bdua
76318,76,GUACARÍ,31237,31237,16086.0,15151.0,22.681,bdua
76364,76,JAMUNDÍ,163724,163724,76948.0,86776.0,19.778,bdua
76377,76,LA CUMBRE,10801,10801,8276.0,2525.0,54.662,bdua
76400,76,LA UNIÓN,32235,32235,24103.0,8132.0,15.911,bdua
76403,76,LA VICTORIA,11399,11399,7828.0,3571.0,21.923,bdua
76497,76,OBANDO,9233,9233,6358.0,2875.0,15.975,bdua
76520,76,PALMIRA,354440,354440,148346.0,206094.0,6.436,bdua
76563,76,PRADERA,43787,43787,23444.0,20343.0,11.937,bdua
76606,76,RESTREPO,17256,17256,12135.0,5121.0,33.629,bdua
76616,76,RIOFRÍO,15308,15308,11436.0,3872.0,35.021,bdua
76622,76,ROLDANILLO,36538,36538,23893.0,12645.0,31.335,bdua
76670,76,SAN PEDRO,11509,11509,7109.0,4400.0,31.888,bdua
76736,76,SEVILLA,38306,38306,30073.0,8233.0,21.104,bdua
76823,76,TORO,12164,12164,9775.0,2389.0,15.414,bdua
76828,76,TRUJILLO,17026,17026,14470.0,2556.0,37.883,bdua
76834,76,TULUÁ,217012,217012,115606.0,101406.0,9.266,bdua
76845,76,ULLOA,3623,3623,2740.0,883.0,39.718,bdua
76863,76,VERSALLES,6580,6580,5343.0,1237.0,47.72,bdua
76869,76,VIJES,9400,9400,6440.0,2960.0,27.457,bdua
76890,76,YOTOCO,13608,13608,8693.0,4915.0,30.085,bdua
76892,76,YUMBO,112962,112962,51005.0,61957.0,8.802,bdua
76895,76,ZARZAL,42492,42492,23864.0,18628.0,17.624,bdua
81001,81,ARAUCA,114864,114864,90196.0,24668.0,24.497,bdua
81065,81,ARAUQUITA,50685,50685,46636.0,4049.0,56.295,bdua
81220,81,CRAVO NORTE,3298,3298,2764.0,534.0,22.377,bdua
81300,81,FORTUL,21554,21554,19702.0,1852.0,51.485,bdua
81591,81,PUERTO RONDÓN,4243,4243,3689.0,554.0,28.541,bdua
81736,81,SARAVENA,67982,67982,57507.0,10475.0,37.625,bdua
81794,81,TAME,57406,57406,48242.0,9164.0,50.307,bdua
85001,85,YOPAL,195908,195908,100158.0,95750.0,14.196,bdua
85010,85,AGUAZUL,33353,33353,21797.0,11556.0,25.614,bdua
85015,85,CHÁMEZA,1928,1928,1552.0,376.0,40.353,bdua
85125,85,HATO COROZAL,10927,10927,9623.0,1304.0,50.654,bdua
85136,85,LA SALINA,788,788,643.0,145.0,50.0,bdua
85139,85,MANÍ,17728,17728,11084.0,6644.0,40.473,bdua
85162,85,MONTERREY,14406,14406,10506.0,3900.0,23.879,bdua
85225,85,NUNCHÍA,6780,6780,5790.0,990.0,66.372,bdua
85230,85,OROCUÉ,9761,9761,8008.0,1753.0,44.504,bdua
85250,85,PAZ DE ARIPORO,37765,37765,30910.0,6855.0,32.038,bdua
85263,85,PORE,10947,10947,8853.0,2094.0,40.157,bdua
85279,85,RECETOR,1022,1022,844.0,178.0,70.744,bdua
85300,85,SABANALARGA,2381,2381,1847.0,534.0,32.339,bdua
85315,85,SÁCAMA,1545,1545,1202.0,343.0,44.337,bdua
85325,85,SAN LUIS DE PALENQUE,7298,7298,5851.0,1447.0,54.398,bdua
85400,85,TÁMARA,5629,5629,5000.0,629.0,71.807,bdua
85410,85,TAURAMENA,23130,23130,14752.0,8378.0,32.278,bdua
85430,85,TRINIDAD,11775,11775,9478.0,2297.0,40.832,bdua
85440,85,VILLANUEVA,38971,38971,21424.0,17547.0,33.9,bdua
86001,86,MOCOA,56683,56683,40499.0,16184.0,41.854,bdua
86219,86,COLÓN,5166,5166,4452.0,714.0,44.464,bdua
86320,86,ORITO,39561,39561,34102.0,5459.0,51.136,bdua
86568,86,PUERTO ASÍS,71209,71209,59069.0,12140.0,41.321,bdua
86569,86,PUERTO CAICEDO,13119,13119,12175.0,944.0,68.123,bdua
86571,86,PUERTO GUZMÁN,15436,15436,14577.0,859.0,67.375,bdua
86573,86,PUERTO LEGUÍZAMO,18445,18445,17062.0,1383.0,56.671,bdua
86749,86,SIBUNDOY,13413,13413,11493.0,1920.0,43.793,bdua
86755,86,SAN FRANCISCO,5080,5080,4569.0,511.0,45.276,bdua
86757,86,SAN MIGUEL,20448,20448,19294.0,1154.0,66.965,bdua
86760,86,SANTIAGO,7519,7519,6905.0,614.0,66.525,bdua
86865,86,VALLE DEL GUAMUEZ,40040,40040,36196.0,3844.0,53.294,bdua
86885,86,VILLAGARZÓN,26741,26741,22417.0,4324.0,49.714,bdua
88001,88,SAN ANDRÉS,55919,55919,18340.0,37579.0,15.476,bdua
88564,88,PROVIDENCIA,4278,4278,1483.0,2795.0,30.014,bdua
91001,91,LETICIA,54374,54374,38674.0,15700.0,41.288,bdua
91263,91,EL ENCANTO,1813,1813,1677.0,136.0,92.388,bdua
91405,91,LA CHORRERA,2558,2558,2369.0,189.0,96.013,bdua
91407,91,LA PEDRERA,3316,3316,3164.0,152.0,94.029,bdua
91430,91,LA VICTORIA,175,175,162.0,13.0,78.286,bdua
91460,91,MIRITÍ - PARANÁ,0,0,,,,bdua
91530,91,PUERTO ALEGRÍA,496,496,479.0,17.0,96.976,bdua
91536,91,PUERTO ARICA,1060,1060,997.0,63.0,95.755,bdua
91540,91,PUERTO NARIÑO,0,0,,,,bdua
91669,91,PUERTO SANTANDER,0,0,,,,bdua
91798,91,TARAPACÁ,3175,3175,3064.0,111.0,93.102,bdua
94001,94,INÍRIDA,39912,39912,34080.0,5832.0,51.155,bdua
94343,94,BARRANCOMINAS,0,0,,,,bdua
94883,94,SAN FELIPE,1662,1662,1593.0,69.0,88.267,bdua
94884,94,PUERTO COLOMBIA,1419,1419,1372.0,47.0,88.09,bdua
94885,94,LA GUADALUPE,212,212,189.0,23.0,80.189,bdua
94886,94,CACAHUAL,542,542,528.0,14.0,89.483,bdua
94887,94,PANA PANA,1153,1153,1127.0,26.0,89.592,bdua
94888,94,MORICHAL,0,0,,,,bdua
95001,95,SAN JOSÉ DEL GUAVIARE,62262,62262,45349.0,16913.0,45.384,bdua
95015,95,CALAMAR,8856,8856,7885.0,971.0,47.019,bdua
95025,95,EL RETORNO,11563,11563,10278.0,1285.0,62.674,bdua
95200,95,MIRAFLORES,3638,3638,3261.0,377.0,53.601,bdua
97001,97,MITÚ,27374,27374,22136.0,5238.0,74.012,bdua
97161,97,CARURÚ,2200,2200,1958.0,242.0,68.364,bdua
97511,97,PACOA,464,464,455.0,9.0,97.629,bdua
97666,97,TARAIRA,1705,1705,1501.0,204.0,59.589,bdua
97777,97,PAPUNAHUA,55,55,55.0,0.0,72.727,bdua
97889,97,YAVARATÉ,176,176,165.0,11.0,96.591,bdua
99001,99,PUERTO CARREÑO,31100,31100,24396.0,6704.0,36.672,bdua
99524,99,LA PRIMAVERA,8887,8887,7085.0,1802.0,37.245,bdua
99624,99,SANTA ROSALÍA,3742,3742,2644.0,1098.0,38.108,bdua
99773,99,CUMARIBO,48094,48094,45371.0,2723.0,94.317,bdua
