departamentodededesc,municipiosededesc,claseprestador,ese,n
Cauca,GUACHENÉ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cauca,GUACHENÉ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Cauca,GUACHENÉ,Profesional Independiente,NO,2
Cauca,GUACHENÉ,Transporte Especial de Pacientes,NO,1
Cauca,GUAPI,Instituciones Prestadoras de Servicios de Salud - IPS,NO,7
Cauca,GUAPI,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cauca,GUAPI,Profesional Independiente,NO,3
Cauca,INZÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cauca,INZÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cauca,INZÁ,Profesional Independiente,NO,2
Cauca,JAMBALÓ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cauca,JAMBALÓ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cauca,LA SIERRA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cauca,LA VEGA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cauca,LA VEGA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Cauca,LA VEGA,Profesional Independiente,NO,1
Cauca,LÓPEZ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Cauca,LÓPEZ,Profesional Independiente,NO,1
Cauca,MERCADERES,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Cauca,MERCADERES,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cauca,MERCADERES,Profesional Independiente,NO,4
Cauca,MIRANDA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Cauca,MIRANDA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cauca,MIRANDA,Profesional Independiente,NO,11
Cauca,MIRANDA,Transporte Especial de Pacientes,NO,2
Cauca,MORALES,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Cauca,MORALES,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cauca,MORALES,Profesional Independiente,NO,3
Cauca,PADILLA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cauca,PAEZ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cauca,PAEZ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cauca,PAEZ,Profesional Independiente,NO,1
Cauca,PATÍA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Cauca,PATÍA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cauca,PATÍA,Profesional Independiente,NO,14
Cauca,PIAMONTE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cauca,PIAMONTE,Profesional Independiente,NO,1
Cauca,PIENDAMÓ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,11
Cauca,PIENDAMÓ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cauca,PIENDAMÓ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Cauca,PIENDAMÓ,Profesional Independiente,NO,14
Cauca,POPAYÁN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,224
Cauca,POPAYÁN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,13
Cauca,POPAYÁN,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,16
Cauca,POPAYÁN,Profesional Independiente,NO,393
Cauca,POPAYÁN,Transporte Especial de Pacientes,NO,12
Cauca,PUERTO TEJADA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,12
Cauca,PUERTO TEJADA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cauca,PUERTO TEJADA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,3
Cauca,PUERTO TEJADA,Profesional Independiente,NO,13
Cauca,PURACÉ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cauca,ROSAS,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Cauca,ROSAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cauca,ROSAS,Profesional Independiente,NO,1
Cauca,SAN SEBASTIÁN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Cauca,SANTANDER DE QUILICHAO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,39
Cauca,SANTANDER DE QUILICHAO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,7
Cauca,SANTANDER DE QUILICHAO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,3
Cauca,SANTANDER DE QUILICHAO,Profesional Independiente,NO,79
Cauca,SANTANDER DE QUILICHAO,Transporte Especial de Pacientes,NO,3
Cauca,SANTA ROSA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cauca,SILVIA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Cauca,SILVIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cauca,SILVIA,Profesional Independiente,NO,6
Cauca,SOTARA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cauca,SOTARA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cauca,SUÁREZ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cauca,SUÁREZ,Profesional Independiente,NO,1
Cauca,SUCRE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cauca,TIMBÍO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Cauca,TIMBÍO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cauca,TIMBÍO,Profesional Independiente,NO,6
Cauca,TIMBIQUÍ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Cauca,TIMBIQUÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,9
Cauca,TIMBIQUÍ,Profesional Independiente,NO,2
Cauca,TORIBIO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Cauca,TORIBIO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cauca,TORIBIO,Profesional Independiente,NO,1
Cauca,TOTORÓ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Cauca,TOTORÓ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cauca,VILLA RICA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cauca,VILLA RICA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,2
Cauca,VILLA RICA,Profesional Independiente,NO,2
Cesar,AGUACHICA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,54
Cesar,AGUACHICA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,13
Cesar,AGUACHICA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Cesar,AGUACHICA,Profesional Independiente,NO,80
Cesar,AGUACHICA,Transporte Especial de Pacientes,NO,7
Cesar,AGUSTÍN CODAZZI,Instituciones Prestadoras de Servicios de Salud - IPS,NO,15
Cesar,AGUSTÍN CODAZZI,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cesar,AGUSTÍN CODAZZI,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Cesar,AGUSTÍN CODAZZI,Profesional Independiente,NO,15
Cesar,ASTREA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cesar,ASTREA,Profesional Independiente,NO,5
Cesar,BECERRIL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Cesar,BECERRIL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cesar,BECERRIL,Profesional Independiente,NO,3
Cesar,BOSCONIA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,11
Cesar,BOSCONIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cesar,BOSCONIA,Profesional Independiente,NO,10
Cesar,BOSCONIA,Transporte Especial de Pacientes,NO,1
Cesar,CHIMICHAGUA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Cesar,CHIMICHAGUA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,8
Cesar,CHIMICHAGUA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Cesar,CHIMICHAGUA,Profesional Independiente,NO,5
Cesar,CHIRIGUANÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,6
Cesar,CHIRIGUANÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Cesar,CHIRIGUANÁ,Profesional Independiente,NO,8
Cesar,CURUMANÍ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Cesar,CURUMANÍ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,8
Cesar,CURUMANÍ,Profesional Independiente,NO,9
Cesar,EL COPEY,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Cesar,EL COPEY,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Cesar,EL COPEY,Profesional Independiente,NO,3
Cesar,EL PASO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,6
Cesar,EL PASO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Cesar,EL PASO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,2
Cesar,EL PASO,Profesional Independiente,NO,6
Cesar,GAMARRA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Cesar,GONZÁLEZ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cesar,LA GLORIA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Cesar,LA GLORIA,Profesional Independiente,NO,4
Cesar,LA JAGUA DE IBIRICO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,12
Cesar,LA JAGUA DE IBIRICO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Cesar,LA JAGUA DE IBIRICO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Cesar,LA JAGUA DE IBIRICO,Profesional Independiente,NO,14
Cesar,LA PAZ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Cesar,LA PAZ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cesar,LA PAZ,Profesional Independiente,NO,3
Cesar,MANAURE,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cesar,MANAURE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Cesar,MANAURE,Profesional Independiente,NO,1
Cesar,PAILITAS,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Cesar,PAILITAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Cesar,PAILITAS,Profesional Independiente,NO,14
Cesar,PELAYA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cesar,PELAYA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Cesar,PELAYA,Profesional Independiente,NO,5
Cesar,PUEBLO BELLO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Cesar,PUEBLO BELLO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Cesar,PUEBLO BELLO,Profesional Independiente,NO,2
Cesar,RÍO DE ORO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Cesar,RÍO DE ORO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Cesar,RÍO DE ORO,Profesional Independiente,NO,5
Cesar,RÍO DE ORO,Transporte Especial de Pacientes,NO,1
Cesar,SAN ALBERTO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,8
Cesar,SAN ALBERTO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Cesar,SAN ALBERTO,Profesional Independiente,NO,11
Cesar,SAN ALBERTO,Transporte Especial de Pacientes,NO,1
Cesar,SAN DIEGO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cesar,SAN DIEGO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,8
Cesar,SAN DIEGO,Profesional Independiente,NO,5
Cesar,SAN MARTÍN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Cesar,SAN MARTÍN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,7
Cesar,SAN MARTÍN,Profesional Independiente,NO,5
Cesar,SAN MARTÍN,Transporte Especial de Pacientes,NO,1
Cesar,TAMALAMEQUE,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Cesar,TAMALAMEQUE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,7
Cesar,TAMALAMEQUE,Profesional Independiente,NO,3
Cesar,VALLEDUPAR,Instituciones Prestadoras de Servicios de Salud - IPS,NO,298
Cesar,VALLEDUPAR,Instituciones Prestadoras de Servicios de Salud - IPS,SI,32
Cesar,VALLEDUPAR,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,12
Cesar,VALLEDUPAR,Profesional Independiente,NO,422
Cesar,VALLEDUPAR,Transporte Especial de Pacientes,NO,3
Chocó,ACANDÍ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Chocó,ACANDÍ,Profesional Independiente,NO,1
Chocó,ALTO BAUDO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,8
Chocó,ALTO BAUDO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Chocó,ATRATO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Chocó,ATRATO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Chocó,BAGADÓ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Chocó,BAHÍA SOLANO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Chocó,BAHÍA SOLANO,Profesional Independiente,NO,5
Chocó,BAJO BAUDÓ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Chocó,BELÉN DE BAJIRÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Chocó,BELÉN DE BAJIRÁ,Profesional Independiente,NO,1
Chocó,BOJAYA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Chocó,CARMEN DEL DARIEN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Chocó,CÉRTEGUI,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Chocó,CONDOTO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Chocó,CONDOTO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Chocó,CONDOTO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,3
Chocó,CONDOTO,Profesional Independiente,NO,2
Chocó,EL CANTÓN DEL SAN PABLO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Chocó,EL CANTÓN DEL SAN PABLO,Profesional Independiente,NO,1
Chocó,EL CARMEN DE ATRATO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Chocó,EL CARMEN DE ATRATO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Chocó,EL CARMEN DE ATRATO,Profesional Independiente,NO,1
Chocó,EL LITORAL DEL SAN JUAN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Chocó,ISTMINA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,17
Chocó,ISTMINA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Chocó,ISTMINA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,3
Chocó,ISTMINA,Profesional Independiente,NO,20
Chocó,JURADÓ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Chocó,LLORÓ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Chocó,MEDIO ATRATO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Chocó,MEDIO BAUDÓ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,4
Chocó,MEDIO SAN JUAN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Chocó,NÓVITA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Chocó,NÓVITA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Chocó,NUEVO BELÉN DE BAJIRÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Chocó,NUEVO BELÉN DE BAJIRÁ,Profesional Independiente,NO,2
Chocó,NUQUÍ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Chocó,QUIBDÓ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,113
Chocó,QUIBDÓ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,33
Chocó,QUIBDÓ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,24
Chocó,QUIBDÓ,Profesional Independiente,NO,51
Chocó,QUIBDÓ,Transporte Especial de Pacientes,NO,1
Chocó,RÍO IRO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Chocó,RÍO IRO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Chocó,RÍO QUITO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Chocó,RIOSUCIO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,7
Chocó,RIOSUCIO,Profesional Independiente,NO,3
Chocó,SAN JOSÉ DEL PALMAR,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Chocó,SIPÍ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Chocó,SIPÍ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Chocó,TADÓ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,6
Chocó,TADÓ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,5
Chocó,TADÓ,Profesional Independiente,NO,5
Chocó,UNGUÍA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Chocó,UNGUÍA,Profesional Independiente,NO,1
Chocó,UNIÓN PANAMERICANA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,5
Chocó,UNIÓN PANAMERICANA,Profesional Independiente,NO,1
Córdoba,AYAPEL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,7
Córdoba,AYAPEL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Córdoba,AYAPEL,Profesional Independiente,NO,1
Córdoba,BUENAVISTA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Córdoba,BUENAVISTA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Córdoba,BUENAVISTA,Profesional Independiente,NO,1
Córdoba,CANALETE,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Córdoba,CANALETE,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Córdoba,CERETÉ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,29
Córdoba,CERETÉ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,11
Córdoba,CERETÉ,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Córdoba,CERETÉ,Profesional Independiente,NO,18
Córdoba,CHIMÁ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Córdoba,CHIMÁ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Córdoba,CHIMÁ,Profesional Independiente,NO,1
Córdoba,CHINÚ,Instituciones Prestadoras de Servicios de Salud - IPS,NO,10
Córdoba,CHINÚ,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Córdoba,CHINÚ,Profesional Independiente,NO,15
Córdoba,CIÉNAGA DE ORO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,8
Córdoba,CIÉNAGA DE ORO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,8
Córdoba,CIÉNAGA DE ORO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Córdoba,CIÉNAGA DE ORO,Profesional Independiente,NO,9
Córdoba,COTORRA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Córdoba,COTORRA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Córdoba,COTORRA,Profesional Independiente,NO,1
Córdoba,LA APARTADA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Córdoba,LA APARTADA,Profesional Independiente,NO,1
Córdoba,LORICA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,34
Córdoba,LORICA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,13
Córdoba,LORICA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Córdoba,LORICA,Profesional Independiente,NO,30
Córdoba,LORICA,Transporte Especial de Pacientes,NO,1
Córdoba,LOS CÓRDOBAS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,1
Córdoba,LOS CÓRDOBAS,Profesional Independiente,NO,1
Córdoba,MOMIL,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Córdoba,MOMIL,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Córdoba,MOMIL,Profesional Independiente,NO,3
Córdoba,MOÑITOS,Instituciones Prestadoras de Servicios de Salud - IPS,NO,1
Córdoba,MOÑITOS,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Córdoba,MOÑITOS,Profesional Independiente,NO,2
Córdoba,MONTELÍBANO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,32
Córdoba,MONTELÍBANO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,4
Córdoba,MONTELÍBANO,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Córdoba,MONTELÍBANO,Profesional Independiente,NO,26
Córdoba,MONTERÍA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,342
Córdoba,MONTERÍA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,49
Córdoba,MONTERÍA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,15
Córdoba,MONTERÍA,Profesional Independiente,NO,376
Córdoba,MONTERÍA,Transporte Especial de Pacientes,NO,2
Córdoba,PLANETA RICA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,18
Córdoba,PLANETA RICA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,9
Córdoba,PLANETA RICA,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,1
Córdoba,PLANETA RICA,Profesional Independiente,NO,34
Córdoba,PUEBLO NUEVO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,7
Córdoba,PUEBLO NUEVO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,10
Córdoba,PUEBLO NUEVO,Profesional Independiente,NO,4
Córdoba,PUEBLO NUEVO,Transporte Especial de Pacientes,NO,1
Córdoba,PUERTO ESCONDIDO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,3
Córdoba,PUERTO ESCONDIDO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Córdoba,PUERTO ESCONDIDO,Profesional Independiente,NO,2
Córdoba,PUERTO LIBERTADOR,Instituciones Prestadoras de Servicios de Salud - IPS,NO,8
Córdoba,PUERTO LIBERTADOR,Instituciones Prestadoras de Servicios de Salud - IPS,SI,2
Córdoba,PUERTO LIBERTADOR,Profesional Independiente,NO,5
Córdoba,PURÍSIMA,Instituciones Prestadoras de Servicios de Salud - IPS,NO,2
Córdoba,PURÍSIMA,Instituciones Prestadoras de Servicios de Salud - IPS,SI,6
Córdoba,PURÍSIMA,Profesional Independiente,NO,3
Córdoba,SAHAGÚN,Instituciones Prestadoras de Servicios de Salud - IPS,NO,29
Córdoba,SAHAGÚN,Instituciones Prestadoras de Servicios de Salud - IPS,SI,33
Córdoba,SAHAGÚN,Objeto Social Diferente a la Prestación de Servicios de Salud,NO,3
Córdoba,SAHAGÚN,Profesional Independiente,NO,53
Córdoba,SAN ANDRÉS SOTAVENTO,Instituciones Prestadoras de Servicios de Salud - IPS,NO,10
Córdoba,SAN ANDRÉS SOTAVENTO,Instituciones Prestadoras de Servicios de Salud - IPS,SI,3
Córdoba,SAN ANDRÉS SOTAVENTO,Profesional Independiente,NO,3
