cod_mpio,capitulo,atenciones,pct
-1,A,730642,1.461
-1,B,1118197,2.2359
-1,C,378372,0.7566
-1,D,589569,1.1789
-1,E,3236656,6.4718
-1,F,1675441,3.3501
-1,G,1488337,2.976
-1,H,2617267,5.2333
-1,I,3088421,6.1754
-1,J,2758358,5.5155
-1,K,5680333,11.3581
-1,L,1284168,2.5678
-1,M,2973324,5.9453
-1,N,2147768,4.2946
-1,O,347626,0.6951
-1,P,69711,0.1394
-1,Q,199333,0.3986
-1,R,4278529,8.5551
-1,S,1309580,2.6186
-1,T,425712,0.8512
-1,U,1992216,3.9835
-1,V,14845,0.0297
-1,W,37315,0.0746
-1,X,10227,0.0204
-1,Y,79704,0.1594
-1,Z,11479741,22.9543
05001,A,1239284,1.9724
05001,B,1214880,1.9336
05001,C,835503,1.3298
05001,D,648952,1.0328
05001,E,3389660,5.3949
05001,F,1710790,2.7228
05001,G,1516919,2.4143
05001,H,2974893,4.7347
05001,I,4272254,6.7996
05001,J,3827514,6.0917
05001,K,5732318,9.1234
05001,L,1836719,2.9233
05001,M,5615087,8.9368
05001,N,3408749,5.4252
05001,O,568765,0.9052
05001,P,100411,0.1598
05001,Q,189558,0.3017
05001,R,8148736,12.9692
05001,S,1862921,2.965
05001,T,558023,0.8881
05001,U,812618,1.2933
05001,V,10500,0.0167
05001,W,38932,0.062
05001,X,13775,0.0219
05001,Y,356300,0.5671
05001,Z,11947146,19.0147
05002,A,612,0.5755
05002,B,9214,8.6638
05002,C,1636,1.5383
05002,D,806,0.7579
05002,E,3419,3.2149
05002,F,2358,2.2172
05002,G,1585,1.4904
05002,H,3537,3.3258
05002,I,15507,14.5811
05002,J,3699,3.4781
05002,K,13675,12.8585
05002,L,2453,2.3065
05002,M,8604,8.0903
05002,N,6607,6.2125
05002,O,1301,1.2233
05002,P,168,0.158
05002,Q,215,0.2022
05002,R,7785,7.3202
05002,S,4284,4.0282
05002,T,1032,0.9704
05002,U,27,0.0254
05002,V,10,0.0094
05002,W,85,0.0799
05002,X,73,0.0686
05002,Y,105,0.0987
05002,Z,17553,16.5049
05004,A,55,0.6357
05004,B,113,1.3061
05004,C,111,1.2829
05004,D,92,1.0633
05004,E,343,3.9644
05004,F,87,1.0055
05004,G,93,1.0749
05004,H,350,4.0453
05004,I,1600,18.4928
05004,J,343,3.9644
05004,K,868,10.0324
05004,L,180,2.0804
05004,M,396,4.577
05004,N,446,5.1549
05004,O,140,1.6181
05004,P,9,0.104
05004,Q,40,0.4623
05004,R,839,9.6972
05004,S,409,4.7272
05004,T,82,0.9478
05004,U,12,0.1387
05004,V,1,0.0116
05004,W,20,0.2312
05004,X,12,0.1387
05004,Y,5,0.0578
05004,Z,2006,23.1854
05021,A,133,0.7092
05021,B,264,1.4078
05021,C,501,2.6716
05021,D,275,1.4664
05021,E,796,4.2447
05021,F,385,2.053
05021,G,310,1.6531
05021,H,924,4.9272
05021,I,1649,8.7933
05021,J,1238,6.6016
05021,K,1228,6.5483
05021,L,489,2.6076
05021,M,1344,7.1669
05021,N,1491,7.9507
05021,O,487,2.5969
05021,P,33,0.176
05021,Q,40,0.2133
05021,R,1799,9.5931
05021,S,929,4.9539
05021,T,272,1.4504
05021,U,60,0.3199
05021,W,38,0.2026
05021,X,15,0.08
05021,Y,21,0.112
05021,Z,4032,21.5006
05030,A,2703,1.1629
05030,B,4027,1.7325
05030,C,3723,1.6017
05030,D,2533,1.0898
05030,E,15042,6.4714
05030,F,6606,2.842
05030,G,5619,2.4174
05030,H,7565,3.2546
05030,I,38270,16.4646
05030,J,11337,4.8774
05030,K,18188,7.8249
05030,L,4177,1.797
05030,M,17878,7.6915
05030,N,8454,3.6371
05030,O,2849,1.2257
05030,P,659,0.2835
05030,Q,501,0.2155
05030,R,22390,9.6327
05030,S,10024,4.3125
05030,T,2876,1.2373
05030,U,817,0.3515
05030,V,44,0.0189
05030,W,367,0.1579
05030,X,92,0.0396
05030,Y,245,0.1054
05030,Z,45452,19.5545
05031,A,804,0.9794
05031,B,1963,2.3911
05031,C,1407,1.7139
05031,D,924,1.1255
05031,E,3212,3.9125
05031,F,1892,2.3046
05031,G,1388,1.6907
05031,H,2350,2.8625
05031,I,14070,17.1387
05031,J,3986,4.8554
05031,K,4883,5.948
05031,L,1668,2.0318
05031,M,4138,5.0405
05031,N,3890,4.7384
05031,O,1631,1.9867
05031,P,395,0.4811
05031,Q,172,0.2095
05031,R,10427,12.7011
05031,S,3836,4.6726
05031,T,1198,1.4593
05031,U,1229,1.497
05031,V,8,0.0097
05031,W,126,0.1535
05031,X,100,0.1218
05031,Y,100,0.1218
05031,Z,16298,19.8526
05034,A,2166,1.2275
05034,B,2358,1.3363
05034,C,2772,1.5709
05034,D,2262,1.2819
05034,E,7557,4.2825
05034,F,4692,2.6589
05034,G,3765,2.1336
05034,H,5323,3.0165
05034,I,23168,13.1291
05034,J,8061,4.5681
05034,K,15292,8.6658
05034,L,3707,2.1007
05034,M,12389,7.0207
05034,N,11411,6.4665
05034,O,3595,2.0373
05034,P,311,0.1762
05034,Q,783,0.4437
05034,R,17157,9.7227
05034,S,9122,5.1694
05034,T,2031,1.1509
05034,U,996,0.5644
05034,V,56,0.0317
05034,W,401,0.2272
05034,X,145,0.0822
05034,Y,138,0.0782
05034,Z,36805,20.8571
05036,A,372,1.7651
05036,B,395,1.8743
05036,C,203,0.9632
05036,D,167,0.7924
05036,E,865,4.1044
05036,F,286,1.3571
05036,G,449,2.1305
05036,H,669,3.1744
05036,I,3541,16.8019
05036,J,939,4.4555
05036,K,1805,8.5647
05036,L,473,2.2444
05036,M,1384,6.567
05036,N,1077,5.1103
05036,O,345,1.637
05036,P,46,0.2183
05036,Q,53,0.2515
05036,R,2588,12.28
05036,S,1523,7.2266
05036,T,337,1.5991
05036,U,144,0.6833
05036,V,19,0.0902
05036,W,78,0.3701
05036,X,12,0.0569
05036,Y,40,0.1898
05036,Z,3265,15.4923
05038,A,974,0.9923
05038,B,1163,1.1848
05038,C,1538,1.5668
05038,D,952,0.9699
05038,E,5784,5.8925
05038,F,2986,3.042
05038,G,2944,2.9992
05038,H,2256,2.2983
05038,I,14011,14.2738
05038,J,4025,4.1005
05038,K,9300,9.4744
05038,L,2123,2.1628
05038,M,6531,6.6535
05038,N,5123,5.2191
05038,O,2422,2.4674
05038,P,781,0.7956
05038,Q,494,0.5033
05038,R,10027,10.2151
05038,S,3893,3.966
05038,T,1046,1.0656
05038,U,3170,3.2295
05038,V,17,0.0173
05038,W,125,0.1273
05038,X,56,0.0571
05038,Y,85,0.0866
05038,Z,16333,16.6393
05040,A,997,0.7435
05040,B,2892,2.1567
05040,C,1674,1.2484
05040,D,876,0.6533
05040,E,4715,3.5162
05040,F,3828,2.8548
05040,G,2353,1.7548
05040,H,2672,1.9927
05040,I,16890,12.5958
05040,J,5583,4.1636
05040,K,12694,9.4666
05040,L,2332,1.7391
05040,M,7141,5.3254
05040,N,7048,5.2561
05040,O,3775,2.8152
05040,P,797,0.5944
05040,Q,648,0.4833
05040,R,13159,9.8134
05040,S,7284,5.4321
05040,T,1581,1.179
05040,U,435,0.3244
05040,V,16,0.0119
05040,W,205,0.1529
05040,X,168,0.1253
05040,Y,165,0.123
05040,Z,34164,25.478
05042,A,4622,1.087
05042,B,6603,1.5529
05042,C,5282,1.2422
05042,D,5861,1.3784
05042,E,19476,4.5803
05042,F,8770,2.0625
05042,G,8871,2.0862
05042,H,18748,4.4091
05042,I,37755,8.879
05042,J,19864,4.6715
05042,K,46301,10.8888
05042,L,11445,2.6916
05042,M,32540,7.6526
05042,N,29060,6.8342
05042,O,6003,1.4118
05042,P,1255,0.2951
05042,Q,1514,0.3561
05042,R,47093,11.0751
05042,S,17835,4.1943
05042,T,11843,2.7852
05042,U,13738,3.2308
05042,V,75,0.0176
05042,W,804,0.1891
05042,X,255,0.06
05042,Y,1406,0.3307
05042,Z,68197,16.0382
05044,A,263,1.1044
05044,B,306,1.285
05044,C,214,0.8987
05044,D,170,0.7139
05044,E,1109,4.6571
05044,F,285,1.1968
05044,G,347,1.4572
05044,H,499,2.0955
05044,I,6786,28.497
05044,J,535,2.2467
05044,K,2272,9.541
05044,L,319,1.3396
05044,M,933,3.918
05044,N,881,3.6997
05044,O,471,1.9779
05044,P,87,0.3653
05044,Q,47,0.1974
05044,R,2522,10.5909
05044,S,885,3.7165
05044,T,251,1.054
05044,U,16,0.0672
05044,V,4,0.0168
05044,W,18,0.0756
05044,X,28,0.1176
05044,Y,4,0.0168
05044,Z,4561,19.1534
05045,A,37887,1.2925
05045,B,79109,2.6988
05045,C,20742,0.7076
05045,D,40781,1.3912
05045,E,172622,5.889
05045,F,42008,1.4331
05045,G,46811,1.597
05045,H,125354,4.2764
05045,I,219064,7.4734
05045,J,137591,4.6939
05045,K,318906,10.8795
05045,L,96972,3.3082
05045,M,232534,7.9329
05045,N,207316,7.0726
05045,O,35373,1.2067
05045,P,5103,0.1741
05045,Q,9778,0.3336
05045,R,305565,10.4243
05045,S,96716,3.2995
05045,T,26867,0.9166
05045,U,24708,0.8429
05045,V,202,0.0069
05045,W,1909,0.0651
05045,X,953,0.0325
05045,Y,5373,0.1833
05045,Z,641025,21.8685
05051,A,1397,1.353
05051,B,3074,2.9772
05051,C,685,0.6634
05051,D,2324,2.2508
05051,E,4993,4.8357
05051,F,799,0.7738
05051,G,1492,1.445
05051,H,3108,3.0101
05051,I,9953,9.6395
05051,J,5756,5.5747
05051,K,7851,7.6037
05051,L,2643,2.5598
05051,M,6298,6.0996
05051,N,8409,8.1442
05051,O,2085,2.0193
05051,P,193,0.1869
05051,Q,196,0.1898
05051,R,12087,11.7063
05051,S,2450,2.3728
05051,T,1135,1.0993
05051,U,405,0.3922
05051,V,8,0.0077
05051,W,41,0.0397
05051,X,27,0.0261
05051,Y,77,0.0746
05051,Z,25766,24.9545
05055,A,427,1.5572
05055,B,276,1.0065
05055,C,400,1.4587
05055,D,130,0.4741
05055,E,782,2.8518
05055,F,492,1.7942
05055,G,583,2.1261
05055,H,983,3.5848
05055,I,592,2.1589
05055,J,1503,5.4812
05055,K,2053,7.487
05055,L,523,1.9073
05055,M,1732,6.3163
05055,N,1788,6.5205
05055,O,403,1.4697
05055,P,16,0.0583
05055,Q,171,0.6236
05055,R,1971,7.1879
05055,S,854,3.1144
05055,T,323,1.1779
05055,U,19,0.0693
05055,V,13,0.0474
05055,W,20,0.0729
05055,X,24,0.0875
05055,Y,9,0.0328
05055,Z,11334,41.3333
05059,A,617,1.2818
05059,B,622,1.2921
05059,C,1580,3.2823
05059,D,658,1.3669
05059,E,2105,4.3729
05059,F,1342,2.7879
05059,G,833,1.7305
05059,H,1882,3.9097
05059,I,10145,21.0753
05059,J,1551,3.2221
05059,K,4640,9.6392
05059,L,1021,2.121
05059,M,2594,5.3888
05059,N,3077,6.3922
05059,O,618,1.2838
05059,P,144,0.2991
05059,Q,138,0.2867
05059,R,4087,8.4904
05059,S,1571,3.2636
05059,T,590,1.2257
05059,U,1357,2.819
05059,V,4,0.0083
05059,W,64,0.133
05059,X,19,0.0395
05059,Y,24,0.0499
05059,Z,6854,14.2385
05079,A,15299,1.6682
05079,B,17137,1.8686
05079,C,12398,1.3519
05079,D,9629,1.0499
05079,E,65233,7.113
05079,F,19965,2.177
05079,G,21073,2.2978
05079,H,37458,4.0844
05079,I,71914,7.8414
05079,J,51199,5.5827
05079,K,67443,7.3539
05079,L,23737,2.5883
05079,M,84003,9.1596
05079,N,51011,5.5622
05079,O,8504,0.9273
05079,P,1286,0.1402
05079,Q,2861,0.312
05079,R,91015,9.9242
05079,S,34871,3.8023
05079,T,11161,1.217
05079,U,4117,0.4489
05079,V,194,0.0212
05079,W,777,0.0847
05079,X,177,0.0193
05079,Y,886,0.0966
05079,Z,213753,23.3075
05086,A,516,1.3922
05086,B,443,1.1952
05086,C,423,1.1413
05086,D,464,1.2519
05086,E,1920,5.1802
05086,F,757,2.0424
05086,G,1183,3.1918
05086,H,1363,3.6774
05086,I,1338,3.61
05086,J,2097,5.6578
05086,K,5187,13.9947
05086,L,1038,2.8006
05086,M,3401,9.176
05086,N,2291,6.1812
05086,O,836,2.2556
05086,P,79,0.2131
05086,Q,216,0.5828
05086,R,3537,9.543
05086,S,1606,4.333
05086,T,442,1.1925
05086,U,409,1.1035
05086,V,22,0.0594
05086,W,68,0.1835
05086,X,14,0.0378
05086,Y,43,0.116
05086,Z,7371,19.8872
05088,A,153657,1.8385
05088,B,104880,1.2549
05088,C,98431,1.1777
05088,D,89661,1.0728
05088,E,470584,5.6306
05088,F,235704,2.8202
05088,G,257321,3.0789
05088,H,329850,3.9467
05088,I,1295096,15.4959
05088,J,439652,5.2605
05088,K,519883,6.2204
05088,L,218630,2.6159
05088,M,705667,8.4434
05088,N,470241,5.6265
05088,O,59243,0.7088
05088,P,9942,0.119
05088,Q,20698,0.2477
05088,R,664591,7.9519
05088,S,222735,2.665
05088,T,63311,0.7575
05088,U,120062,1.4366
05088,V,972,0.0116
05088,W,4887,0.0585
05088,X,1314,0.0157
05088,Y,31826,0.3808
05088,Z,1768805,21.1639
05091,A,565,0.8357
05091,B,941,1.3919
05091,C,784,1.1597
05091,D,690,1.0206
05091,E,3685,5.4509
05091,F,1856,2.7454
05091,G,1469,2.1729
05091,H,2122,3.1389
05091,I,8321,12.3084
05091,J,4699,6.9508
05091,K,5841,8.64
05091,L,1583,2.3416
05091,M,4016,5.9405
05091,N,3923,5.8029
05091,O,1315,1.9452
05091,P,81,0.1198
05091,Q,315,0.4659
05091,R,7803,11.5422
05091,S,3621,5.3562
05091,T,664,0.9822
05091,U,95,0.1405
05091,V,28,0.0414
05091,W,152,0.2248
05091,X,59,0.0873
05091,Y,87,0.1287
05091,Z,12889,19.0654
05093,A,2045,1.0776
05093,B,2247,1.1841
05093,C,2355,1.241
05093,D,1837,0.968
05093,E,8897,4.6884
05093,F,2966,1.563
05093,G,3566,1.8792
05093,H,4764,2.5105
05093,I,32045,16.8867
05093,J,12242,6.4511
05093,K,10389,5.4747
05093,L,3235,1.7047
05093,M,9616,5.0673
05093,N,11611,6.1186
05093,O,2653,1.398
05093,P,99,0.0522
05093,Q,604,0.3183
05093,R,14973,7.8903
05093,S,9256,4.8776
05093,T,1973,1.0397
05093,U,319,0.1681
05093,V,21,0.0111
05093,W,394,0.2076
05093,X,310,0.1634
05093,Y,186,0.098
05093,Z,51162,26.9607
05101,A,5541,0.95
05101,B,7642,1.3102
05101,C,7785,1.3347
05101,D,6349,1.0885
05101,E,35417,6.072
05101,F,16453,2.8208
05101,G,14915,2.5571
05101,H,19688,3.3754
05101,I,75246,12.9004
05101,J,30986,5.3123
05101,K,68673,11.7735
05101,L,12425,2.1302
05101,M,40085,6.8723
05101,N,30808,5.2818
05101,O,6918,1.186
05101,P,1165,0.1997
05101,Q,1518,0.2603
05101,R,63542,10.8939
05101,S,21129,3.6224
05101,T,5227,0.8961
05101,U,6117,1.0487
05101,V,80,0.0137
05101,W,821,0.1408
05101,X,467,0.0801
05101,Y,2307,0.3955
05101,Z,101979,17.4836
05107,A,922,1.1238
05107,B,1517,1.849
05107,C,984,1.1993
05107,D,1187,1.4468
05107,E,2265,2.7607
05107,F,1003,1.2225
05107,G,1711,2.0854
05107,H,1820,2.2183
05107,I,13980,17.0394
05107,J,2483,3.0264
05107,K,3520,4.2903
05107,L,1496,1.8234
05107,M,3272,3.9881
05107,N,5711,6.9608
05107,O,1455,1.7734
05107,P,356,0.4339
05107,Q,314,0.3827
05107,R,10056,12.2567
05107,S,3348,4.0807
05107,T,1010,1.231
05107,U,1977,2.4097
05107,V,4,0.0049
05107,W,122,0.1487
05107,X,140,0.1706
05107,Y,46,0.0561
05107,Z,21346,26.0174
05113,A,626,1.2384
05113,B,912,1.8042
05113,C,1070,2.1167
05113,D,538,1.0643
05113,E,1340,2.6508
05113,F,697,1.3788
05113,G,1161,2.2967
05113,H,1605,3.1751
05113,I,4096,8.1029
05113,J,3321,6.5697
05113,K,4629,9.1573
05113,L,1140,2.2552
05113,M,2945,5.8259
05113,N,3144,6.2196
05113,O,1103,2.182
05113,P,182,0.36
05113,Q,334,0.6607
05113,R,4958,9.8081
05113,S,3145,6.2216
05113,T,680,1.3452
05113,U,277,0.548
05113,V,7,0.0138
05113,W,74,0.1464
05113,X,25,0.0495
05113,Y,112,0.2216
05113,Z,12429,24.5875
05120,A,1952,0.7512
05120,B,9153,3.5223
05120,C,2657,1.0225
05120,D,4262,1.6401
05120,E,8843,3.403
05120,F,2552,0.9821
05120,G,3013,1.1595
05120,H,4467,1.719
05120,I,14441,5.5572
05120,J,8341,3.2098
05120,K,13937,5.3633
05120,L,5314,2.045
05120,M,10284,3.9575
05120,N,15214,5.8547
05120,O,7729,2.9743
05120,P,1568,0.6034
05120,Q,513,0.1974
05120,R,29637,11.405
05120,S,10003,3.8494
05120,T,2355,0.9063
05120,U,11602,4.4647
05120,V,64,0.0246
05120,W,330,0.127
05120,X,415,0.1597
05120,Y,290,0.1116
05120,Z,90923,34.9894
05125,A,355,0.4616
05125,B,796,1.035
05125,C,951,1.2366
05125,D,837,1.0883
05125,E,3209,4.1726
05125,F,1072,1.3939
05125,G,884,1.1495
05125,H,2382,3.0973
05125,I,15319,19.9191
05125,J,3884,5.0503
05125,K,6388,8.3062
05125,L,1453,1.8893
05125,M,3594,4.6732
05125,N,4814,6.2596
05125,O,1491,1.9387
05125,P,87,0.1131
05125,Q,313,0.407
05125,R,7939,10.323
05125,S,3818,4.9645
05125,T,933,1.2132
05125,U,289,0.3758
05125,V,18,0.0234
05125,W,74,0.0962
05125,X,63,0.0819
05125,Y,74,0.0962
05125,Z,15869,20.6343
05129,A,27686,1.7679
05129,B,27862,1.7792
05129,C,18097,1.1556
05129,D,15842,1.0116
05129,E,96541,6.1648
05129,F,42273,2.6994
05129,G,44267,2.8267
05129,H,75580,4.8263
05129,I,101300,6.4687
05129,J,105381,6.7293
05129,K,98068,6.2623
05129,L,47411,3.0275
05129,M,138445,8.8406
05129,N,99129,6.33
05129,O,11633,0.7428
05129,P,2369,0.1513
05129,Q,3960,0.2529
05129,R,107955,6.8936
05129,S,44801,2.8608
05129,T,17303,1.1049
05129,U,52812,3.3724
05129,V,158,0.0101
05129,W,1087,0.0694
05129,X,238,0.0152
05129,Y,1179,0.0753
05129,Z,384631,24.5612
05134,A,263,0.5665
05134,B,777,1.6736
05134,C,424,0.9133
05134,D,325,0.7
05134,E,2391,5.1501
05134,F,671,1.4453
05134,G,728,1.5681
05134,H,2453,5.2837
05134,I,9661,20.8095
05134,J,2974,6.4059
05134,K,4289,9.2384
05134,L,1096,2.3607
05134,M,2451,5.2794
05134,N,2075,4.4695
05134,O,672,1.4475
05134,P,116,0.2499
05134,Q,137,0.2951
05134,R,3161,6.8087
05134,S,2205,4.7495
05134,T,554,1.1933
05134,U,118,0.2542
05134,V,6,0.0129
05134,W,68,0.1465
05134,X,55,0.1185
05134,Y,73,0.1572
05134,Z,8683,18.7029
05138,A,1455,0.7789
05138,B,2618,1.4015
05138,C,2539,1.3592
05138,D,1891,1.0123
05138,E,5788,3.0985
05138,F,1929,1.0327
05138,G,3487,1.8667
05138,H,5694,3.0482
05138,I,29705,15.9022
05138,J,12010,6.4294
05138,K,11806,6.3202
05138,L,5271,2.8218
05138,M,13678,7.3223
05138,N,11499,6.1558
05138,O,2324,1.2441
05138,P,283,0.1515
05138,Q,533,0.2853
05138,R,20677,11.0692
05138,S,7904,4.2313
05138,T,2287,1.2243
05138,U,1807,0.9674
05138,V,35,0.0187
05138,W,394,0.2109
05138,X,119,0.0637
05138,Y,164,0.0878
05138,Z,40901,21.8958
05142,A,815,1.7305
05142,B,1055,2.2401
05142,C,1641,3.4844
05142,D,766,1.6265
05142,E,2143,4.5503
05142,F,700,1.4863
05142,G,733,1.5564
05142,H,2020,4.2891
05142,I,8634,18.3328
05142,J,1829,3.8836
05142,K,4783,10.1559
05142,L,1057,2.2444
05142,M,2483,5.2722
05142,N,2135,4.5333
05142,O,694,1.4736
05142,P,62,0.1316
05142,Q,116,0.2463
05142,R,4498,9.5507
05142,S,2126,4.5142
05142,T,436,0.9258
05142,U,250,0.5308
05142,V,10,0.0212
05142,W,106,0.2251
05142,X,18,0.0382
05142,Y,62,0.1316
05142,Z,7924,16.8252
05145,A,417,0.4952
05145,B,948,1.1257
05145,C,1579,1.875
05145,D,1024,1.216
05145,E,5780,6.8636
05145,F,1681,1.9962
05145,G,1592,1.8905
05145,H,2966,3.5221
05145,I,14508,17.2279
05145,J,6643,7.8884
05145,K,8808,10.4593
05145,L,2087,2.4783
05145,M,7285,8.6508
05145,N,5379,6.3875
05145,O,928,1.102
05145,P,47,0.0558
05145,Q,194,0.2304
05145,R,7805,9.2683
05145,S,3183,3.7797
05145,T,840,0.9975
05145,U,163,0.1936
05145,V,2,0.0024
05145,W,66,0.0784
05145,X,42,0.0499
05145,Y,53,0.0629
05145,Z,10192,12.1028
05147,A,9660,1.0397
05147,B,25389,2.7325
05147,C,7987,0.8596
05147,D,12262,1.3197
05147,E,47459,5.1079
05147,F,11977,1.2891
05147,G,15557,1.6744
05147,H,40211,4.3278
05147,I,64900,6.985
05147,J,50479,5.4329
05147,K,83046,8.938
05147,L,27173,2.9246
05147,M,72677,7.822
05147,N,62047,6.6779
05147,O,13319,1.4335
05147,P,1684,0.1812
05147,Q,2590,0.2788
05147,R,106787,11.4932
05147,S,30565,3.2896
05147,T,8039,0.8652
05147,U,3703,0.3985
05147,V,143,0.0154
05147,W,980,0.1055
05147,X,321,0.0345
05147,Y,1385,0.1491
05147,Z,228793,24.6244
05148,A,8577,1.7743
05148,B,5381,1.1131
05148,C,6773,1.4011
05148,D,5252,1.0865
05148,E,19779,4.0916
05148,F,14939,3.0904
05148,G,8698,1.7993
05148,H,20894,4.3222
05148,I,20311,4.2016
05148,J,27624,5.7145
05148,K,34815,7.202
05148,L,12774,2.6425
05148,M,42951,8.8851
05148,N,22096,4.5709
05148,O,11070,2.29
05148,P,1569,0.3246
05148,Q,1718,0.3554
05148,R,41981,8.6844
05148,S,22203,4.593
05148,T,5348,1.1063
05148,U,792,0.1638
05148,V,82,0.017
05148,W,654,0.1353
05148,X,215,0.0445
05148,Y,348,0.072
05148,Z,146562,30.3186
05150,A,122,0.2959
05150,B,718,1.7412
05150,C,618,1.4987
05150,D,599,1.4526
05150,E,2286,5.5436
05150,F,2183,5.2938
05150,G,1359,3.2956
05150,H,1386,3.3611
05150,I,8754,21.2285
05150,J,1968,4.7724
05150,K,3562,8.6379
05150,L,833,2.02
05150,M,2203,5.3423
05150,N,2419,5.8661
05150,O,311,0.7542
05150,P,12,0.0291
05150,Q,69,0.1673
05150,R,4752,11.5236
05150,S,1663,4.0328
05150,T,577,1.3992
05150,U,375,0.9094
05150,V,12,0.0291
05150,W,110,0.2668
05150,X,11,0.0267
05150,Y,31,0.0752
05150,Z,4304,10.4372
05154,A,21883,1.0711
05154,B,57663,2.8224
05154,C,18342,0.8978
05154,D,33404,1.635
05154,E,112077,5.4859
05154,F,28876,1.4134
05154,G,41277,2.0204
05154,H,66599,3.2598
05154,I,157779,7.7228
05154,J,96618,4.7292
05154,K,256275,12.5439
05154,L,55764,2.7295
05154,M,139446,6.8255
05154,N,141459,6.924
05154,O,31339,1.534
05154,P,5912,0.2894
05154,Q,6111,0.2991
05154,R,241222,11.8071
05154,S,65665,3.2141
05154,T,14913,0.7299
05154,U,22488,1.1007
05154,V,696,0.0341
05154,W,1760,0.0861
05154,X,1293,0.0633
05154,Y,6070,0.2971
05154,Z,418087,20.4642
05172,A,11479,1.2097
05172,B,18602,1.9603
05172,C,7011,0.7388
05172,D,10281,1.0834
05172,E,44150,4.6526
05172,F,12258,1.2918
05172,G,15046,1.5856
05172,H,46000,4.8476
05172,I,81444,8.5827
05172,J,43281,4.561
05172,K,83901,8.8417
05172,L,25844,2.7235
05172,M,68873,7.258
05172,N,61513,6.4824
05172,O,13292,1.4007
05172,P,1924,0.2028
05172,Q,3487,0.3675
05172,R,102493,10.8009
05172,S,39214,4.1324
05172,T,11821,1.2457
05172,U,4409,0.4646
05172,V,99,0.0104
05172,W,1437,0.1514
05172,X,668,0.0704
05172,Y,2223,0.2343
05172,Z,238179,25.0998
05190,A,1122,1.3856
05190,B,1111,1.372
05190,C,887,1.0954
05190,D,1045,1.2905
05190,E,3038,3.7516
05190,F,1775,2.192
05190,G,1278,1.5782
05190,H,2868,3.5417
05190,I,16786,20.7291
05190,J,4519,5.5805
05190,K,8612,10.635
05190,L,1505,1.8585
05190,M,5503,6.7957
05190,N,4826,5.9596
05190,O,846,1.0447
05190,P,52,0.0642
05190,Q,213,0.263
05190,R,12649,15.6203
05190,S,3031,3.743
05190,T,804,0.9929
05190,U,251,0.31
05190,V,57,0.0704
05190,W,86,0.1062
05190,X,49,0.0605
05190,Y,70,0.0864
05190,Z,7995,9.8731
05197,A,615,0.943
05197,B,541,0.8295
05197,C,2004,3.0727
05197,D,819,1.2557
05197,E,2814,4.3146
05197,F,1445,2.2156
05197,G,1139,1.7464
05197,H,3322,5.0935
05197,I,5373,8.2383
05197,J,2776,4.2564
05197,K,4701,7.2079
05197,L,1778,2.7262
05197,M,4483,6.8737
05197,N,3442,5.2775
05197,O,1172,1.797
05197,P,201,0.3082
05197,Q,228,0.3496
05197,R,9213,14.126
05197,S,2884,4.422
05197,T,661,1.0135
05197,U,533,0.8172
05197,V,28,0.0429
05197,W,99,0.1518
05197,X,132,0.2024
05197,Y,88,0.1349
05197,Z,14729,22.5836
05206,A,112,0.5396
05206,B,200,0.9636
05206,C,295,1.4213
05206,D,187,0.901
05206,E,1138,5.483
05206,F,463,2.2308
05206,G,279,1.3443
05206,H,922,4.4423
05206,I,2264,10.9082
05206,J,1058,5.0976
05206,K,2525,12.1657
05206,L,596,2.8716
05206,M,1546,7.4488
05206,N,934,4.5001
05206,O,285,1.3732
05206,P,16,0.0771
05206,Q,58,0.2795
05206,R,2405,11.5876
05206,S,910,4.3845
05206,T,192,0.9251
05206,U,83,0.3999
05206,V,3,0.0145
05206,W,37,0.1783
05206,X,1,0.0048
05206,Y,10,0.0482
05206,Z,4236,20.4095
05209,A,964,0.6573
05209,B,1482,1.0105
05209,C,2101,1.4325
05209,D,1759,1.1993
05209,E,4905,3.3444
05209,F,2490,1.6977
05209,G,2917,1.9889
05209,H,5666,3.8632
05209,I,38448,26.2148
05209,J,8076,5.5064
05209,K,9109,6.2108
05209,L,3431,2.3393
05209,M,6908,4.7101
05209,N,7419,5.0585
05209,O,2748,1.8737
05209,P,156,0.1064
05209,Q,565,0.3852
05209,R,15880,10.8274
05209,S,5971,4.0712
05209,T,1272,0.8673
05209,U,520,0.3545
05209,V,85,0.058
05209,W,255,0.1739
05209,X,139,0.0948
05209,Y,92,0.0627
05209,Z,23307,15.8913
05212,A,40055,2.5032
05212,B,22721,1.42
05212,C,21050,1.3155
05212,D,20289,1.268
05212,E,116044,7.2522
05212,F,48580,3.036
05212,G,38463,2.4038
05212,H,78807,4.9251
05212,I,142239,8.8893
05212,J,93257,5.8281
05212,K,116300,7.2682
05212,L,48170,3.0104
05212,M,135925,8.4947
05212,N,92971,5.8102
05212,O,10316,0.6447
05212,P,2188,0.1367
05212,Q,4742,0.2964
05212,R,131584,8.2234
05212,S,51807,3.2377
05212,T,15790,0.9868
05212,U,50253,3.1406
05212,V,209,0.0131
05212,W,1104,0.069
05212,X,333,0.0208
05212,Y,2411,0.1507
05212,Z,314515,19.6557
05234,A,3596,1.2484
05234,B,8008,2.7801
05234,C,3760,1.3053
05234,D,2700,0.9373
05234,E,12518,4.3458
05234,F,6670,2.3156
05234,G,5892,2.0455
05234,H,7427,2.5784
05234,I,18921,6.5687
