cod_mpio,cod_dpto,nom_mpio,a_o,poblacion,pct_rural_disperso,fuente
15238,15,DUITAMA,2021,129463.0,11.287,dane
15244,15,EL COCUY,2017,4204.0,47.05,dane
15244,15,EL COCUY,2018,4204.0,47.05,dane
15244,15,EL COCUY,2019,4232.0,46.337,dane
15244,15,EL COCUY,2020,4283.0,45.972,dane
15244,15,EL COCUY,2021,4282.0,45.866,dane
15248,15,EL ESPINO,2017,3062.0,55.062,dane
15248,15,EL ESPINO,2018,3062.0,55.062,dane
15248,15,EL ESPINO,2019,3083.0,54.525,dane
15248,15,EL ESPINO,2020,3089.0,54.257,dane
15248,15,EL ESPINO,2021,3122.0,54.1,dane
15272,15,FIRAVITOBA,2017,6637.0,62.076,dane
15272,15,FIRAVITOBA,2018,6637.0,62.076,dane
15272,15,FIRAVITOBA,2019,6743.0,61.738,dane
15272,15,FIRAVITOBA,2020,6859.0,61.715,dane
15272,15,FIRAVITOBA,2021,6921.0,61.364,dane
15276,15,FLORESTA,2017,3250.0,64.185,dane
15276,15,FLORESTA,2018,3250.0,64.185,dane
15276,15,FLORESTA,2019,3267.0,63.3,dane
15276,15,FLORESTA,2020,3315.0,62.534,dane
15276,15,FLORESTA,2021,3328.0,62.29,dane
15293,15,GACHANTIVÁ,2017,2771.0,79.646,dane
15293,15,GACHANTIVÁ,2018,2771.0,79.646,dane
15293,15,GACHANTIVÁ,2019,2800.0,78.75,dane
15293,15,GACHANTIVÁ,2020,2812.0,78.627,dane
15293,15,GACHANTIVÁ,2021,2807.0,78.126,dane
15296,15,GÁMEZA,2017,4826.0,72.234,dane
15296,15,GÁMEZA,2018,4826.0,72.234,dane
15296,15,GÁMEZA,2019,4809.0,71.782,dane
15296,15,GÁMEZA,2020,4832.0,71.751,dane
15296,15,GÁMEZA,2021,4802.0,71.512,dane
15299,15,GARAGOA,2017,18005.0,30.664,dane
15299,15,GARAGOA,2018,18005.0,30.664,dane
15299,15,GARAGOA,2019,18265.0,30.03,dane
15299,15,GARAGOA,2020,18534.0,29.767,dane
15299,15,GARAGOA,2021,18764.0,29.519,dane
15317,15,GUACAMAYAS,2017,1844.0,66.106,dane
15317,15,GUACAMAYAS,2018,1844.0,66.106,dane
15317,15,GUACAMAYAS,2019,1860.0,65.591,dane
15317,15,GUACAMAYAS,2020,1860.0,65.108,dane
15317,15,GUACAMAYAS,2021,1847.0,64.537,dane
15322,15,GUATEQUE,2017,10737.0,28.276,dane
15322,15,GUATEQUE,2018,10737.0,28.276,dane
15322,15,GUATEQUE,2019,10887.0,28.089,dane
15322,15,GUATEQUE,2020,10998.0,28.178,dane
15322,15,GUATEQUE,2021,11116.0,28.068,dane
15325,15,GUAYATÁ,2017,3377.0,66.923,dane
15325,15,GUAYATÁ,2018,3377.0,66.923,dane
15325,15,GUAYATÁ,2019,3425.0,65.985,dane
15325,15,GUAYATÁ,2020,3424.0,65.654,dane
15325,15,GUAYATÁ,2021,3457.0,65.461,dane
15332,15,GÜICÁN DE LA SIERRA,2017,4262.0,67.832,dane
15332,15,GÜICÁN DE LA SIERRA,2018,4262.0,67.832,dane
15332,15,GÜICÁN DE LA SIERRA,2019,4282.0,67.445,dane
15332,15,GÜICÁN DE LA SIERRA,2020,4337.0,67.489,dane
15332,15,GÜICÁN DE LA SIERRA,2021,4352.0,67.325,dane
15362,15,IZA,2017,1939.0,39.917,dane
15362,15,IZA,2018,1939.0,39.917,dane
15362,15,IZA,2019,1952.0,39.344,dane
15362,15,IZA,2020,1963.0,39.124,dane
15362,15,IZA,2021,1956.0,38.65,dane
15367,15,JENESANO,2017,7164.0,76.033,dane
15367,15,JENESANO,2018,7164.0,76.033,dane
15367,15,JENESANO,2019,7205.0,75.461,dane
15367,15,JENESANO,2020,7326.0,74.966,dane
15367,15,JENESANO,2021,7360.0,74.538,dane
15368,15,JERICÓ,2017,3909.0,69.02,dane
15368,15,JERICÓ,2018,3909.0,69.02,dane
15368,15,JERICÓ,2019,3929.0,68.083,dane
15368,15,JERICÓ,2020,3987.0,67.218,dane
15368,15,JERICÓ,2021,3994.0,66.925,dane
15377,15,LABRANZAGRANDE,2017,3530.0,68.159,dane
15377,15,LABRANZAGRANDE,2018,3530.0,68.159,dane
15377,15,LABRANZAGRANDE,2019,3581.0,67.104,dane
15377,15,LABRANZAGRANDE,2020,3632.0,66.052,dane
15377,15,LABRANZAGRANDE,2021,3678.0,65.552,dane
15380,15,LA CAPILLA,2017,2689.0,61.993,dane
15380,15,LA CAPILLA,2018,2689.0,61.993,dane
15380,15,LA CAPILLA,2019,2673.0,61.055,dane
15380,15,LA CAPILLA,2020,2677.0,60.59,dane
15380,15,LA CAPILLA,2021,2649.0,60.362,dane
15401,15,LA VICTORIA,2017,1125.0,63.733,dane
15401,15,LA VICTORIA,2018,1125.0,63.733,dane
15401,15,LA VICTORIA,2019,1116.0,62.634,dane
15401,15,LA VICTORIA,2020,1116.0,62.455,dane
15401,15,LA VICTORIA,2021,1138.0,61.951,dane
15403,15,LA UVITA,2017,2990.0,56.656,dane
15403,15,LA UVITA,2018,2990.0,56.656,dane
15403,15,LA UVITA,2019,2980.0,55.604,dane
15403,15,LA UVITA,2020,2969.0,54.598,dane
15403,15,LA UVITA,2021,2952.0,54.234,dane
15407,15,VILLA DE LEYVA,2017,16117.0,50.543,dane
15407,15,VILLA DE LEYVA,2018,16117.0,50.543,dane
15407,15,VILLA DE LEYVA,2019,16673.0,50.147,dane
15407,15,VILLA DE LEYVA,2020,17233.0,50.084,dane
15407,15,VILLA DE LEYVA,2021,17729.0,49.8,dane
15425,15,MACANAL,2017,4943.0,76.876,dane
15425,15,MACANAL,2018,4943.0,76.876,dane
15425,15,MACANAL,2019,5021.0,76.14,dane
15425,15,MACANAL,2020,5124.0,75.781,dane
15425,15,MACANAL,2021,5166.0,75.455,dane
15442,15,MARIPÍ,2017,5705.0,86.293,dane
15442,15,MARIPÍ,2018,5705.0,86.293,dane
15442,15,MARIPÍ,2019,5744.0,85.62,dane
15442,15,MARIPÍ,2020,5834.0,85.139,dane
15442,15,MARIPÍ,2021,5845.0,84.893,dane
15455,15,MIRAFLORES,2017,8856.0,39.95,dane
15455,15,MIRAFLORES,2018,8856.0,39.95,dane
15455,15,MIRAFLORES,2019,8915.0,39.192,dane
15455,15,MIRAFLORES,2020,8975.0,38.852,dane
15455,15,MIRAFLORES,2021,9014.0,38.584,dane
15464,15,MONGUA,2017,4634.0,56.431,dane
15464,15,MONGUA,2018,4634.0,56.431,dane
15464,15,MONGUA,2019,4629.0,56.211,dane
15464,15,MONGUA,2020,4641.0,55.915,dane
15464,15,MONGUA,2021,4641.0,55.484,dane
15466,15,MONGUÍ,2017,4242.0,44.46,dane
15466,15,MONGUÍ,2018,4242.0,44.46,dane
15466,15,MONGUÍ,2019,4258.0,44.833,dane
15466,15,MONGUÍ,2020,4297.0,45.404,dane
15466,15,MONGUÍ,2021,4300.0,45.186,dane
15469,15,MONIQUIRÁ,2017,22564.0,48.334,dane
15469,15,MONIQUIRÁ,2018,22564.0,48.334,dane
15469,15,MONIQUIRÁ,2019,22830.0,47.7,dane
15469,15,MONIQUIRÁ,2020,23146.0,47.412,dane
15469,15,MONIQUIRÁ,2021,23348.0,47.139,dane
15476,15,MOTAVITA,2017,5520.0,86.413,dane
15476,15,MOTAVITA,2018,5520.0,86.413,dane
15476,15,MOTAVITA,2019,5508.0,85.566,dane
15476,15,MOTAVITA,2020,5539.0,85.015,dane
15476,15,MOTAVITA,2021,5463.0,84.66,dane
15480,15,MUZO,2017,8623.0,36.843,dane
15480,15,MUZO,2018,8623.0,36.843,dane
15480,15,MUZO,2019,8568.0,35.236,dane
15480,15,MUZO,2020,8550.0,34.246,dane
15480,15,MUZO,2021,8485.0,33.978,dane
15491,15,NOBSA,2017,15904.0,68.039,dane
15491,15,NOBSA,2018,15904.0,68.039,dane
15491,15,NOBSA,2019,16159.0,67.424,dane
15491,15,NOBSA,2020,16444.0,67.18,dane
15491,15,NOBSA,2021,16612.0,66.837,dane
15494,15,NUEVO COLÓN,2017,5096.0,80.102,dane
15494,15,NUEVO COLÓN,2018,5096.0,80.102,dane
15494,15,NUEVO COLÓN,2019,5126.0,79.614,dane
15494,15,NUEVO COLÓN,2020,5212.0,78.991,dane
15494,15,NUEVO COLÓN,2021,5216.0,78.758,dane
15500,15,OICATÁ,2017,2809.0,85.546,dane
15500,15,OICATÁ,2018,2809.0,85.546,dane
15500,15,OICATÁ,2019,2827.0,85.214,dane
15500,15,OICATÁ,2020,2869.0,84.699,dane
15500,15,OICATÁ,2021,2900.0,84.138,dane
15507,15,OTANCHE,2017,8002.0,56.423,dane
15507,15,OTANCHE,2018,8002.0,56.423,dane
15507,15,OTANCHE,2019,8041.0,55.491,dane
15507,15,OTANCHE,2020,8144.0,54.875,dane
15507,15,OTANCHE,2021,8149.0,54.485,dane
15511,15,PACHAVITA,2017,2438.0,78.63,dane
15511,15,PACHAVITA,2018,2438.0,78.63,dane
15511,15,PACHAVITA,2019,2441.0,77.96,dane
15511,15,PACHAVITA,2020,2436.0,77.34,dane
15511,15,PACHAVITA,2021,2416.0,77.028,dane
15514,15,PÁEZ,2017,3272.0,58.313,dane
15514,15,PÁEZ,2018,3272.0,58.313,dane
15514,15,PÁEZ,2019,3286.0,57.212,dane
15514,15,PÁEZ,2020,3343.0,56.835,dane
15514,15,PÁEZ,2021,3357.0,56.181,dane
15516,15,PAIPA,2017,33587.0,39.798,dane
15516,15,PAIPA,2018,33587.0,39.798,dane
15516,15,PAIPA,2019,34414.0,39.013,dane
15516,15,PAIPA,2020,35217.0,38.618,dane
15516,15,PAIPA,2021,35949.0,38.354,dane
15518,15,PAJARITO,2017,2375.0,59.958,dane
15518,15,PAJARITO,2018,2375.0,59.958,dane
15518,15,PAJARITO,2019,2371.0,59.131,dane
15518,15,PAJARITO,2020,2352.0,58.163,dane
15518,15,PAJARITO,2021,2324.0,57.616,dane
15522,15,PANQUEBA,2017,1711.0,52.25,dane
15522,15,PANQUEBA,2018,1711.0,52.25,dane
15522,15,PANQUEBA,2019,1715.0,51.137,dane
15522,15,PANQUEBA,2020,1726.0,50.406,dane
15522,15,PANQUEBA,2021,1731.0,50.78,dane
15531,15,PAUNA,2017,7154.0,70.632,dane
15531,15,PAUNA,2018,7154.0,70.632,dane
15531,15,PAUNA,2019,7199.0,70.01,dane
15531,15,PAUNA,2020,7293.0,69.546,dane
15531,15,PAUNA,2021,7316.0,69.109,dane
15533,15,PAYA,2017,2583.0,81.611,dane
15533,15,PAYA,2018,2583.0,81.611,dane
15533,15,PAYA,2019,2623.0,80.785,dane
15533,15,PAYA,2020,2674.0,80.292,dane
15533,15,PAYA,2021,2699.0,79.77,dane
15537,15,PAZ DE RÍO,2017,4285.0,34.469,dane
15537,15,PAZ DE RÍO,2018,4285.0,34.469,dane
15537,15,PAZ DE RÍO,2019,4311.0,33.96,dane
15537,15,PAZ DE RÍO,2020,4351.0,34.038,dane
15537,15,PAZ DE RÍO,2021,4366.0,33.761,dane
15542,15,PESCA,2017,6809.0,66.838,dane
15542,15,PESCA,2018,6809.0,66.838,dane
15542,15,PESCA,2019,6864.0,66.128,dane
15542,15,PESCA,2020,6949.0,65.88,dane
15542,15,PESCA,2021,6968.0,65.442,dane
15550,15,PISBA,2017,1755.0,69.288,dane
15550,15,PISBA,2018,1755.0,69.288,dane
15550,15,PISBA,2019,1777.0,69.33,dane
15550,15,PISBA,2020,1846.0,68.472,dane
15550,15,PISBA,2021,1866.0,68.596,dane
15572,15,PUERTO BOYACÁ,2017,46921.0,28.983,dane
15572,15,PUERTO BOYACÁ,2018,46921.0,28.983,dane
15572,15,PUERTO BOYACÁ,2019,47185.0,28.503,dane
15572,15,PUERTO BOYACÁ,2020,47447.0,28.288,dane
15572,15,PUERTO BOYACÁ,2021,47641.0,28.104,dane
15580,15,QUÍPAMA,2017,4868.0,72.514,dane
15580,15,QUÍPAMA,2018,4868.0,72.514,dane
15580,15,QUÍPAMA,2019,4899.0,71.892,dane
15580,15,QUÍPAMA,2020,4951.0,71.541,dane
15580,15,QUÍPAMA,2021,4971.0,71.193,dane
15599,15,RAMIRIQUÍ,2017,9861.0,58.493,dane
15599,15,RAMIRIQUÍ,2018,9861.0,58.493,dane
15599,15,RAMIRIQUÍ,2019,9916.0,57.906,dane
15599,15,RAMIRIQUÍ,2020,10031.0,57.572,dane
15599,15,RAMIRIQUÍ,2021,10087.0,57.272,dane
15600,15,RÁQUIRA,2017,7822.0,71.465,dane
15600,15,RÁQUIRA,2018,7822.0,71.465,dane
15600,15,RÁQUIRA,2019,7883.0,70.049,dane
15600,15,RÁQUIRA,2020,7983.0,69.084,dane
15600,15,RÁQUIRA,2021,8023.0,68.366,dane
15621,15,RONDÓN,2017,2395.0,74.53,dane
15621,15,RONDÓN,2018,2395.0,74.53,dane
15621,15,RONDÓN,2019,2413.0,73.767,dane
15621,15,RONDÓN,2020,2443.0,73.025,dane
15621,15,RONDÓN,2021,2451.0,72.623,dane
15632,15,SABOYÁ,2017,13449.0,92.609,dane
15632,15,SABOYÁ,2018,13449.0,92.609,dane
15632,15,SABOYÁ,2019,13662.0,92.11,dane
15632,15,SABOYÁ,2020,13978.0,91.744,dane
15632,15,SABOYÁ,2021,14124.0,91.369,dane
15638,15,SÁCHICA,2017,5444.0,52.241,dane
15638,15,SÁCHICA,2018,5444.0,52.241,dane
15638,15,SÁCHICA,2019,5601.0,51.937,dane
15638,15,SÁCHICA,2020,5780.0,51.765,dane
15638,15,SÁCHICA,2021,5913.0,51.429,dane
15646,15,SAMACÁ,2017,18240.0,60.8,dane
15646,15,SAMACÁ,2018,18240.0,60.8,dane
15646,15,SAMACÁ,2019,18478.0,60.201,dane
15646,15,SAMACÁ,2020,18794.0,59.939,dane
15646,15,SAMACÁ,2021,18953.0,59.553,dane
15660,15,SAN EDUARDO,2017,1697.0,57.101,dane
15660,15,SAN EDUARDO,2018,1697.0,57.101,dane
15660,15,SAN EDUARDO,2019,1709.0,55.061,dane
15660,15,SAN EDUARDO,2020,1717.0,53.931,dane
15660,15,SAN EDUARDO,2021,1705.0,53.783,dane
15664,15,SAN JOSÉ DE PARE,2017,4961.0,79.923,dane
15664,15,SAN JOSÉ DE PARE,2018,4961.0,79.923,dane
15664,15,SAN JOSÉ DE PARE,2019,4958.0,79.488,dane
15664,15,SAN JOSÉ DE PARE,2020,4972.0,79.063,dane
15664,15,SAN JOSÉ DE PARE,2021,4955.0,78.708,dane
15667,15,SAN LUIS DE GACENO,2017,5477.0,54.939,dane
15667,15,SAN LUIS DE GACENO,2018,5477.0,54.939,dane
15667,15,SAN LUIS DE GACENO,2019,5470.0,54.589,dane
15667,15,SAN LUIS DE GACENO,2020,5500.0,54.491,dane
15667,15,SAN LUIS DE GACENO,2021,5460.0,54.066,dane
15673,15,SAN MATEO,2017,3317.0,64.576,dane
15673,15,SAN MATEO,2018,3317.0,64.576,dane
15673,15,SAN MATEO,2019,3334.0,63.287,dane
15673,15,SAN MATEO,2020,3390.0,62.655,dane
15673,15,SAN MATEO,2021,3392.0,62.235,dane
15676,15,SAN MIGUEL DE SEMA,2017,2971.0,86.436,dane
15676,15,SAN MIGUEL DE SEMA,2018,2971.0,86.436,dane
15676,15,SAN MIGUEL DE SEMA,2019,3016.0,85.378,dane
15676,15,SAN MIGUEL DE SEMA,2020,3035.0,85.338,dane
15676,15,SAN MIGUEL DE SEMA,2021,3058.0,85.088,dane
15681,15,SAN PABLO DE BORBUR,2017,6552.0,88.4,dane
15681,15,SAN PABLO DE BORBUR,2018,6552.0,88.4,dane
15681,15,SAN PABLO DE BORBUR,2019,6597.0,87.964,dane
15681,15,SAN PABLO DE BORBUR,2020,6700.0,87.642,dane
15681,15,SAN PABLO DE BORBUR,2021,6720.0,87.262,dane
15686,15,SANTANA,2017,7514.0,66.196,dane
15686,15,SANTANA,2018,7514.0,66.196,dane
15686,15,SANTANA,2019,7601.0,65.557,dane
15686,15,SANTANA,2020,7686.0,65.288,dane
15686,15,SANTANA,2021,7722.0,65.022,dane
15690,15,SANTA MARÍA,2017,3560.0,40.225,dane
15690,15,SANTA MARÍA,2018,3560.0,40.225,dane
15690,15,SANTA MARÍA,2019,3597.0,40.117,dane
15690,15,SANTA MARÍA,2020,3616.0,40.21,dane
15690,15,SANTA MARÍA,2021,3619.0,39.762,dane
15693,15,SANTA ROSA DE VITERBO,2017,13097.0,38.788,dane
15693,15,SANTA ROSA DE VITERBO,2018,13097.0,38.788,dane
15693,15,SANTA ROSA DE VITERBO,2019,13194.0,38.48,dane
15693,15,SANTA ROSA DE VITERBO,2020,13299.0,38.582,dane
15693,15,SANTA ROSA DE VITERBO,2021,13366.0,38.381,dane
15696,15,SANTA SOFÍA,2017,3166.0,67.246,dane
15696,15,SANTA SOFÍA,2018,3166.0,67.246,dane
15696,15,SANTA SOFÍA,2019,3211.0,66.739,dane
15696,15,SANTA SOFÍA,2020,3233.0,66.749,dane
15696,15,SANTA SOFÍA,2021,3286.0,66.038,dane
15720,15,SATIVANORTE,2017,2202.0,68.983,dane
15720,15,SATIVANORTE,2018,2202.0,68.983,dane
15720,15,SATIVANORTE,2019,2198.0,68.289,dane
15720,15,SATIVANORTE,2020,2211.0,67.888,dane
15720,15,SATIVANORTE,2021,2181.0,67.309,dane
15723,15,SATIVASUR,2017,1077.0,72.702,dane
15723,15,SATIVASUR,2018,1077.0,72.702,dane
15723,15,SATIVASUR,2019,1085.0,71.797,dane
15723,15,SATIVASUR,2020,1084.0,71.402,dane
15723,15,SATIVASUR,2021,1074.0,69.926,dane
15740,15,SIACHOQUE,2017,6677.0,83.001,dane
15740,15,SIACHOQUE,2018,6677.0,83.001,dane
15740,15,SIACHOQUE,2019,6720.0,82.634,dane
15740,15,SIACHOQUE,2020,6837.0,82.273,dane
15740,15,SIACHOQUE,2021,6842.0,82.052,dane
15753,15,SOATÁ,2017,9102.0,28.884,dane
15753,15,SOATÁ,2018,9102.0,28.884,dane
15753,15,SOATÁ,2019,9160.0,28.1,dane
15753,15,SOATÁ,2020,9223.0,27.746,dane
15753,15,SOATÁ,2021,9268.0,27.482,dane
15755,15,SOCOTÁ,2017,7242.0,80.088,dane
15755,15,SOCOTÁ,2018,7242.0,80.088,dane
15755,15,SOCOTÁ,2019,7304.0,79.313,dane
15755,15,SOCOTÁ,2020,7391.0,78.704,dane
15755,15,SOCOTÁ,2021,7422.0,78.402,dane
15757,15,SOCHA,2017,7935.0,46.074,dane
15757,15,SOCHA,2018,7935.0,46.074,dane
15757,15,SOCHA,2019,8046.0,45.675,dane
15757,15,SOCHA,2020,8161.0,45.521,dane
15757,15,SOCHA,2021,8229.0,45.23,dane
15759,15,SOGAMOSO,2017,128183.0,11.887,dane
15759,15,SOGAMOSO,2018,128183.0,11.887,dane
15759,15,SOGAMOSO,2019,130006.0,11.612,dane
15759,15,SOGAMOSO,2020,131421.0,11.466,dane
15759,15,SOGAMOSO,2021,133104.0,11.377,dane
15761,15,SOMONDOCO,2017,2894.0,77.021,dane
15761,15,SOMONDOCO,2018,2894.0,77.021,dane
15761,15,SOMONDOCO,2019,2897.0,76.493,dane
15761,15,SOMONDOCO,2020,2948.0,76.085,dane
15761,15,SOMONDOCO,2021,2951.0,75.974,dane
15762,15,SORA,2017,3008.0,83.344,dane
15762,15,SORA,2018,3008.0,83.344,dane
15762,15,SORA,2019,3040.0,82.862,dane
15762,15,SORA,2020,3090.0,82.654,dane
15762,15,SORA,2021,3098.0,82.569,dane
15763,15,SOTAQUIRÁ,2017,8089.0,88.701,dane
15763,15,SOTAQUIRÁ,2018,8089.0,88.701,dane
15763,15,SOTAQUIRÁ,2019,8128.0,88.25,dane
15763,15,SOTAQUIRÁ,2020,8205.0,88.02,dane
15763,15,SOTAQUIRÁ,2021,8207.0,87.657,dane
15764,15,SORACÁ,2017,5910.0,75.059,dane
15764,15,SORACÁ,2018,5910.0,75.059,dane
15764,15,SORACÁ,2019,5977.0,74.184,dane
15764,15,SORACÁ,2020,6074.0,73.724,dane
15764,15,SORACÁ,2021,6121.0,73.158,dane
15774,15,SUSACÓN,2017,2705.0,77.227,dane
15774,15,SUSACÓN,2018,2705.0,77.227,dane
15774,15,SUSACÓN,2019,2720.0,76.985,dane
15774,15,SUSACÓN,2020,2754.0,76.507,dane
15774,15,SUSACÓN,2021,2773.0,76.235,dane
15776,15,SUTAMARCHÁN,2017,6047.0,65.09,dane
15776,15,SUTAMARCHÁN,2018,6047.0,65.09,dane
15776,15,SUTAMARCHÁN,2019,6134.0,64.314,dane
15776,15,SUTAMARCHÁN,2020,6199.0,64.123,dane
15776,15,SUTAMARCHÁN,2021,6249.0,63.594,dane
15778,15,SUTATENZA,2017,4197.0,82.487,dane
15778,15,SUTATENZA,2018,4197.0,82.487,dane
15778,15,SUTATENZA,2019,4222.0,81.833,dane
15778,15,SUTATENZA,2020,4265.0,81.524,dane
15778,15,SUTATENZA,2021,4291.0,80.983,dane
15790,15,TASCO,2017,5852.0,72.027,dane
15790,15,TASCO,2018,5852.0,72.027,dane
15790,15,TASCO,2019,5894.0,71.31,dane
15790,15,TASCO,2020,5962.0,71.05,dane
15790,15,TASCO,2021,5992.0,70.561,dane
15798,15,TENZA,2017,3836.0,70.282,dane
15798,15,TENZA,2018,3836.0,70.282,dane
15798,15,TENZA,2019,3811.0,69.719,dane
15798,15,TENZA,2020,3814.0,69.192,dane
15798,15,TENZA,2021,3814.0,68.773,dane
15804,15,TIBANÁ,2017,8995.0,80.511,dane
15804,15,TIBANÁ,2018,8995.0,80.511,dane
15804,15,TIBANÁ,2019,9030.0,79.934,dane
15804,15,TIBANÁ,2020,9136.0,79.696,dane
15804,15,TIBANÁ,2021,9149.0,79.408,dane
15806,15,TIBASOSA,2017,12883.0,66.778,dane
15806,15,TIBASOSA,2018,12883.0,66.778,dane
15806,15,TIBASOSA,2019,13044.0,66.306,dane
15806,15,TIBASOSA,2020,13250.0,66.174,dane
15806,15,TIBASOSA,2021,13358.0,65.848,dane
15808,15,TINJACÁ,2017,3249.0,77.008,dane
15808,15,TINJACÁ,2018,3249.0,77.008,dane
15808,15,TINJACÁ,2019,3301.0,76.492,dane
15808,15,TINJACÁ,2020,3387.0,76.144,dane
15808,15,TINJACÁ,2021,3453.0,75.413,dane
15810,15,TIPACOQUE,2017,3315.0,71.493,dane
15810,15,TIPACOQUE,2018,3315.0,71.493,dane
15810,15,TIPACOQUE,2019,3297.0,70.61,dane
15810,15,TIPACOQUE,2020,3317.0,70.335,dane
15810,15,TIPACOQUE,2021,3290.0,70.395,dane
15814,15,TOCA,2017,8754.0,51.508,dane
15814,15,TOCA,2018,8754.0,51.508,dane
15814,15,TOCA,2019,8834.0,50.724,dane
15814,15,TOCA,2020,8892.0,50.27,dane
15814,15,TOCA,2021,8921.0,49.927,dane
15816,15,TOGÜÍ,2017,4301.0,85.422,dane
15816,15,TOGÜÍ,2018,4301.0,85.422,dane
15816,15,TOGÜÍ,2019,4342.0,84.823,dane
15816,15,TOGÜÍ,2020,4395.0,84.573,dane
15816,15,TOGÜÍ,2021,4411.0,84.04,dane
15820,15,TÓPAGA,2017,3601.0,70.397,dane
15820,15,TÓPAGA,2018,3601.0,70.397,dane
15820,15,TÓPAGA,2019,3625.0,69.931,dane
15820,15,TÓPAGA,2020,3679.0,69.965,dane
15820,15,TÓPAGA,2021,3706.0,69.212,dane
15822,15,TOTA,2017,5131.0,83.259,dane
15822,15,TOTA,2018,5131.0,83.259,dane
15822,15,TOTA,2019,5157.0,82.664,dane
15822,15,TOTA,2020,5229.0,82.062,dane
15822,15,TOTA,2021,5227.0,81.806,dane
15832,15,TUNUNGUÁ,2017,1524.0,83.727,dane
15832,15,TUNUNGUÁ,2018,1524.0,83.727,dane
15832,15,TUNUNGUÁ,2019,1560.0,82.115,dane
15832,15,TUNUNGUÁ,2020,1576.0,81.662,dane
15832,15,TUNUNGUÁ,2021,1560.0,81.987,dane
15835,15,TURMEQUÉ,2017,6093.0,65.633,dane
15835,15,TURMEQUÉ,2018,6093.0,65.633,dane
15835,15,TURMEQUÉ,2019,6056.0,65.059,dane
15835,15,TURMEQUÉ,2020,6046.0,64.886,dane
15835,15,TURMEQUÉ,2021,5972.0,64.719,dane
15837,15,TUTA,2017,8218.0,71.453,dane
15837,15,TUTA,2018,8218.0,71.453,dane
15837,15,TUTA,2019,8261.0,70.718,dane
15837,15,TUTA,2020,8343.0,70.215,dane
15837,15,TUTA,2021,8337.0,69.785,dane
15839,15,TUTAZÁ,2017,2017.0,91.572,dane
15839,15,TUTAZÁ,2018,2017.0,91.572,dane
15839,15,TUTAZÁ,2019,2034.0,90.659,dane
15839,15,TUTAZÁ,2020,2057.0,90.374,dane
15839,15,TUTAZÁ,2021,2057.0,90.374,dane
15842,15,ÚMBITA,2017,7453.0,86.274,dane
15842,15,ÚMBITA,2018,7453.0,86.274,dane
15842,15,ÚMBITA,2019,7534.0,85.559,dane
15842,15,ÚMBITA,2020,7641.0,84.976,dane
15842,15,ÚMBITA,2021,7654.0,84.792,dane
15861,15,VENTAQUEMADA,2017,15573.0,84.781,dane
15861,15,VENTAQUEMADA,2018,15573.0,84.781,dane
15861,15,VENTAQUEMADA,2019,15855.0,84.169,dane
15861,15,VENTAQUEMADA,2020,16265.0,83.72,dane
15861,15,VENTAQUEMADA,2021,16467.0,83.336,dane
15879,15,VIRACACHÁ,2017,2803.0,84.766,dane
15879,15,VIRACACHÁ,2018,2803.0,84.766,dane
15879,15,VIRACACHÁ,2019,2840.0,84.296,dane
15879,15,VIRACACHÁ,2020,2882.0,84.039,dane
15879,15,VIRACACHÁ,2021,2888.0,83.587,dane
15897,15,ZETAQUIRA,2017,4609.0,74.268,dane
15897,15,ZETAQUIRA,2018,4609.0,74.268,dane
15897,15,ZETAQUIRA,2019,4654.0,73.679,dane
15897,15,ZETAQUIRA,2020,4698.0,73.201,dane
15897,15,ZETAQUIRA,2021,4706.0,72.949,dane
17001,17,MANIZALES,2017,434403.0,6.714,dane
17001,17,MANIZALES,2018,434403.0,6.714,dane
17001,17,MANIZALES,2019,440570.0,6.396,dane
17001,17,MANIZALES,2020,447015.0,6.076,dane
17001,17,MANIZALES,2021,453659.0,5.967,dane
17013,17,AGUADAS,2017,22819.0,49.468,dane
17013,17,AGUADAS,2018,22819.0,49.468,dane
17013,17,AGUADAS,2019,23012.0,49.187,dane
17013,17,AGUADAS,2020,23193.0,48.855,dane
17013,17,AGUADAS,2021,23138.0,48.418,dane
17042,17,ANSERMA,2017,36129.0,43.884,dane
17042,17,ANSERMA,2018,36129.0,43.884,dane
17042,17,ANSERMA,2019,36669.0,43.642,dane
17042,17,ANSERMA,2020,37170.0,43.379,dane
17042,17,ANSERMA,2021,37368.0,42.927,dane
17050,17,ARANZAZU,2017,10561.0,35.394,dane
17050,17,ARANZAZU,2018,10561.0,35.394,dane
17050,17,ARANZAZU,2019,10659.0,34.881,dane
17050,17,ARANZAZU,2020,10788.0,34.279,dane
17050,17,ARANZAZU,2021,10813.0,33.876,dane
17088,17,BELALCÁZAR,2017,10653.0,57.017,dane
17088,17,BELALCÁZAR,2018,10653.0,57.017,dane
17088,17,BELALCÁZAR,2019,10711.0,56.409,dane
17088,17,BELALCÁZAR,2020,10767.0,55.995,dane
17088,17,BELALCÁZAR,2021,10713.0,55.363,dane
17174,17,CHINCHINÁ,2017,51266.0,13.073,dane
17174,17,CHINCHINÁ,2018,51266.0,13.073,dane
17174,17,CHINCHINÁ,2019,51351.0,12.611,dane
17174,17,CHINCHINÁ,2020,51497.0,12.177,dane
17174,17,CHINCHINÁ,2021,51554.0,11.989,dane
17272,17,FILADELFIA,2017,11440.0,66.198,dane
17272,17,FILADELFIA,2018,11440.0,66.198,dane
